objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt,winddir
GnUHlv0UJQ,62,62,62,55,77,26.59,0,0.01,21June2024,2024-08-09 19:04:00,7,2024-08-10T01:04:00Z,2024-08-10T01:05:01.768Z,2024-08-10T01:05:01.768Z,
qD8X989qvr,61,61,61,54,77,26.59,0,0.01,21June2024,2024-08-09 19:09:00,5,2024-08-10T01:09:00Z,2024-08-10T01:10:02.090Z,2024-08-10T01:10:02.090Z,
8wPxXG1y9F,61,61,61,54,77,26.6,0,0.01,21June2024,2024-08-09 19:14:00,5,2024-08-10T01:14:00Z,2024-08-10T01:15:01.516Z,2024-08-10T01:15:01.516Z,
fLnO85x5ZC,61,61,61,54,77,26.6,0,0.01,21June2024,2024-08-09 19:19:00,9,2024-08-10T01:19:00Z,2024-08-10T01:20:01.886Z,2024-08-10T01:20:01.886Z,
aOppWBxFX6,61,61,61,54,77,26.6,0,0.01,21June2024,2024-08-09 19:24:00,5,2024-08-10T01:24:00Z,2024-08-10T01:25:01.496Z,2024-08-10T01:25:01.496Z,
6taJoAoWuC,61,61,61,54,77,26.61,0,0.01,21June2024,2024-08-09 19:29:00,0,2024-08-10T01:29:00Z,2024-08-10T01:30:02.026Z,2024-08-10T01:30:02.026Z,
Mop30Qmpxl,61,61,61,54,77,26.62,0,0.01,21June2024,2024-08-09 19:34:00,0,2024-08-10T01:34:00Z,2024-08-10T01:35:02.283Z,2024-08-10T01:35:02.283Z,
FQN1XaCOL3,61,61,61,54,77,26.63,1,0.01,21June2024,2024-08-09 19:39:00,0,2024-08-10T01:39:00Z,2024-08-10T01:40:01.729Z,2024-08-10T01:40:01.729Z,135.0
udRtho1G9L,61,61,61,54,77,26.64,1,0.01,21June2024,2024-08-09 19:44:00,0,2024-08-10T01:44:00Z,2024-08-10T01:45:01.483Z,2024-08-10T01:45:01.483Z,135.0
mpBtrgkLKv,61,61,61,54,78,26.64,0,0.01,21June2024,2024-08-09 19:49:00,0,2024-08-10T01:49:00Z,2024-08-10T01:50:01.735Z,2024-08-10T01:50:01.735Z,
KCkLorSCEt,61,61,61,54,78,26.64,0,0.01,21June2024,2024-08-09 19:54:00,0,2024-08-10T01:54:00Z,2024-08-10T01:55:01.810Z,2024-08-10T01:55:01.810Z,
aCGG5LGX9X,61,61,61,54,78,26.64,0,0.01,21June2024,2024-08-09 19:59:00,0,2024-08-10T01:59:00Z,2024-08-10T02:00:02.443Z,2024-08-10T02:00:02.443Z,
8WnkJHyXfM,61,61,61,54,79,26.63,0,0.02,21June2024,2024-08-09 20:04:00,0,2024-08-10T02:04:00Z,2024-08-10T02:05:02.097Z,2024-08-10T02:05:02.097Z,
rkNoeA2XAF,60,60,60,54,79,26.63,0,0.03,21June2024,2024-08-09 20:09:00,0,2024-08-10T02:09:00Z,2024-08-10T02:10:02.309Z,2024-08-10T02:10:02.309Z,
fGF6LICuzo,60,60,60,54,79,26.63,2,0.03,21June2024,2024-08-09 20:14:00,0,2024-08-10T02:14:00Z,2024-08-10T02:15:01.634Z,2024-08-10T02:15:01.634Z,225.0
huxmW1k7u1,60,60,60,54,80,26.63,0,0.04,21June2024,2024-08-09 20:19:00,0,2024-08-10T02:19:00Z,2024-08-10T02:20:01.987Z,2024-08-10T02:20:01.987Z,
RcClevEyHJ,60,60,60,54,80,26.62,2,0.05,21June2024,2024-08-09 20:24:00,0,2024-08-10T02:24:00Z,2024-08-10T02:25:02.014Z,2024-08-10T02:25:02.014Z,270.0
Ex6OdM6SJY,60,60,60,54,80,26.6,2,0.06,21June2024,2024-08-09 20:29:00,0,2024-08-10T02:29:00Z,2024-08-10T02:30:01.688Z,2024-08-10T02:30:01.688Z,45.0
zbeih6DEEg,60,60,60,54,80,26.59,0,0.06,21June2024,2024-08-09 20:34:00,0,2024-08-10T02:34:00Z,2024-08-10T02:35:01.825Z,2024-08-10T02:35:01.825Z,
6yOvTimNcK,60,60,60,54,80,26.59,0,0.07,21June2024,2024-08-09 20:39:00,0,2024-08-10T02:39:00Z,2024-08-10T02:40:02.372Z,2024-08-10T02:40:02.372Z,
pe9ik8fWWe,60,60,60,54,80,26.59,0,0.08,21June2024,2024-08-09 20:44:00,0,2024-08-10T02:44:00Z,2024-08-10T02:45:02.458Z,2024-08-10T02:45:02.458Z,
9OIiymbJm8,60,60,60,54,80,26.59,0,0.08,21June2024,2024-08-09 20:49:00,0,2024-08-10T02:49:00Z,2024-08-10T02:50:02.282Z,2024-08-10T02:50:02.282Z,
uXDEU83A6v,60,60,60,54,80,26.59,0,0.08,21June2024,2024-08-09 20:54:00,0,2024-08-10T02:54:00Z,2024-08-10T02:55:02.184Z,2024-08-10T02:55:02.184Z,
39e691L36b,60,60,60,54,80,26.59,0,0.07,21June2024,2024-08-09 20:59:00,0,2024-08-10T02:59:00Z,2024-08-10T03:00:01.915Z,2024-08-10T03:00:01.915Z,
SR3sF8dVOu,60,60,60,54,81,26.59,0,0.06,21June2024,2024-08-09 21:04:00,0,2024-08-10T03:04:00Z,2024-08-10T03:05:01.592Z,2024-08-10T03:05:01.592Z,
5bDW1MmlEI,60,60,60,54,81,26.58,0,0.05,21June2024,2024-08-09 21:09:00,0,2024-08-10T03:09:00Z,2024-08-10T03:10:01.719Z,2024-08-10T03:10:01.719Z,
s3tsFlWBTb,60,60,60,54,81,26.58,0,0.05,21June2024,2024-08-09 21:14:00,0,2024-08-10T03:14:00Z,2024-08-10T03:15:01.798Z,2024-08-10T03:15:01.798Z,
FqlIrpHFuq,59,59,59,54,81,26.59,1,0.04,21June2024,2024-08-09 21:19:00,0,2024-08-10T03:19:00Z,2024-08-10T03:20:02.027Z,2024-08-10T03:20:02.027Z,68.0
FSW8N0Jz2A,59,59,59,53,81,26.59,0,0.03,21June2024,2024-08-09 21:24:00,0,2024-08-10T03:24:00Z,2024-08-10T03:25:02.047Z,2024-08-10T03:25:02.047Z,
7cz7dkNvxh,59,59,59,53,81,26.59,0,0.02,21June2024,2024-08-09 21:29:00,0,2024-08-10T03:29:00Z,2024-08-10T03:30:01.721Z,2024-08-10T03:30:01.721Z,
BPXzt4djqh,59,59,59,53,81,26.59,0,0.02,21June2024,2024-08-09 21:34:00,0,2024-08-10T03:34:00Z,2024-08-10T03:35:02.297Z,2024-08-10T03:35:02.297Z,
90eTKQQQGI,59,59,59,53,81,26.58,0,0.01,21June2024,2024-08-09 21:39:00,0,2024-08-10T03:39:00Z,2024-08-10T03:40:01.829Z,2024-08-10T03:40:01.829Z,
m71e2mewWA,59,59,59,53,81,26.58,0,0.0,21June2024,2024-08-09 21:44:00,0,2024-08-10T03:44:00Z,2024-08-10T03:45:01.919Z,2024-08-10T03:45:01.919Z,
TwDrF2x5Mr,59,59,59,53,81,26.59,0,0.0,21June2024,2024-08-09 21:49:00,0,2024-08-10T03:49:00Z,2024-08-10T03:50:02.421Z,2024-08-10T03:50:02.421Z,
GPmcPpm2kB,59,59,59,53,81,26.59,0,0.0,21June2024,2024-08-09 21:54:00,0,2024-08-10T03:54:00Z,2024-08-10T03:55:02.493Z,2024-08-10T03:55:02.493Z,
l3rkGzcYTd,59,59,59,53,81,26.6,0,0.0,21June2024,2024-08-09 21:59:00,0,2024-08-10T03:59:00Z,2024-08-10T04:00:02.521Z,2024-08-10T04:00:02.521Z,
CmkQ6N9tzt,59,59,59,53,81,26.6,0,0.0,21June2024,2024-08-09 22:04:00,0,2024-08-10T04:04:00Z,2024-08-10T04:05:01.969Z,2024-08-10T04:05:01.969Z,
hRIej6bv2a,59,59,59,53,81,26.6,0,0.0,21June2024,2024-08-09 22:09:00,0,2024-08-10T04:09:00Z,2024-08-10T04:10:01.784Z,2024-08-10T04:10:01.784Z,
1vBpMbusfQ,59,59,59,53,81,26.61,0,0.0,21June2024,2024-08-09 22:14:00,0,2024-08-10T04:14:00Z,2024-08-10T04:15:02.055Z,2024-08-10T04:15:02.055Z,
IvSQ8zGJ5r,59,59,59,53,81,26.62,0,0.0,21June2024,2024-08-09 22:19:00,0,2024-08-10T04:19:00Z,2024-08-10T04:20:02.328Z,2024-08-10T04:20:02.328Z,
TAVf6feuxh,59,59,59,53,81,26.62,0,0.0,21June2024,2024-08-09 22:24:00,0,2024-08-10T04:24:00Z,2024-08-10T04:25:02.156Z,2024-08-10T04:25:02.156Z,
kfZxYvIVSv,59,59,59,53,81,26.63,0,0.0,21June2024,2024-08-09 22:29:00,0,2024-08-10T04:29:00Z,2024-08-10T04:30:01.681Z,2024-08-10T04:30:01.681Z,
sIckojVETv,59,59,59,53,81,26.65,0,0.0,21June2024,2024-08-09 22:34:00,0,2024-08-10T04:34:00Z,2024-08-10T04:35:02.351Z,2024-08-10T04:35:02.351Z,
MXPyAXW5CI,59,59,59,53,81,26.67,2,0.0,21June2024,2024-08-09 22:39:00,0,2024-08-10T04:39:00Z,2024-08-10T04:40:01.875Z,2024-08-10T04:40:01.875Z,135.0
2B9BHoj3Yp,59,59,59,53,81,26.67,3,0.0,21June2024,2024-08-09 22:44:00,0,2024-08-10T04:44:00Z,2024-08-10T04:45:01.579Z,2024-08-10T04:45:01.579Z,135.0
ZQFPwsDhLS,59,59,59,53,81,26.67,2,0.0,21June2024,2024-08-09 22:49:00,0,2024-08-10T04:49:00Z,2024-08-10T04:50:01.995Z,2024-08-10T04:50:01.995Z,135.0
QjSdCuHi42,59,59,59,53,81,26.67,1,0.0,21June2024,2024-08-09 22:54:00,0,2024-08-10T04:54:00Z,2024-08-10T04:55:01.508Z,2024-08-10T04:55:01.508Z,135.0
wIut93qxeL,59,59,59,53,81,26.67,1,0.0,21June2024,2024-08-09 22:59:00,0,2024-08-10T04:59:00Z,2024-08-10T05:00:02.051Z,2024-08-10T05:00:02.051Z,112.0
AVCoY2sVZ8,59,59,59,53,81,26.67,0,0.0,21June2024,2024-08-09 23:04:00,0,2024-08-10T05:04:00Z,2024-08-10T05:05:02.167Z,2024-08-10T05:05:02.167Z,
CKjOfXfuSQ,59,59,59,53,81,26.67,0,0.01,21June2024,2024-08-09 23:09:00,0,2024-08-10T05:09:00Z,2024-08-10T05:10:02.277Z,2024-08-10T05:10:02.277Z,
PuxVbGWcgh,59,59,59,53,81,26.67,0,0.01,21June2024,2024-08-09 23:14:00,0,2024-08-10T05:14:00Z,2024-08-10T05:15:01.761Z,2024-08-10T05:15:01.761Z,
CxSRA6LgFu,59,59,59,53,80,26.67,0,0.01,21June2024,2024-08-09 23:19:00,0,2024-08-10T05:19:00Z,2024-08-10T05:20:01.713Z,2024-08-10T05:20:01.713Z,
Grw0h8RLa8,59,59,59,53,80,26.66,0,0.01,21June2024,2024-08-09 23:24:00,0,2024-08-10T05:24:00Z,2024-08-10T05:25:01.774Z,2024-08-10T05:25:01.774Z,
FAaTV2ydNm,59,59,59,53,80,26.65,0,0.01,21June2024,2024-08-09 23:29:00,0,2024-08-10T05:29:00Z,2024-08-10T05:30:02.313Z,2024-08-10T05:30:02.313Z,
0cIEW0sWVM,59,59,59,53,80,26.65,0,0.01,21June2024,2024-08-09 23:34:00,0,2024-08-10T05:34:00Z,2024-08-10T05:35:02.142Z,2024-08-10T05:35:02.142Z,
fBWsxL9A6y,59,59,59,53,80,26.65,0,0.01,21June2024,2024-08-09 23:39:00,0,2024-08-10T05:39:00Z,2024-08-10T05:40:01.844Z,2024-08-10T05:40:01.844Z,
0Tdl8VeCel,59,59,59,52,80,26.65,0,0.01,21June2024,2024-08-09 23:44:00,0,2024-08-10T05:44:00Z,2024-08-10T05:45:02.017Z,2024-08-10T05:45:02.017Z,
VDptJD5GDY,58,58,58,53,81,26.65,0,0.01,21June2024,2024-08-09 23:49:00,0,2024-08-10T05:49:00Z,2024-08-10T05:50:01.814Z,2024-08-10T05:50:01.814Z,
ByvBNnNAOF,58,58,58,52,81,26.65,0,0.01,21June2024,2024-08-09 23:54:00,0,2024-08-10T05:54:00Z,2024-08-10T05:55:02.005Z,2024-08-10T05:55:02.005Z,
r7O5WzqxYW,58,58,58,52,81,26.65,0,0.01,21June2024,2024-08-09 23:59:00,0,2024-08-10T05:59:00Z,2024-08-10T06:00:02.174Z,2024-08-10T06:00:02.174Z,
NdYSacEEXS,58,58,58,52,81,26.65,0,0.01,21June2024,2024-08-10 00:04:00,0,2024-08-10T06:04:00Z,2024-08-10T06:05:02.440Z,2024-08-10T06:05:02.440Z,
8Zb4mD04xP,58,58,58,52,81,26.65,0,0.0,21June2024,2024-08-10 00:09:00,0,2024-08-10T06:09:00Z,2024-08-10T06:10:02.015Z,2024-08-10T06:10:02.015Z,
JNZubDIDfl,58,58,58,52,81,26.65,0,0.0,21June2024,2024-08-10 00:14:00,0,2024-08-10T06:14:00Z,2024-08-10T06:15:02.031Z,2024-08-10T06:15:02.031Z,
akaxwjkKkt,58,58,58,52,81,26.65,0,0.0,21June2024,2024-08-10 00:19:00,0,2024-08-10T06:19:00Z,2024-08-10T06:20:01.757Z,2024-08-10T06:20:01.757Z,
4Khh46w2O6,58,58,58,52,81,26.65,0,0.0,21June2024,2024-08-10 00:24:00,0,2024-08-10T06:24:00Z,2024-08-10T06:25:02.054Z,2024-08-10T06:25:02.054Z,
HurGt4WUZG,58,58,58,52,81,26.65,1,0.0,21June2024,2024-08-10 00:29:00,0,2024-08-10T06:29:00Z,2024-08-10T06:30:01.662Z,2024-08-10T06:30:01.662Z,135.0
xhhobc1cz8,57,57,57,51,81,26.64,0,0.0,21June2024,2024-08-10 00:34:00,0,2024-08-10T06:34:00Z,2024-08-10T06:35:01.543Z,2024-08-10T06:35:01.543Z,
gbjWUtmYFz,57,57,57,51,81,26.64,0,0.0,21June2024,2024-08-10 00:39:00,0,2024-08-10T06:39:00Z,2024-08-10T06:40:02.114Z,2024-08-10T06:40:02.114Z,
W3RbtZDO8D,57,57,57,51,81,26.64,0,0.0,21June2024,2024-08-10 00:44:00,0,2024-08-10T06:44:00Z,2024-08-10T06:45:02.097Z,2024-08-10T06:45:02.097Z,
vsTw6zCKtM,56,56,56,51,81,26.64,0,0.0,21June2024,2024-08-10 00:49:00,0,2024-08-10T06:49:00Z,2024-08-10T06:50:01.566Z,2024-08-10T06:50:01.566Z,
0v8x89YcFG,56,56,56,51,81,26.64,0,0.0,21June2024,2024-08-10 00:54:00,0,2024-08-10T06:54:00Z,2024-08-10T06:55:02.212Z,2024-08-10T06:55:02.212Z,
vf3OYoTnCX,56,56,56,51,81,26.64,0,0.0,21June2024,2024-08-10 00:59:00,0,2024-08-10T06:59:00Z,2024-08-10T07:00:01.790Z,2024-08-10T07:00:01.790Z,
tbsCYF4LK5,56,56,56,51,81,26.63,0,0.0,21June2024,2024-08-10 01:04:00,0,2024-08-10T07:04:00Z,2024-08-10T07:05:02.313Z,2024-08-10T07:05:02.313Z,
4d3YftG3aE,56,56,56,51,81,26.63,1,0.0,21June2024,2024-08-10 01:09:00,0,2024-08-10T07:09:00Z,2024-08-10T07:10:02.036Z,2024-08-10T07:10:02.036Z,225.0
aMOzvoW7j1,56,56,56,51,81,26.62,0,0.0,21June2024,2024-08-10 01:14:00,0,2024-08-10T07:14:00Z,2024-08-10T07:15:02.556Z,2024-08-10T07:15:02.556Z,
bxlZbCBu3C,56,56,56,51,81,26.62,0,0.0,21June2024,2024-08-10 01:19:00,0,2024-08-10T07:19:00Z,2024-08-10T07:20:01.712Z,2024-08-10T07:20:01.712Z,
wlWCRXjA3b,56,56,56,50,81,26.62,1,0.0,21June2024,2024-08-10 01:24:00,0,2024-08-10T07:24:00Z,2024-08-10T07:25:02.301Z,2024-08-10T07:25:02.301Z,292.0
7etsDhcipa,56,56,56,50,81,26.62,1,0.0,21June2024,2024-08-10 01:29:00,0,2024-08-10T07:29:00Z,2024-08-10T07:30:01.953Z,2024-08-10T07:30:01.953Z,292.0
xWZ13d9YNr,56,56,56,50,81,26.62,2,0.0,21June2024,2024-08-10 01:34:00,0,2024-08-10T07:34:00Z,2024-08-10T07:35:01.834Z,2024-08-10T07:35:01.834Z,315.0
2kdOC5oKug,56,56,56,50,81,26.61,0,0.0,21June2024,2024-08-10 01:39:00,0,2024-08-10T07:39:00Z,2024-08-10T07:40:02.345Z,2024-08-10T07:40:02.345Z,
36DIQkIdb9,56,56,56,50,81,26.61,2,0.0,21June2024,2024-08-10 01:44:00,0,2024-08-10T07:44:00Z,2024-08-10T07:45:02.561Z,2024-08-10T07:45:02.561Z,338.0
2clLmur3GX,56,56,56,50,81,26.61,0,0.0,21June2024,2024-08-10 01:49:00,0,2024-08-10T07:49:00Z,2024-08-10T07:50:02.020Z,2024-08-10T07:50:02.020Z,
zl9l5S0bx4,56,56,56,50,81,26.61,1,0.0,21June2024,2024-08-10 01:54:00,0,2024-08-10T07:54:00Z,2024-08-10T07:55:02.336Z,2024-08-10T07:55:02.336Z,315.0
nnZCdrMHQI,56,56,56,50,81,26.61,1,0.0,21June2024,2024-08-10 01:59:00,0,2024-08-10T07:59:00Z,2024-08-10T08:00:01.966Z,2024-08-10T08:00:01.966Z,338.0
ZIbEf8iaPU,56,56,56,50,81,26.6,1,0.0,21June2024,2024-08-10 02:04:00,0,2024-08-10T08:04:00Z,2024-08-10T08:05:02.208Z,2024-08-10T08:05:02.208Z,338.0
vqgohrupmL,56,56,56,50,81,26.6,0,0.0,21June2024,2024-08-10 02:09:00,0,2024-08-10T08:09:00Z,2024-08-10T08:10:02.363Z,2024-08-10T08:10:02.363Z,
G8OkI8Z9rR,56,56,56,50,81,26.6,2,0.0,21June2024,2024-08-10 02:14:00,0,2024-08-10T08:14:00Z,2024-08-10T08:15:01.943Z,2024-08-10T08:15:01.943Z,338.0
R8iSCcuSxr,56,56,56,50,81,26.6,0,0.0,21June2024,2024-08-10 02:19:00,0,2024-08-10T08:19:00Z,2024-08-10T08:20:02.154Z,2024-08-10T08:20:02.154Z,
iUCZjkM250,56,56,56,50,81,26.6,2,0.0,21June2024,2024-08-10 02:24:00,0,2024-08-10T08:24:00Z,2024-08-10T08:25:01.699Z,2024-08-10T08:25:01.699Z,315.0
wiwbi15xHg,56,56,56,51,81,26.59,1,0.0,21June2024,2024-08-10 02:29:00,0,2024-08-10T08:29:00Z,2024-08-10T08:30:02.200Z,2024-08-10T08:30:02.200Z,292.0
mbnByDbg7L,57,57,57,51,81,26.59,1,0.0,21June2024,2024-08-10 02:34:00,0,2024-08-10T08:34:00Z,2024-08-10T08:35:01.940Z,2024-08-10T08:35:01.940Z,0.0
BXM5kxu3lA,57,57,57,51,81,26.59,0,0.0,21June2024,2024-08-10 02:39:00,0,2024-08-10T08:39:00Z,2024-08-10T08:40:01.592Z,2024-08-10T08:40:01.592Z,
Xyg62ASXEg,57,57,57,51,82,26.59,2,0.0,21June2024,2024-08-10 02:44:00,0,2024-08-10T08:44:00Z,2024-08-10T08:45:02.377Z,2024-08-10T08:45:02.377Z,22.0
ZgcbAThSCF,57,57,57,51,81,26.59,1,0.0,21June2024,2024-08-10 02:49:00,0,2024-08-10T08:49:00Z,2024-08-10T08:50:01.618Z,2024-08-10T08:50:01.618Z,0.0
BuGyQrouoj,57,57,57,51,81,26.59,0,0.0,21June2024,2024-08-10 02:54:00,0,2024-08-10T08:54:00Z,2024-08-10T08:55:02.348Z,2024-08-10T08:55:02.348Z,
YSB3nWOh0n,57,57,57,51,81,26.59,0,0.0,21June2024,2024-08-10 02:59:00,0,2024-08-10T08:59:00Z,2024-08-10T09:00:02.091Z,2024-08-10T09:00:02.091Z,
enDGGSPjrG,57,57,57,51,81,26.59,0,0.0,21June2024,2024-08-10 03:04:00,0,2024-08-10T09:04:00Z,2024-08-10T09:05:01.425Z,2024-08-10T09:05:01.425Z,
fapBeg2kAB,57,57,57,51,81,26.59,0,0.0,21June2024,2024-08-10 03:09:00,0,2024-08-10T09:09:00Z,2024-08-10T09:10:01.791Z,2024-08-10T09:10:01.791Z,
hoe222g7n1,57,57,57,51,81,26.58,0,0.0,21June2024,2024-08-10 03:14:00,0,2024-08-10T09:14:00Z,2024-08-10T09:15:01.965Z,2024-08-10T09:15:01.965Z,
ovWeRQqhow,57,57,57,51,82,26.59,0,0.0,21June2024,2024-08-10 03:19:00,0,2024-08-10T09:19:00Z,2024-08-10T09:20:01.692Z,2024-08-10T09:20:01.692Z,
NtCO7EiET5,57,57,57,51,81,26.58,1,0.0,21June2024,2024-08-10 03:24:00,0,2024-08-10T09:24:00Z,2024-08-10T09:25:02.292Z,2024-08-10T09:25:02.292Z,68.0
DTXNnRwFH5,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 03:29:00,0,2024-08-10T09:29:00Z,2024-08-10T09:30:01.941Z,2024-08-10T09:30:01.941Z,
ubJLcHtyCV,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 03:34:00,0,2024-08-10T09:34:00Z,2024-08-10T09:35:02.210Z,2024-08-10T09:35:02.210Z,
0AvPDD6Rcq,57,57,57,51,82,26.58,1,0.0,21June2024,2024-08-10 03:39:00,0,2024-08-10T09:39:00Z,2024-08-10T09:40:01.648Z,2024-08-10T09:40:01.648Z,68.0
akokNpNKTI,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 03:44:00,0,2024-08-10T09:44:00Z,2024-08-10T09:45:01.960Z,2024-08-10T09:45:01.960Z,
uAdYvJDZDz,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 03:49:00,0,2024-08-10T09:49:00Z,2024-08-10T09:50:02.391Z,2024-08-10T09:50:02.391Z,
DOUZimba5E,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 03:54:00,0,2024-08-10T09:54:00Z,2024-08-10T09:55:02.429Z,2024-08-10T09:55:02.429Z,
TTSQ55r1Hq,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 03:59:00,0,2024-08-10T09:59:00Z,2024-08-10T10:00:02.034Z,2024-08-10T10:00:02.034Z,
bSWJG8WE1L,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 04:04:00,0,2024-08-10T10:04:00Z,2024-08-10T10:05:01.616Z,2024-08-10T10:05:01.616Z,
YWlCfdGS2P,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 04:09:00,0,2024-08-10T10:09:00Z,2024-08-10T10:10:02.054Z,2024-08-10T10:10:02.054Z,
QRtKukx1Ao,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 04:14:00,0,2024-08-10T10:14:00Z,2024-08-10T10:15:01.463Z,2024-08-10T10:15:01.463Z,
UcffDNVzCo,57,57,57,51,82,26.58,0,0.0,21June2024,2024-08-10 04:19:00,0,2024-08-10T10:19:00Z,2024-08-10T10:20:02.233Z,2024-08-10T10:20:02.233Z,
KoqdTAroBZ,56,56,56,51,82,26.58,0,0.0,21June2024,2024-08-10 04:24:00,0,2024-08-10T10:24:00Z,2024-08-10T10:25:02.042Z,2024-08-10T10:25:02.042Z,
swaVxjxDEK,56,56,56,51,82,26.58,0,0.0,21June2024,2024-08-10 04:29:00,0,2024-08-10T10:29:00Z,2024-08-10T10:30:01.619Z,2024-08-10T10:30:01.619Z,
l5vKhuPIfF,56,56,56,51,82,26.58,0,0.0,21June2024,2024-08-10 04:34:00,0,2024-08-10T10:34:00Z,2024-08-10T10:35:02.126Z,2024-08-10T10:35:02.126Z,
dBrh1dUPHE,56,56,56,51,82,26.58,0,0.0,21June2024,2024-08-10 04:39:00,0,2024-08-10T10:39:00Z,2024-08-10T10:40:01.617Z,2024-08-10T10:40:01.617Z,
K0RnUiwes8,56,56,56,51,82,26.58,0,0.0,21June2024,2024-08-10 04:44:00,0,2024-08-10T10:44:00Z,2024-08-10T10:45:01.671Z,2024-08-10T10:45:01.671Z,
j8rwSkzxRG,56,56,56,51,82,26.57,0,0.01,21June2024,2024-08-10 04:49:00,0,2024-08-10T10:49:00Z,2024-08-10T10:50:02.270Z,2024-08-10T10:50:02.270Z,
xyGbAeRmqp,56,56,56,51,82,26.57,0,0.01,21June2024,2024-08-10 04:54:00,0,2024-08-10T10:54:00Z,2024-08-10T10:55:01.597Z,2024-08-10T10:55:01.597Z,
MU0y8YIRx9,56,56,56,51,82,26.58,0,0.01,21June2024,2024-08-10 04:59:00,0,2024-08-10T10:59:00Z,2024-08-10T11:00:02.163Z,2024-08-10T11:00:02.163Z,
iui1JGf8W2,56,56,56,51,82,26.58,0,0.01,21June2024,2024-08-10 05:04:00,0,2024-08-10T11:04:00Z,2024-08-10T11:05:02.023Z,2024-08-10T11:05:02.023Z,
rE7ViCFUhH,56,56,56,51,82,26.58,0,0.01,21June2024,2024-08-10 05:09:00,0,2024-08-10T11:09:00Z,2024-08-10T11:10:02.330Z,2024-08-10T11:10:02.330Z,
hWVLpbmmmI,56,56,56,51,82,26.58,0,0.01,21June2024,2024-08-10 05:14:00,0,2024-08-10T11:14:00Z,2024-08-10T11:15:02.408Z,2024-08-10T11:15:02.408Z,
