objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt,winddir
CugP8yVg6A,85,82.0,85,34.0,16.0,26.27,0,0,21June2024,2024-07-30 18:59:00,194,2024-07-31T00:59:00Z,2024-07-31T01:00:01.797Z,2024-07-31T01:00:01.797Z,
pMHX9OEGWJ,86,83.0,86,40.0,20.0,26.26,1,0,21June2024,2024-07-30 19:04:00,207,2024-07-31T01:04:00Z,2024-07-31T01:05:01.954Z,2024-07-31T01:05:01.954Z,135.0
9JDb2fO9X6,86,82.0,86,41.0,21.0,26.27,4,0,21June2024,2024-07-30 19:09:00,162,2024-07-31T01:09:00Z,2024-07-31T01:10:01.781Z,2024-07-31T01:10:01.781Z,158.0
5k5cHYAVcl,86,83.0,86,35.0,16.0,26.26,1,0,21June2024,2024-07-30 19:14:00,156,2024-07-31T01:14:00Z,2024-07-31T01:15:01.732Z,2024-07-31T01:15:01.732Z,180.0
JzBDzAULH1,87,83.0,87,37.0,17.0,26.26,0,0,21June2024,2024-07-30 19:19:00,149,2024-07-31T01:19:00Z,2024-07-31T01:20:01.764Z,2024-07-31T01:20:01.764Z,
36IrAKnmdo,87,84.0,87,40.0,19.0,26.26,0,0,21June2024,2024-07-30 19:24:00,130,2024-07-31T01:24:00Z,2024-07-31T01:25:02.101Z,2024-07-31T01:25:02.101Z,
i2nYGfArn4,87,83.0,87,33.0,15.0,26.26,0,0,21June2024,2024-07-30 19:29:00,116,2024-07-31T01:29:00Z,2024-07-31T01:30:01.624Z,2024-07-31T01:30:01.624Z,
mByQGpQXKC,87,83.0,87,33.0,15.0,26.26,0,0,21June2024,2024-07-30 19:34:00,102,2024-07-31T01:34:00Z,2024-07-31T01:35:02.018Z,2024-07-31T01:35:02.018Z,
VAGEorLkrb,86,83.0,86,39.0,19.0,26.27,0,0,21June2024,2024-07-30 19:39:00,95,2024-07-31T01:39:00Z,2024-07-31T01:40:01.586Z,2024-07-31T01:40:01.586Z,
NkP1qPSB6J,85,82.0,85,39.0,20.0,26.27,0,0,21June2024,2024-07-30 19:44:00,40,2024-07-31T01:44:00Z,2024-07-31T01:45:02.227Z,2024-07-31T01:45:02.227Z,
3BLrgMFciW,84,81.0,84,37.0,19.0,26.27,0,0,21June2024,2024-07-30 19:49:00,30,2024-07-31T01:49:00Z,2024-07-31T01:50:02.446Z,2024-07-31T01:50:02.446Z,
HqdFHQj91z,84,81.0,84,40.0,21.0,26.27,0,0,21June2024,2024-07-30 19:54:00,47,2024-07-31T01:54:00Z,2024-07-31T01:55:01.427Z,2024-07-31T01:55:01.427Z,
PVeIIXzD8W,84,81.0,84,41.0,22.0,26.27,0,0,21June2024,2024-07-30 19:59:00,39,2024-07-31T01:59:00Z,2024-07-31T02:00:02.192Z,2024-07-31T02:00:02.192Z,
CHH7Pj6zXB,83,81.0,83,42.0,23.0,26.27,0,0,21June2024,2024-07-30 20:04:00,19,2024-07-31T02:04:00Z,2024-07-31T02:05:02.120Z,2024-07-31T02:05:02.120Z,
YyojLpPkEE,82,80.0,82,43.0,25.0,26.27,0,0,21June2024,2024-07-30 20:09:00,9,2024-07-31T02:09:00Z,2024-07-31T02:10:02.459Z,2024-07-31T02:10:02.459Z,
QqIHL6TvCB,81,80.0,81,43.0,26.0,26.27,1,0,21June2024,2024-07-30 20:14:00,0,2024-07-31T02:14:00Z,2024-07-31T02:15:01.622Z,2024-07-31T02:15:01.622Z,180.0
cGEVmHLGku,82,80.0,82,38.0,21.0,26.27,0,0,21June2024,2024-07-30 20:19:00,0,2024-07-31T02:19:00Z,2024-07-31T02:20:01.936Z,2024-07-31T02:20:01.936Z,
HFBMqssIdx,82,80.0,82,41.0,23.0,26.27,1,0,21June2024,2024-07-30 20:24:00,0,2024-07-31T02:24:00Z,2024-07-31T02:25:01.753Z,2024-07-31T02:25:01.753Z,180.0
Bazt3ZDbaM,81,80.0,81,42.0,25.0,26.27,0,0,21June2024,2024-07-30 20:29:00,0,2024-07-31T02:29:00Z,2024-07-31T02:30:02.351Z,2024-07-31T02:30:02.351Z,
A5JAvc9G15,80,79.0,80,45.0,29.0,26.28,0,0,21June2024,2024-07-30 20:34:00,0,2024-07-31T02:34:00Z,2024-07-31T02:35:02.371Z,2024-07-31T02:35:02.371Z,
x6l3kG0R14,78,77.0,78,45.0,31.0,26.28,1,0,21June2024,2024-07-30 20:39:00,0,2024-07-31T02:39:00Z,2024-07-31T02:40:02.152Z,2024-07-31T02:40:02.152Z,180.0
N0H7OO8XkU,78,77.0,78,44.0,30.0,26.28,2,0,21June2024,2024-07-30 20:44:00,0,2024-07-31T02:44:00Z,2024-07-31T02:45:02.111Z,2024-07-31T02:45:02.111Z,180.0
K7D3sWohkH,79,77.0,79,43.0,28.0,26.28,1,0,21June2024,2024-07-30 20:49:00,0,2024-07-31T02:49:00Z,2024-07-31T02:50:02.438Z,2024-07-31T02:50:02.438Z,180.0
8KdMKestfZ,79,78.0,79,42.0,27.0,26.29,2,0,21June2024,2024-07-30 20:54:00,0,2024-07-31T02:54:00Z,2024-07-31T02:55:01.475Z,2024-07-31T02:55:01.475Z,180.0
PAZDPOXnjg,79,78.0,79,41.0,26.0,26.28,1,0,21June2024,2024-07-30 20:59:00,0,2024-07-31T02:59:00Z,2024-07-31T03:00:02.366Z,2024-07-31T03:00:02.366Z,202.0
2qph6CY2tY,79,78.0,79,37.0,22.0,26.29,1,0,21June2024,2024-07-30 21:04:00,0,2024-07-31T03:04:00Z,2024-07-31T03:05:01.537Z,2024-07-31T03:05:01.537Z,202.0
o8qwmapbPI,79,78.0,79,38.0,23.0,26.29,1,0,21June2024,2024-07-30 21:09:00,0,2024-07-31T03:09:00Z,2024-07-31T03:10:01.710Z,2024-07-31T03:10:01.710Z,202.0
iZyh90FE9V,79,77.0,79,41.0,26.0,26.29,1,0,21June2024,2024-07-30 21:14:00,0,2024-07-31T03:14:00Z,2024-07-31T03:15:01.693Z,2024-07-31T03:15:01.693Z,202.0
J1MTg2YcwV,78,77.0,78,40.0,26.0,26.29,0,0,21June2024,2024-07-30 21:19:00,0,2024-07-31T03:19:00Z,2024-07-31T03:20:01.619Z,2024-07-31T03:20:01.619Z,
ToJL4UoWoW,78,77.0,78,39.0,25.0,26.29,2,0,21June2024,2024-07-30 21:24:00,0,2024-07-31T03:24:00Z,2024-07-31T03:25:02.386Z,2024-07-31T03:25:02.386Z,202.0
qqPboPh0jx,78,77.0,78,39.0,25.0,26.29,1,0,21June2024,2024-07-30 21:29:00,0,2024-07-31T03:29:00Z,2024-07-31T03:30:02.013Z,2024-07-31T03:30:02.013Z,225.0
GDkdEx34Xs,78,77.0,78,38.0,24.0,26.29,0,0,21June2024,2024-07-30 21:34:00,0,2024-07-31T03:34:00Z,2024-07-31T03:35:01.566Z,2024-07-31T03:35:01.566Z,
Qg9fhAoEDd,78,76.0,78,39.0,25.0,26.29,0,0,21June2024,2024-07-30 21:39:00,0,2024-07-31T03:39:00Z,2024-07-31T03:40:02.043Z,2024-07-31T03:40:02.043Z,
PfGnxiXT7x,77,76.0,77,39.0,25.0,26.29,0,0,21June2024,2024-07-30 21:44:00,0,2024-07-31T03:44:00Z,2024-07-31T03:45:02.271Z,2024-07-31T03:45:02.271Z,
kBh6AsA6dJ,77,76.0,77,42.0,28.0,26.29,0,0,21June2024,2024-07-30 21:49:00,0,2024-07-31T03:49:00Z,2024-07-31T03:50:02.024Z,2024-07-31T03:50:02.024Z,
LpZj2bCxsA,76,75.0,76,39.0,26.0,26.3,0,0,21June2024,2024-07-30 21:54:00,0,2024-07-31T03:54:00Z,2024-07-31T03:55:01.916Z,2024-07-31T03:55:01.916Z,
LQVcNTvW2O,76,75.0,76,38.0,25.0,26.3,1,0,21June2024,2024-07-30 21:59:00,0,2024-07-31T03:59:00Z,2024-07-31T04:00:01.453Z,2024-07-31T04:00:01.453Z,248.0
bAU79qF1Q4,77,75.0,77,36.0,23.0,26.3,1,0,21June2024,2024-07-30 22:04:00,0,2024-07-31T04:04:00Z,2024-07-31T04:05:01.563Z,2024-07-31T04:05:01.563Z,248.0
D9qiWlVTiC,76,75.0,76,36.0,23.0,26.3,0,0,21June2024,2024-07-30 22:09:00,0,2024-07-31T04:09:00Z,2024-07-31T04:10:01.524Z,2024-07-31T04:10:01.524Z,
vEcLHYBy72,77,75.0,77,32.0,20.0,26.3,0,0,21June2024,2024-07-30 22:14:00,0,2024-07-31T04:14:00Z,2024-07-31T04:15:02.178Z,2024-07-31T04:15:02.178Z,
Lid35TDzoh,77,75.0,77,29.0,17.0,26.3,0,0,21June2024,2024-07-30 22:19:00,0,2024-07-31T04:19:00Z,2024-07-31T04:20:02.038Z,2024-07-31T04:20:02.038Z,
D9fubSWCsG,77,75.0,77,29.0,17.0,26.3,0,0,21June2024,2024-07-30 22:24:00,0,2024-07-31T04:24:00Z,2024-07-31T04:25:01.763Z,2024-07-31T04:25:01.763Z,
MRCIalUnY0,77,75.0,77,27.0,16.0,26.3,0,0,21June2024,2024-07-30 22:29:00,0,2024-07-31T04:29:00Z,2024-07-31T04:30:02.373Z,2024-07-31T04:30:02.373Z,
0rVGoaJzH8,76,74.0,76,29.0,18.0,26.3,0,0,21June2024,2024-07-30 22:34:00,0,2024-07-31T04:34:00Z,2024-07-31T04:35:01.978Z,2024-07-31T04:35:01.978Z,
mf54gWRUkW,75,74.0,75,30.0,19.0,26.3,0,0,21June2024,2024-07-30 22:39:00,0,2024-07-31T04:39:00Z,2024-07-31T04:40:01.535Z,2024-07-31T04:40:01.535Z,
XUB76mFddX,75,73.0,75,32.0,21.0,26.3,0,0,21June2024,2024-07-30 22:44:00,0,2024-07-31T04:44:00Z,2024-07-31T04:45:02.583Z,2024-07-31T04:45:02.583Z,
PBWSl2nnyk,75,73.0,75,31.0,20.0,26.31,0,0,21June2024,2024-07-30 22:49:00,0,2024-07-31T04:49:00Z,2024-07-31T04:50:01.741Z,2024-07-31T04:50:01.741Z,
zXwLMbDJEm,75,73.0,75,29.0,18.0,26.3,0,0,21June2024,2024-07-30 22:54:00,0,2024-07-31T04:54:00Z,2024-07-31T04:55:02.059Z,2024-07-31T04:55:02.059Z,
UwYnDd3bTz,75,73.0,75,30.0,19.0,26.3,1,0,21June2024,2024-07-30 22:59:00,0,2024-07-31T04:59:00Z,2024-07-31T05:00:01.559Z,2024-07-31T05:00:01.559Z,248.0
abK8V4AJe8,74,72.0,74,32.0,21.0,26.31,0,0,21June2024,2024-07-30 23:04:00,0,2024-07-31T05:04:00Z,2024-07-31T05:05:02.199Z,2024-07-31T05:05:02.199Z,
pmzl5Lhriu,74,72.0,74,36.0,25.0,26.31,1,0,21June2024,2024-07-30 23:09:00,0,2024-07-31T05:09:00Z,2024-07-31T05:10:02.435Z,2024-07-31T05:10:02.435Z,248.0
k4Cnyx36iw,74,72.0,74,38.0,27.0,26.31,1,0,21June2024,2024-07-30 23:14:00,0,2024-07-31T05:14:00Z,2024-07-31T05:15:02.427Z,2024-07-31T05:15:02.427Z,248.0
Yuig8nbJkM,74,72.0,74,38.0,27.0,26.31,1,0,21June2024,2024-07-30 23:19:00,0,2024-07-31T05:19:00Z,2024-07-31T05:20:02.452Z,2024-07-31T05:20:02.452Z,248.0
YMJCiLfLfX,74,72.0,74,36.0,25.0,26.31,1,0,21June2024,2024-07-30 23:24:00,0,2024-07-31T05:24:00Z,2024-07-31T05:25:01.370Z,2024-07-31T05:25:01.370Z,248.0
Np7jiQIp47,74,72.0,74,36.0,25.0,26.31,1,0,21June2024,2024-07-30 23:29:00,0,2024-07-31T05:29:00Z,2024-07-31T05:30:01.905Z,2024-07-31T05:30:01.905Z,248.0
q1lIHER2Dm,74,72.0,74,35.0,24.0,26.31,1,0,21June2024,2024-07-30 23:34:00,0,2024-07-31T05:34:00Z,2024-07-31T05:35:01.705Z,2024-07-31T05:35:01.705Z,248.0
WKd4mVV9iZ,74,72.0,74,33.0,22.0,26.31,1,0,21June2024,2024-07-30 23:39:00,0,2024-07-31T05:39:00Z,2024-07-31T05:40:02.144Z,2024-07-31T05:40:02.144Z,248.0
6zMzrGBhzb,74,72.0,74,35.0,24.0,26.31,1,0,21June2024,2024-07-30 23:44:00,0,2024-07-31T05:44:00Z,2024-07-31T05:45:01.560Z,2024-07-31T05:45:01.560Z,248.0
KleA92VKDG,74,72.0,74,33.0,22.0,26.31,1,0,21June2024,2024-07-30 23:49:00,0,2024-07-31T05:49:00Z,2024-07-31T05:50:02.167Z,2024-07-31T05:50:02.167Z,248.0
yFMl0QWLaZ,74,72.0,74,33.0,22.0,26.32,0,0,21June2024,2024-07-30 23:54:00,0,2024-07-31T05:54:00Z,2024-07-31T05:55:02.240Z,2024-07-31T05:55:02.240Z,
kdmPQqYrqY,74,72.0,74,32.0,21.0,26.32,0,0,21June2024,2024-07-30 23:59:00,0,2024-07-31T05:59:00Z,2024-07-31T06:00:04.418Z,2024-07-31T06:00:04.418Z,
KHmIrW1lFl,74,72.0,74,31.0,20.0,26.31,0,0,21June2024,2024-07-31 00:04:00,0,2024-07-31T06:04:00Z,2024-07-31T06:05:02.175Z,2024-07-31T06:05:02.175Z,
ZqM930ZvyB,73,71.0,73,34.0,24.0,26.32,0,0,21June2024,2024-07-31 00:09:00,0,2024-07-31T06:09:00Z,2024-07-31T06:10:01.792Z,2024-07-31T06:10:01.792Z,
2gpHzOAIR5,73,71.0,73,32.0,22.0,26.32,0,0,21June2024,2024-07-31 00:14:00,0,2024-07-31T06:14:00Z,2024-07-31T06:15:01.589Z,2024-07-31T06:15:01.589Z,
fqo3AH93kQ,73,71.0,73,35.0,25.0,26.32,0,0,21June2024,2024-07-31 00:19:00,0,2024-07-31T06:19:00Z,2024-07-31T06:20:01.927Z,2024-07-31T06:20:01.927Z,
UGs5Tqn9yC,73,71.0,73,34.0,24.0,26.32,1,0,21June2024,2024-07-31 00:24:00,0,2024-07-31T06:24:00Z,2024-07-31T06:25:02.049Z,2024-07-31T06:25:02.049Z,248.0
iS1ilbcSBr,72,71.0,72,36.0,26.0,26.32,2,0,21June2024,2024-07-31 00:29:00,0,2024-07-31T06:29:00Z,2024-07-31T06:30:01.840Z,2024-07-31T06:30:01.840Z,248.0
0aub96Zghr,73,71.0,73,37.0,27.0,26.33,2,0,21June2024,2024-07-31 00:34:00,0,2024-07-31T06:34:00Z,2024-07-31T06:35:02.308Z,2024-07-31T06:35:02.308Z,135.0
RDi2gzBScy,73,72.0,73,34.0,24.0,26.33,2,0,21June2024,2024-07-31 00:39:00,0,2024-07-31T06:39:00Z,2024-07-31T06:40:01.828Z,2024-07-31T06:40:01.828Z,158.0
pkpAKoKNrJ,74,72.0,74,27.0,17.0,26.34,4,0,21June2024,2024-07-31 00:44:00,0,2024-07-31T06:44:00Z,2024-07-31T06:45:01.597Z,2024-07-31T06:45:01.597Z,158.0
4CGukuA9UJ,76,73.0,76,19.0,12.0,26.34,3,0,21June2024,2024-07-31 00:49:00,0,2024-07-31T06:49:00Z,2024-07-31T06:50:01.460Z,2024-07-31T06:50:01.460Z,158.0
BRfu9ki0dz,76,74.0,76,18.0,11.0,26.34,3,0,21June2024,2024-07-31 00:54:00,0,2024-07-31T06:54:00Z,2024-07-31T06:55:02.330Z,2024-07-31T06:55:02.330Z,135.0
KnJpESdckg,76,74.0,76,16.0,10.0,26.34,2,0,21June2024,2024-07-31 00:59:00,0,2024-07-31T06:59:00Z,2024-07-31T07:00:01.877Z,2024-07-31T07:00:01.877Z,135.0
JrBQrBPNpZ,77,74.0,77,14.0,9.0,26.35,1,0,21June2024,2024-07-31 01:04:00,0,2024-07-31T07:04:00Z,2024-07-31T07:05:02.236Z,2024-07-31T07:05:02.236Z,180.0
dGUU01etTn,77,74.0,77,14.0,9.0,26.35,1,0,21June2024,2024-07-31 01:09:00,0,2024-07-31T07:09:00Z,2024-07-31T07:10:01.587Z,2024-07-31T07:10:01.587Z,158.0
joSVbANUpG,76,74.0,76,13.0,9.0,26.35,1,0,21June2024,2024-07-31 01:14:00,0,2024-07-31T07:14:00Z,2024-07-31T07:15:01.977Z,2024-07-31T07:15:01.977Z,158.0
SBb6gZeTjD,76,74.0,76,16.0,10.0,26.35,2,0,21June2024,2024-07-31 01:19:00,0,2024-07-31T07:19:00Z,2024-07-31T07:20:01.943Z,2024-07-31T07:20:01.943Z,135.0
9sITBt33iy,76,74.0,76,18.0,11.0,26.35,3,0,21June2024,2024-07-31 01:24:00,0,2024-07-31T07:24:00Z,2024-07-31T07:25:01.602Z,2024-07-31T07:25:01.602Z,135.0
uIE7nJxs57,76,73.0,76,15.0,10.0,26.36,2,0,21June2024,2024-07-31 01:29:00,0,2024-07-31T07:29:00Z,2024-07-31T07:30:02.111Z,2024-07-31T07:30:02.111Z,135.0
oyVwfKkGjA,75,73.0,75,13.0,9.0,26.35,3,0,21June2024,2024-07-31 01:34:00,0,2024-07-31T07:34:00Z,2024-07-31T07:35:01.795Z,2024-07-31T07:35:01.795Z,135.0
CM08CL9gLR,75,73.0,75,13.0,9.0,26.36,3,0,21June2024,2024-07-31 01:39:00,0,2024-07-31T07:39:00Z,2024-07-31T07:40:02.570Z,2024-07-31T07:40:02.570Z,135.0
KmmFX5wA2R,75,73.0,75,13.0,9.0,26.36,3,0,21June2024,2024-07-31 01:44:00,0,2024-07-31T07:44:00Z,2024-07-31T07:45:01.934Z,2024-07-31T07:45:01.934Z,135.0
9TDIawLXTG,76,73.0,76,10.0,8.0,26.36,4,0,21June2024,2024-07-31 01:49:00,0,2024-07-31T07:49:00Z,2024-07-31T07:50:02.134Z,2024-07-31T07:50:02.134Z,135.0
lSsXZkPXK4,76,74.0,76,10.0,8.0,26.36,5,0,21June2024,2024-07-31 01:54:00,0,2024-07-31T07:54:00Z,2024-07-31T07:55:02.251Z,2024-07-31T07:55:02.251Z,135.0
Zz924cI7Pv,76,74.0,76,13.0,9.0,26.36,3,0,21June2024,2024-07-31 01:59:00,0,2024-07-31T07:59:00Z,2024-07-31T08:00:01.828Z,2024-07-31T08:00:01.828Z,158.0
TSOji6EKFc,75,73.0,75,15.0,10.0,26.36,3,0,21June2024,2024-07-31 02:04:00,0,2024-07-31T08:04:00Z,2024-07-31T08:05:01.485Z,2024-07-31T08:05:01.485Z,135.0
84m0WF5j6X,75,72.0,75,21.0,13.0,26.36,3,0,21June2024,2024-07-31 02:09:00,0,2024-07-31T08:09:00Z,2024-07-31T08:10:02.322Z,2024-07-31T08:10:02.322Z,135.0
XQmgiKIe5q,75,73.0,75,22.0,14.0,26.36,5,0,21June2024,2024-07-31 02:14:00,0,2024-07-31T08:14:00Z,2024-07-31T08:15:02.262Z,2024-07-31T08:15:02.262Z,135.0
SQGhbr1Lby,75,72.0,75,17.0,11.0,26.36,2,0,21June2024,2024-07-31 02:19:00,0,2024-07-31T08:19:00Z,2024-07-31T08:20:01.694Z,2024-07-31T08:20:01.694Z,225.0
a4iOw4rvQh,75,72.0,75,17.0,11.0,26.36,3,0,21June2024,2024-07-31 02:24:00,0,2024-07-31T08:24:00Z,2024-07-31T08:25:02.273Z,2024-07-31T08:25:02.273Z,180.0
zSsj5vdLEb,75,72.0,75,19.0,12.0,26.36,3,0,21June2024,2024-07-31 02:29:00,0,2024-07-31T08:29:00Z,2024-07-31T08:30:01.981Z,2024-07-31T08:30:01.981Z,135.0
4WZAX2xKBm,75,72.0,75,12.0,9.0,26.37,2,0,21June2024,2024-07-31 02:34:00,0,2024-07-31T08:34:00Z,2024-07-31T08:35:02.310Z,2024-07-31T08:35:02.310Z,135.0
Pr859Wd8Yg,75,72.0,75,17.0,11.0,26.37,2,0,21June2024,2024-07-31 02:39:00,0,2024-07-31T08:39:00Z,2024-07-31T08:40:01.972Z,2024-07-31T08:40:01.972Z,112.0
dyEY62Irs2,74,72.0,74,17.0,11.0,26.37,3,0,21June2024,2024-07-31 02:44:00,0,2024-07-31T08:44:00Z,2024-07-31T08:45:02.618Z,2024-07-31T08:45:02.618Z,158.0
B5JCw72Q3e,75,72.0,75,14.0,10.0,26.37,3,0,21June2024,2024-07-31 02:49:00,0,2024-07-31T08:49:00Z,2024-07-31T08:50:01.782Z,2024-07-31T08:50:01.782Z,158.0
K9YabHZnTn,75,72.0,75,14.0,10.0,26.37,4,0,21June2024,2024-07-31 02:54:00,0,2024-07-31T08:54:00Z,2024-07-31T08:55:02.264Z,2024-07-31T08:55:02.264Z,158.0
QAworxCC3J,75,72.0,75,14.0,10.0,26.37,4,0,21June2024,2024-07-31 02:59:00,0,2024-07-31T08:59:00Z,2024-07-31T09:00:01.955Z,2024-07-31T09:00:01.955Z,158.0
T8zRD4GEoK,74,72.0,74,16.0,11.0,26.37,3,0,21June2024,2024-07-31 03:04:00,0,2024-07-31T09:04:00Z,2024-07-31T09:05:01.876Z,2024-07-31T09:05:01.876Z,135.0
koai02oekY,74,72.0,74,16.0,11.0,26.37,3,0,21June2024,2024-07-31 03:09:00,0,2024-07-31T09:09:00Z,2024-07-31T09:10:02.312Z,2024-07-31T09:10:02.312Z,135.0
AWShdoalxb,74,72.0,74,14.0,10.0,26.37,3,0,21June2024,2024-07-31 03:14:00,0,2024-07-31T09:14:00Z,2024-07-31T09:15:01.645Z,2024-07-31T09:15:01.645Z,248.0
dBAi2JJkrl,74,71.0,74,16.0,11.0,26.37,3,0,21June2024,2024-07-31 03:19:00,0,2024-07-31T09:19:00Z,2024-07-31T09:20:02.392Z,2024-07-31T09:20:02.392Z,270.0
TIBHHlY1ik,73,71.0,73,18.0,12.0,26.37,3,0,21June2024,2024-07-31 03:24:00,0,2024-07-31T09:24:00Z,2024-07-31T09:25:01.887Z,2024-07-31T09:25:01.887Z,270.0
AzbxZCLDSW,72,70.0,72,22.0,15.0,26.37,3,0,21June2024,2024-07-31 03:29:00,0,2024-07-31T09:29:00Z,2024-07-31T09:30:02.947Z,2024-07-31T09:30:02.947Z,248.0
FfzrAlHX9L,72,69.0,72,22.0,15.0,26.38,0,0,21June2024,2024-07-31 03:34:00,0,2024-07-31T09:34:00Z,2024-07-31T09:35:01.481Z,2024-07-31T09:35:01.481Z,
THp3QAiPY1,71,68.0,71,21.0,15.0,26.38,1,0,21June2024,2024-07-31 03:39:00,0,2024-07-31T09:39:00Z,2024-07-31T09:40:02.172Z,2024-07-31T09:40:02.172Z,270.0
Ef8TpnGJy7,71,69.0,71,20.0,14.0,26.38,2,0,21June2024,2024-07-31 03:44:00,0,2024-07-31T09:44:00Z,2024-07-31T09:45:02.266Z,2024-07-31T09:45:02.266Z,158.0
bXFkQUYfdS,71,69.0,71,20.0,14.0,26.38,1,0,21June2024,2024-07-31 03:49:00,0,2024-07-31T09:49:00Z,2024-07-31T09:50:01.741Z,2024-07-31T09:50:01.741Z,135.0
qxAmMmKXdf,71,69.0,71,23.0,16.0,26.38,0,0,21June2024,2024-07-31 03:54:00,0,2024-07-31T09:54:00Z,2024-07-31T09:55:02.000Z,2024-07-31T09:55:02.000Z,
JALRU6bnqR,71,68.0,71,24.0,17.0,26.38,2,0,21June2024,2024-07-31 03:59:00,0,2024-07-31T09:59:00Z,2024-07-31T10:00:01.727Z,2024-07-31T10:00:01.727Z,180.0
cKJc8WNJEK,71,68.0,71,22.0,16.0,26.38,1,0,21June2024,2024-07-31 04:04:00,0,2024-07-31T10:04:00Z,2024-07-31T10:05:02.023Z,2024-07-31T10:05:02.023Z,158.0
C8r7Khy1OB,71,69.0,71,21.0,15.0,26.38,1,0,21June2024,2024-07-31 04:09:00,0,2024-07-31T10:09:00Z,2024-07-31T10:10:02.324Z,2024-07-31T10:10:02.324Z,158.0
j4jl9osflk,71,69.0,71,23.0,16.0,26.38,2,0,21June2024,2024-07-31 04:14:00,0,2024-07-31T10:14:00Z,2024-07-31T10:15:01.941Z,2024-07-31T10:15:01.941Z,180.0
FyFaXfR9I1,71,69.0,71,21.0,15.0,26.38,1,0,21June2024,2024-07-31 04:19:00,0,2024-07-31T10:19:00Z,2024-07-31T10:20:02.353Z,2024-07-31T10:20:02.353Z,112.0
crF848JpoM,71,69.0,71,21.0,15.0,26.38,1,0,21June2024,2024-07-31 04:24:00,0,2024-07-31T10:24:00Z,2024-07-31T10:25:01.717Z,2024-07-31T10:25:01.717Z,135.0
m00wBHP2hy,71,69.0,71,21.0,15.0,26.38,1,0,21June2024,2024-07-31 04:29:00,0,2024-07-31T10:29:00Z,2024-07-31T10:30:02.289Z,2024-07-31T10:30:02.289Z,135.0
is4wGXrGuy,70,68.0,70,22.0,16.0,26.38,1,0,21June2024,2024-07-31 04:34:00,0,2024-07-31T10:34:00Z,2024-07-31T10:35:02.337Z,2024-07-31T10:35:02.337Z,158.0
hu2a0MmIO6,70,68.0,70,22.0,16.0,26.38,1,0,21June2024,2024-07-31 04:39:00,0,2024-07-31T10:39:00Z,2024-07-31T10:40:01.945Z,2024-07-31T10:40:01.945Z,158.0
