objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
ybFr409kCR,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:00:02.195Z,2024-08-26T00:00:02.195Z
Aw5uE3fr6U,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:05:02.439Z,2024-08-26T00:05:02.439Z
JOZm6Tv3w1,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:10:01.603Z,2024-08-26T00:10:01.603Z
z7Sx5iX1fa,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:15:01.895Z,2024-08-26T00:15:01.895Z
pHZToeGB79,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:20:02.208Z,2024-08-26T00:20:02.208Z
4DyAA31PBc,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:25:01.454Z,2024-08-26T00:25:01.454Z
lFIi0bIEoI,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:30:01.872Z,2024-08-26T00:30:01.872Z
irZtjOfUdw,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:35:01.449Z,2024-08-26T00:35:01.449Z
QT3PfDxOHV,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:40:02.224Z,2024-08-26T00:40:02.224Z
MKLE1JHfAt,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:45:01.780Z,2024-08-26T00:45:01.780Z
O6rJo1pxdV,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:50:02.285Z,2024-08-26T00:50:02.285Z
SOA1eV7Lf9,79,78,79,39,24,26.53,315.0,5,0,21June2024,2024-08-25 17:59:00,54,2024-08-25T23:59:00Z,2024-08-26T00:55:10.988Z,2024-08-26T00:55:10.988Z
3DmSembsDI,78,77,78,52,41,26.58,90.0,1,0,21June2024,2024-08-26 13:32:00,383,2024-08-26T19:32:00Z,2024-08-26T20:00:02.150Z,2024-08-26T20:00:02.150Z
IrPd2g8lau,78,77,78,52,40,26.57,135.0,1,0,21June2024,2024-08-26 13:47:00,306,2024-08-26T19:47:00Z,2024-08-26T20:15:02.141Z,2024-08-26T20:15:02.141Z
YUtvKr7L4z,78,78,78,51,38,26.57,315.0,2,0,21June2024,2024-08-26 13:52:00,295,2024-08-26T19:52:00Z,2024-08-26T20:20:02.283Z,2024-08-26T20:20:02.283Z
zeqttosyxh,78,77,78,52,40,26.57,22.0,1,0,21June2024,2024-08-26 13:57:00,336,2024-08-26T19:57:00Z,2024-08-26T20:25:02.065Z,2024-08-26T20:25:02.065Z
Xmpd7fdBGT,79,78,79,51,38,26.57,315.0,2,0,21June2024,2024-08-26 14:02:00,779,2024-08-26T20:02:00Z,2024-08-26T20:30:01.629Z,2024-08-26T20:30:01.629Z
pKikFyYwAT,80,80,80,52,37,26.57,112.0,1,0,21June2024,2024-08-26 14:07:00,622,2024-08-26T20:07:00Z,2024-08-26T20:35:01.642Z,2024-08-26T20:35:01.642Z
WXknPbrAGZ,80,79,80,53,39,26.58,270.0,2,0,21June2024,2024-08-26 14:12:00,330,2024-08-26T20:12:00Z,2024-08-26T20:40:02.222Z,2024-08-26T20:40:02.222Z
7VLQoXXN0w,79,79,79,51,37,26.57,225.0,1,0,21June2024,2024-08-26 14:17:00,304,2024-08-26T20:17:00Z,2024-08-26T20:45:01.700Z,2024-08-26T20:45:01.700Z
sx6XtM5iGe,79,78,79,50,37,26.57,,0,0,21June2024,2024-08-26 14:22:00,299,2024-08-26T20:22:00Z,2024-08-26T20:50:01.954Z,2024-08-26T20:50:01.954Z
