objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
oc5X7ONeMw,79,77,79,37,22,26.5,112.0,1,0,21June2024,2024-08-29 17:59:00,63,2024-08-29T23:59:00Z,2024-08-30T00:00:01.736Z,2024-08-30T00:00:01.736Z
ax7d4IcaKB,79,77,79,37,22,26.5,112.0,1,0,21June2024,2024-08-29 18:04:00,62,2024-08-30T00:04:00Z,2024-08-30T00:05:01.859Z,2024-08-30T00:05:01.859Z
Nmr26xVYCq,79,77,79,37,22,26.5,112.0,1,0,21June2024,2024-08-29 18:09:00,60,2024-08-30T00:09:00Z,2024-08-30T00:10:01.455Z,2024-08-30T00:10:01.455Z
joGPMmceiS,78,77,78,39,24,26.51,135.0,1,0,21June2024,2024-08-29 18:14:00,58,2024-08-30T00:14:00Z,2024-08-30T00:15:01.434Z,2024-08-30T00:15:01.434Z
bKHp2RSrw2,78,77,78,36,22,26.5,,0,0,21June2024,2024-08-29 18:19:00,54,2024-08-30T00:19:00Z,2024-08-30T00:20:02.177Z,2024-08-30T00:20:02.177Z
8HHqbqdO9B,78,77,78,39,24,26.51,68.0,2,0,21June2024,2024-08-29 18:24:00,51,2024-08-30T00:24:00Z,2024-08-30T00:25:01.532Z,2024-08-30T00:25:01.532Z
IwigFSHSwn,78,76,78,38,24,26.51,112.0,2,0,21June2024,2024-08-29 18:29:00,40,2024-08-30T00:29:00Z,2024-08-30T00:30:02.111Z,2024-08-30T00:30:02.111Z
T5TpjHRJoA,77,76,77,39,25,26.51,,0,0,21June2024,2024-08-29 18:34:00,30,2024-08-30T00:34:00Z,2024-08-30T00:35:01.454Z,2024-08-30T00:35:01.454Z
fAH1proXHB,77,76,77,37,24,26.51,112.0,1,0,21June2024,2024-08-29 18:39:00,35,2024-08-30T00:39:00Z,2024-08-30T00:40:02.127Z,2024-08-30T00:40:02.127Z
uBYuBKA7aa,77,75,77,38,25,26.51,112.0,1,0,21June2024,2024-08-29 18:44:00,40,2024-08-30T00:44:00Z,2024-08-30T00:45:01.493Z,2024-08-30T00:45:01.493Z
sttDYSxtFo,77,76,77,39,25,26.52,112.0,1,0,21June2024,2024-08-29 18:49:00,28,2024-08-30T00:49:00Z,2024-08-30T00:50:01.581Z,2024-08-30T00:50:01.581Z
FE7kFyUiEb,77,76,77,39,25,26.52,,0,0,21June2024,2024-08-29 18:54:00,21,2024-08-30T00:54:00Z,2024-08-30T00:55:02.089Z,2024-08-30T00:55:02.089Z
kRenqFDMzA,77,75,77,38,25,26.52,,0,0,21June2024,2024-08-29 18:59:00,18,2024-08-30T00:59:00Z,2024-08-30T01:00:02.098Z,2024-08-30T01:00:02.098Z
SRPnWa32vG,76,74,76,40,28,26.52,,0,0,21June2024,2024-08-29 19:04:00,16,2024-08-30T01:04:00Z,2024-08-30T01:05:02.211Z,2024-08-30T01:05:02.211Z
QBVv1Xe4D9,75,73,75,41,29,26.52,,0,0,21June2024,2024-08-29 19:09:00,14,2024-08-30T01:09:00Z,2024-08-30T01:10:01.541Z,2024-08-30T01:10:01.541Z
PNDFEpcAiF,75,73,75,40,29,26.52,,0,0,21June2024,2024-08-29 19:14:00,14,2024-08-30T01:14:00Z,2024-08-30T01:15:01.675Z,2024-08-30T01:15:01.675Z
zUlFlGgn6h,74,73,74,42,31,26.52,,0,0,21June2024,2024-08-29 19:19:00,11,2024-08-30T01:19:00Z,2024-08-30T01:20:01.652Z,2024-08-30T01:20:01.652Z
LB6xonqbkH,74,72,74,41,31,26.53,,0,0,21June2024,2024-08-29 19:24:00,9,2024-08-30T01:24:00Z,2024-08-30T01:25:02.377Z,2024-08-30T01:25:02.377Z
psYP0YrbPX,74,72,74,42,32,26.53,112.0,1,0,21June2024,2024-08-29 19:29:00,5,2024-08-30T01:29:00Z,2024-08-30T01:30:01.855Z,2024-08-30T01:30:01.855Z
AyPpQRUjkO,74,72,74,42,32,26.54,,0,0,21June2024,2024-08-29 19:34:00,0,2024-08-30T01:34:00Z,2024-08-30T01:35:01.719Z,2024-08-30T01:35:01.719Z
HU1QOBIjPL,73,72,73,42,32,26.54,135.0,1,0,21June2024,2024-08-29 19:39:00,0,2024-08-30T01:39:00Z,2024-08-30T01:40:02.289Z,2024-08-30T01:40:02.289Z
uCUuwf67Pd,73,71,73,42,33,26.54,,0,0,21June2024,2024-08-29 19:44:00,0,2024-08-30T01:44:00Z,2024-08-30T01:45:01.921Z,2024-08-30T01:45:01.921Z
Jymsm6butd,73,71,73,43,35,26.54,135.0,1,0,21June2024,2024-08-29 19:49:00,0,2024-08-30T01:49:00Z,2024-08-30T01:50:01.701Z,2024-08-30T01:50:01.701Z
GGdFnL8eRV,72,71,72,43,35,26.55,135.0,1,0,21June2024,2024-08-29 19:54:00,0,2024-08-30T01:54:00Z,2024-08-30T01:55:01.970Z,2024-08-30T01:55:01.970Z
qrtwzBMGg4,72,70,72,43,36,26.55,135.0,1,0,21June2024,2024-08-29 19:59:00,0,2024-08-30T01:59:00Z,2024-08-30T02:00:01.491Z,2024-08-30T02:00:01.491Z
dav2VKGTUS,71,70,71,44,37,26.55,,0,0,21June2024,2024-08-29 20:04:00,0,2024-08-30T02:04:00Z,2024-08-30T02:05:02.203Z,2024-08-30T02:05:02.203Z
s2ZGDzJESi,71,70,71,44,37,26.56,,0,0,21June2024,2024-08-29 20:09:00,0,2024-08-30T02:09:00Z,2024-08-30T02:10:02.132Z,2024-08-30T02:10:02.132Z
HpihVmvPft,71,69,71,44,38,26.56,135.0,1,0,21June2024,2024-08-29 20:14:00,0,2024-08-30T02:14:00Z,2024-08-30T02:15:01.795Z,2024-08-30T02:15:01.795Z
n97SSDdU19,70,69,70,44,38,26.57,112.0,1,0,21June2024,2024-08-29 20:19:00,0,2024-08-30T02:19:00Z,2024-08-30T02:20:02.067Z,2024-08-30T02:20:02.067Z
c5xAZzDhD0,70,70,70,44,39,26.57,112.0,1,0,21June2024,2024-08-29 20:24:00,0,2024-08-30T02:24:00Z,2024-08-30T02:25:02.037Z,2024-08-30T02:25:02.037Z
uqpofjrdQj,70,70,70,43,38,26.57,,0,0,21June2024,2024-08-29 20:29:00,0,2024-08-30T02:29:00Z,2024-08-30T02:30:01.615Z,2024-08-30T02:30:01.615Z
m27Jqqu32X,70,70,70,43,39,26.58,,0,0,21June2024,2024-08-29 20:34:00,0,2024-08-30T02:34:00Z,2024-08-30T02:35:02.088Z,2024-08-30T02:35:02.088Z
oBYRW4RRLW,69,69,69,44,41,26.59,112.0,1,0,21June2024,2024-08-29 20:39:00,0,2024-08-30T02:39:00Z,2024-08-30T02:40:01.583Z,2024-08-30T02:40:01.583Z
SdeU09KjD1,69,69,69,44,41,26.59,,0,0,21June2024,2024-08-29 20:44:00,0,2024-08-30T02:44:00Z,2024-08-30T02:45:02.303Z,2024-08-30T02:45:02.303Z
PqsfQYFog7,68,68,68,44,42,26.59,,0,0,21June2024,2024-08-29 20:49:00,0,2024-08-30T02:49:00Z,2024-08-30T02:50:01.489Z,2024-08-30T02:50:01.489Z
tHfmjfkofG,68,68,68,44,42,26.6,,0,0,21June2024,2024-08-29 20:54:00,0,2024-08-30T02:54:00Z,2024-08-30T02:55:02.270Z,2024-08-30T02:55:02.270Z
tlXsJedNjp,68,68,68,44,42,26.6,,0,0,21June2024,2024-08-29 20:59:00,0,2024-08-30T02:59:00Z,2024-08-30T03:00:01.838Z,2024-08-30T03:00:01.838Z
ZtlTBNI3t7,68,68,68,44,43,26.6,,0,0,21June2024,2024-08-29 21:04:00,0,2024-08-30T03:04:00Z,2024-08-30T03:05:01.957Z,2024-08-30T03:05:01.957Z
1mv1UWzUF4,68,68,68,44,42,26.61,,0,0,21June2024,2024-08-29 21:09:00,0,2024-08-30T03:09:00Z,2024-08-30T03:10:01.773Z,2024-08-30T03:10:01.773Z
w1G1msoSLB,68,68,68,44,42,26.61,,0,0,21June2024,2024-08-29 21:14:00,0,2024-08-30T03:14:00Z,2024-08-30T03:15:01.644Z,2024-08-30T03:15:01.644Z
R6PCfjeEGP,68,68,68,44,42,26.61,,0,0,21June2024,2024-08-29 21:19:00,0,2024-08-30T03:19:00Z,2024-08-30T03:20:01.869Z,2024-08-30T03:20:01.869Z
kXngxhELrg,68,68,68,44,43,26.61,,0,0,21June2024,2024-08-29 21:24:00,0,2024-08-30T03:24:00Z,2024-08-30T03:25:02.017Z,2024-08-30T03:25:02.017Z
qKENRABsxO,67,67,67,44,43,26.61,,0,0,21June2024,2024-08-29 21:29:00,0,2024-08-30T03:29:00Z,2024-08-30T03:30:01.543Z,2024-08-30T03:30:01.543Z
yNesVcePw6,67,67,67,44,43,26.62,,0,0,21June2024,2024-08-29 21:34:00,0,2024-08-30T03:34:00Z,2024-08-30T03:35:01.481Z,2024-08-30T03:35:01.481Z
heGIcapL56,67,67,67,43,43,26.62,,0,0,21June2024,2024-08-29 21:39:00,0,2024-08-30T03:39:00Z,2024-08-30T03:40:02.074Z,2024-08-30T03:40:02.074Z
ZBmggKj8Fa,66,66,66,44,45,26.62,,0,0,21June2024,2024-08-29 21:44:00,0,2024-08-30T03:44:00Z,2024-08-30T03:45:01.635Z,2024-08-30T03:45:01.635Z
zmNiMZ8STv,66,66,66,44,46,26.62,,0,0,21June2024,2024-08-29 21:49:00,0,2024-08-30T03:49:00Z,2024-08-30T03:50:01.429Z,2024-08-30T03:50:01.429Z
Hzy6ZsCpaR,65,65,65,44,46,26.62,,0,0,21June2024,2024-08-29 21:54:00,0,2024-08-30T03:54:00Z,2024-08-30T03:55:01.808Z,2024-08-30T03:55:01.808Z
GXWyz77iL9,65,65,65,45,48,26.63,,0,0,21June2024,2024-08-29 21:59:00,0,2024-08-30T03:59:00Z,2024-08-30T04:00:02.411Z,2024-08-30T04:00:02.411Z
spoaDJJC6r,65,65,65,44,48,26.63,,0,0,21June2024,2024-08-29 22:04:00,0,2024-08-30T04:04:00Z,2024-08-30T04:05:02.120Z,2024-08-30T04:05:02.120Z
XQz85zfGRw,64,64,64,44,49,26.64,,0,0,21June2024,2024-08-29 22:09:00,0,2024-08-30T04:09:00Z,2024-08-30T04:10:02.239Z,2024-08-30T04:10:02.239Z
