objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt,winddir
6McgdC8LOG,61,61,61,54,77,26.6,0,0.0,21June2024,2024-08-08 17:59:00,14,2024-08-08T23:59:00Z,2024-08-09T00:00:02.155Z,2024-08-09T00:00:02.155Z,
99uHoUdSkK,62,62,62,54,77,26.6,0,0.0,21June2024,2024-08-08 18:04:00,14,2024-08-09T00:04:00Z,2024-08-09T00:05:01.784Z,2024-08-09T00:05:01.784Z,
cYkyFRkojp,62,62,62,54,76,26.6,0,0.0,21June2024,2024-08-08 18:09:00,12,2024-08-09T00:09:00Z,2024-08-09T00:10:02.281Z,2024-08-09T00:10:02.281Z,
CfLv1I5ef1,62,62,62,54,77,26.6,0,0.0,21June2024,2024-08-08 18:14:00,11,2024-08-09T00:14:00Z,2024-08-09T00:15:02.759Z,2024-08-09T00:15:02.759Z,
6JiUj8a24D,62,62,62,54,77,26.61,0,0.0,21June2024,2024-08-08 18:19:00,11,2024-08-09T00:19:00Z,2024-08-09T00:20:01.563Z,2024-08-09T00:20:01.563Z,
u9C2WHvgMq,62,62,62,54,77,26.6,0,0.0,21June2024,2024-08-08 18:24:00,7,2024-08-09T00:24:00Z,2024-08-09T00:25:01.448Z,2024-08-09T00:25:01.448Z,
ICbtBndEof,62,62,62,54,76,26.6,0,0.0,21June2024,2024-08-08 18:29:00,7,2024-08-09T00:29:00Z,2024-08-09T00:30:02.215Z,2024-08-09T00:30:02.215Z,
suvbAOtVmg,61,61,61,54,77,26.6,0,0.0,21June2024,2024-08-08 18:34:00,7,2024-08-09T00:34:00Z,2024-08-09T00:35:02.430Z,2024-08-09T00:35:02.430Z,
TJsLZXLIFs,61,61,61,54,78,26.61,0,0.0,21June2024,2024-08-08 18:39:00,9,2024-08-09T00:39:00Z,2024-08-09T00:40:02.095Z,2024-08-09T00:40:02.095Z,
AbC4D8WwaW,61,61,61,55,78,26.61,0,0.01,21June2024,2024-08-08 18:44:00,9,2024-08-09T00:44:00Z,2024-08-09T00:45:02.265Z,2024-08-09T00:45:02.265Z,
4ZjqcgLq2v,61,61,61,54,78,26.61,0,0.01,21June2024,2024-08-08 18:49:00,12,2024-08-09T00:49:00Z,2024-08-09T00:50:01.544Z,2024-08-09T00:50:01.544Z,
m1WU8Y7sSm,61,61,61,54,79,26.61,0,0.01,21June2024,2024-08-08 18:54:00,12,2024-08-09T00:54:00Z,2024-08-09T00:55:02.872Z,2024-08-09T00:55:02.872Z,
GvzS79ZXHx,61,61,61,54,79,26.61,0,0.01,21June2024,2024-08-08 18:59:00,11,2024-08-09T00:59:00Z,2024-08-09T01:00:02.558Z,2024-08-09T01:00:02.558Z,
LdRFwf6Ehm,61,61,61,54,80,26.62,0,0.01,21June2024,2024-08-08 19:04:00,7,2024-08-09T01:04:00Z,2024-08-09T01:05:02.339Z,2024-08-09T01:05:02.339Z,
HpklUFidAy,60,60,60,54,80,26.61,0,0.02,21June2024,2024-08-08 19:09:00,5,2024-08-09T01:09:00Z,2024-08-09T01:10:01.553Z,2024-08-09T01:10:01.553Z,
qHrp8uA4B3,61,61,61,54,80,26.61,0,0.02,21June2024,2024-08-08 19:14:00,11,2024-08-09T01:14:00Z,2024-08-09T01:15:01.647Z,2024-08-09T01:15:01.647Z,
kEeSv7Lpy4,61,61,61,54,80,26.61,0,0.02,21June2024,2024-08-08 19:19:00,6,2024-08-09T01:19:00Z,2024-08-09T01:20:02.044Z,2024-08-09T01:20:02.044Z,
yZkzirhNs6,61,61,61,54,80,26.61,0,0.02,21June2024,2024-08-08 19:24:00,0,2024-08-09T01:24:00Z,2024-08-09T01:25:02.290Z,2024-08-09T01:25:02.290Z,
0BBCsaTeM8,61,61,61,54,80,26.61,0,0.02,21June2024,2024-08-08 19:29:00,0,2024-08-09T01:29:00Z,2024-08-09T01:30:02.044Z,2024-08-09T01:30:02.044Z,
tIpMEEbpQS,60,60,60,54,80,26.61,0,0.02,21June2024,2024-08-08 19:34:00,0,2024-08-09T01:34:00Z,2024-08-09T01:35:02.802Z,2024-08-09T01:35:02.802Z,
YWkpgje3DT,60,60,60,54,80,26.61,1,0.02,21June2024,2024-08-08 19:39:00,0,2024-08-09T01:39:00Z,2024-08-09T01:40:02.360Z,2024-08-09T01:40:02.360Z,112.0
UaO1Eq2OAN,60,60,60,54,81,26.61,0,0.01,21June2024,2024-08-08 19:44:00,0,2024-08-09T01:44:00Z,2024-08-09T01:45:02.116Z,2024-08-09T01:45:02.116Z,
