objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
2yvtDThv7W,82,80,82,43,25,26.42,315.0,3,0,21June2024,2024-08-24 17:59:00,151,2024-08-24T23:59:00Z,2024-08-25T00:00:01.745Z,2024-08-25T00:00:01.745Z
gExWyNeADL,82,80,82,43,25,26.42,315.0,3,0,21June2024,2024-08-24 18:04:00,111,2024-08-25T00:04:00Z,2024-08-25T00:05:01.753Z,2024-08-25T00:05:01.753Z
2EmPKmdVN1,82,80,82,43,25,26.42,338.0,3,0,21June2024,2024-08-24 18:09:00,90,2024-08-25T00:09:00Z,2024-08-25T00:10:01.614Z,2024-08-25T00:10:01.614Z
dxEuZtlVH2,82,80,82,42,24,26.42,0.0,1,0,21June2024,2024-08-24 18:14:00,104,2024-08-25T00:14:00Z,2024-08-25T00:15:02.166Z,2024-08-25T00:15:02.166Z
rUCpE24Uqn,82,80,82,42,24,26.42,292.0,3,0,21June2024,2024-08-24 18:19:00,91,2024-08-25T00:19:00Z,2024-08-25T00:20:01.862Z,2024-08-25T00:20:01.862Z
8KiHmjlVaK,82,80,82,41,24,26.41,22.0,2,0,21June2024,2024-08-24 18:24:00,86,2024-08-25T00:24:00Z,2024-08-25T00:25:01.864Z,2024-08-25T00:25:01.864Z
hGKaZAqEUU,82,80,82,42,25,26.42,0.0,2,0,21June2024,2024-08-24 18:29:00,76,2024-08-25T00:29:00Z,2024-08-25T00:30:02.425Z,2024-08-25T00:30:02.425Z
nW3FNAF0Np,82,80,82,42,25,26.41,338.0,2,0,21June2024,2024-08-24 18:34:00,77,2024-08-25T00:34:00Z,2024-08-25T00:35:02.241Z,2024-08-25T00:35:02.241Z
jN4bDcOsXG,82,80,82,43,26,26.41,315.0,2,0,21June2024,2024-08-24 18:39:00,74,2024-08-25T00:39:00Z,2024-08-25T00:40:01.719Z,2024-08-25T00:40:01.719Z
JzL2wqu4Cb,82,80,82,44,26,26.41,315.0,1,0,21June2024,2024-08-24 18:44:00,54,2024-08-25T00:44:00Z,2024-08-25T00:45:01.738Z,2024-08-25T00:45:01.738Z
fVup976LhV,81,80,81,43,26,26.41,,0,0,21June2024,2024-08-24 18:49:00,42,2024-08-25T00:49:00Z,2024-08-25T00:50:01.937Z,2024-08-25T00:50:01.937Z
8iiVsnxBed,81,80,81,43,26,26.41,315.0,1,0,21June2024,2024-08-24 18:54:00,29,2024-08-25T00:54:00Z,2024-08-25T00:55:02.168Z,2024-08-25T00:55:02.168Z
AiBLB7jZnm,81,80,81,43,26,26.4,315.0,1,0,21June2024,2024-08-24 18:59:00,21,2024-08-25T00:59:00Z,2024-08-25T01:00:01.867Z,2024-08-25T01:00:01.867Z
85BRUtUiRl,81,80,81,43,26,26.4,315.0,1,0,21June2024,2024-08-24 19:04:00,21,2024-08-25T01:04:00Z,2024-08-25T01:05:01.557Z,2024-08-25T01:05:01.557Z
dNurUAuLxY,81,80,81,42,25,26.4,315.0,2,0,21June2024,2024-08-24 19:09:00,51,2024-08-25T01:09:00Z,2024-08-25T01:10:02.284Z,2024-08-25T01:10:02.284Z
czcsT4DYRC,81,80,81,43,26,26.4,315.0,2,0,21June2024,2024-08-24 19:14:00,30,2024-08-25T01:14:00Z,2024-08-25T01:15:02.081Z,2024-08-25T01:15:02.081Z
BaQefdxDfK,81,80,81,43,26,26.4,315.0,1,0,21June2024,2024-08-24 19:19:00,16,2024-08-25T01:19:00Z,2024-08-25T01:20:01.918Z,2024-08-25T01:20:01.918Z
VbNGHIzAjq,81,79,81,42,26,26.41,,0,0,21June2024,2024-08-24 19:24:00,30,2024-08-25T01:24:00Z,2024-08-25T01:25:02.352Z,2024-08-25T01:25:02.352Z
PpngigiDUp,81,79,81,42,26,26.4,315.0,1,0,21June2024,2024-08-24 19:29:00,12,2024-08-25T01:29:00Z,2024-08-25T01:30:01.879Z,2024-08-25T01:30:01.879Z
r4sivXbm4v,80,79,80,43,27,26.4,,0,0,21June2024,2024-08-24 19:34:00,7,2024-08-25T01:34:00Z,2024-08-25T01:35:01.982Z,2024-08-25T01:35:01.982Z
niND2GF24F,79,78,79,46,32,26.4,,0,0,21June2024,2024-08-24 19:39:00,5,2024-08-25T01:39:00Z,2024-08-25T01:40:01.673Z,2024-08-25T01:40:01.673Z
6xCg8GuC07,77,76,77,46,33,26.41,,0,0,21June2024,2024-08-24 19:44:00,5,2024-08-25T01:44:00Z,2024-08-25T01:45:02.141Z,2024-08-25T01:45:02.141Z
PAfWkdLrUK,77,76,77,46,34,26.41,,0,0,21June2024,2024-08-24 19:49:00,0,2024-08-25T01:49:00Z,2024-08-25T01:50:02.339Z,2024-08-25T01:50:02.339Z
y6D4T59nQS,76,75,76,48,37,26.41,,0,0,21June2024,2024-08-24 19:54:00,0,2024-08-25T01:54:00Z,2024-08-25T01:55:02.030Z,2024-08-25T01:55:02.030Z
iNLAA3rj5O,76,75,76,48,38,26.42,,0,0,21June2024,2024-08-24 19:59:00,0,2024-08-25T01:59:00Z,2024-08-25T02:00:01.850Z,2024-08-25T02:00:01.850Z
D0fdl2PPBB,75,74,75,47,37,26.42,,0,0,21June2024,2024-08-24 20:04:00,0,2024-08-25T02:04:00Z,2024-08-25T02:05:02.254Z,2024-08-25T02:05:02.254Z
DCPgr2Wi5N,75,74,75,48,39,26.42,,0,0,21June2024,2024-08-24 20:09:00,0,2024-08-25T02:09:00Z,2024-08-25T02:10:01.743Z,2024-08-25T02:10:01.743Z
LY0GSNv81a,73,72,73,49,42,26.42,,0,0,21June2024,2024-08-24 20:14:00,0,2024-08-25T02:14:00Z,2024-08-25T02:15:01.662Z,2024-08-25T02:15:01.662Z
h24w4QtzFK,73,72,73,48,41,26.42,,0,0,21June2024,2024-08-24 20:19:00,0,2024-08-25T02:19:00Z,2024-08-25T02:20:01.880Z,2024-08-25T02:20:01.880Z
03rqDGhbul,73,72,73,49,42,26.42,,0,0,21June2024,2024-08-24 20:24:00,0,2024-08-25T02:24:00Z,2024-08-25T02:25:01.527Z,2024-08-25T02:25:01.527Z
qOY3DRpgKP,73,72,73,50,44,26.43,,0,0,21June2024,2024-08-24 20:29:00,0,2024-08-25T02:29:00Z,2024-08-25T02:30:02.066Z,2024-08-25T02:30:02.066Z
efVVCNscdq,73,72,73,49,43,26.42,,0,0,21June2024,2024-08-24 20:34:00,0,2024-08-25T02:34:00Z,2024-08-25T02:35:02.404Z,2024-08-25T02:35:02.404Z
WerDFxyybN,73,72,73,49,43,26.43,,0,0,21June2024,2024-08-24 20:39:00,0,2024-08-25T02:39:00Z,2024-08-25T02:40:01.882Z,2024-08-25T02:40:01.882Z
iDT1v3v5qA,73,72,73,49,43,26.43,,0,0,21June2024,2024-08-24 20:44:00,0,2024-08-25T02:44:00Z,2024-08-25T02:45:01.626Z,2024-08-25T02:45:01.626Z
5Dzykw9Hen,73,72,73,50,44,26.43,,0,0,21June2024,2024-08-24 20:49:00,0,2024-08-25T02:49:00Z,2024-08-25T02:50:01.870Z,2024-08-25T02:50:01.870Z
yH2nGMcEaY,72,71,72,49,44,26.43,,0,0,21June2024,2024-08-24 20:54:00,0,2024-08-25T02:54:00Z,2024-08-25T02:55:01.897Z,2024-08-25T02:55:01.897Z
wdm4jxWpGi,72,71,72,50,46,26.43,,0,0,21June2024,2024-08-24 20:59:00,0,2024-08-25T02:59:00Z,2024-08-25T03:00:02.944Z,2024-08-25T03:00:02.944Z
