objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
lBE1yojC3f,63,63,63,51,65,26.57,248.0,4,0.03,21June2024,2024-08-10 17:59:00,14,2024-08-10T23:59:00Z,2024-08-11T00:00:02.634Z,2024-08-11T00:00:02.634Z
8pWQq4agJt,63,63,63,52,68,26.56,,0,0.03,21June2024,2024-08-10 18:04:00,21,2024-08-11T00:04:00Z,2024-08-11T00:05:02.032Z,2024-08-11T00:05:02.032Z
GkHACDADkX,62,62,62,52,70,26.56,,0,0.03,21June2024,2024-08-10 18:09:00,33,2024-08-11T00:09:00Z,2024-08-11T00:10:02.275Z,2024-08-11T00:10:02.275Z
I6oVB5s5GF,62,62,62,53,70,26.54,,0,0.04,21June2024,2024-08-10 18:14:00,51,2024-08-11T00:14:00Z,2024-08-11T00:15:02.158Z,2024-08-11T00:15:02.158Z
7kdNOWevLb,63,63,63,53,70,26.52,,0,0.04,21June2024,2024-08-10 18:19:00,49,2024-08-11T00:19:00Z,2024-08-11T00:20:02.102Z,2024-08-11T00:20:02.102Z
RTbbyp4svE,63,63,63,54,72,26.51,,0,0.04,21June2024,2024-08-10 18:24:00,37,2024-08-11T00:24:00Z,2024-08-11T00:25:02.373Z,2024-08-11T00:25:02.373Z
qfMRkCZHtk,63,63,63,54,72,26.49,,0,0.04,21June2024,2024-08-10 18:29:00,65,2024-08-11T00:29:00Z,2024-08-11T00:30:01.905Z,2024-08-11T00:30:01.905Z
IgzN7eDouC,62,62,62,54,74,26.51,,0,0.04,21June2024,2024-08-10 18:34:00,83,2024-08-11T00:34:00Z,2024-08-11T00:35:01.826Z,2024-08-11T00:35:01.826Z
fIDQeXkOVJ,63,63,63,54,74,26.5,,0,0.04,21June2024,2024-08-10 18:39:00,70,2024-08-11T00:39:00Z,2024-08-11T00:40:02.447Z,2024-08-11T00:40:02.447Z
BgOA4ApnEP,62,62,62,54,75,26.49,,0,0.03,21June2024,2024-08-10 18:44:00,63,2024-08-11T00:44:00Z,2024-08-11T00:45:01.956Z,2024-08-11T00:45:01.956Z
7BBZOaqfQ5,62,62,62,55,76,26.49,,0,0.03,21June2024,2024-08-10 18:49:00,58,2024-08-11T00:49:00Z,2024-08-11T00:50:01.637Z,2024-08-11T00:50:01.637Z
8u0fjuRM3x,62,62,62,55,76,26.49,,0,0.02,21June2024,2024-08-10 18:54:00,58,2024-08-11T00:54:00Z,2024-08-11T00:55:01.484Z,2024-08-11T00:55:01.484Z
atez2B6PJb,63,63,63,55,77,26.49,292.0,1,0.01,21June2024,2024-08-10 18:59:00,95,2024-08-11T00:59:00Z,2024-08-11T01:00:02.050Z,2024-08-11T01:00:02.050Z
kWGah4xTbF,63,63,63,56,76,26.49,,0,0.01,21June2024,2024-08-10 19:04:00,105,2024-08-11T01:04:00Z,2024-08-11T01:05:02.118Z,2024-08-11T01:05:02.118Z
ukLQUo09hE,64,64,64,56,75,26.48,,0,0.01,21June2024,2024-08-10 19:09:00,40,2024-08-11T01:09:00Z,2024-08-11T01:10:02.145Z,2024-08-11T01:10:02.145Z
TKFXLFEctA,64,64,64,55,73,26.48,,0,0.0,21June2024,2024-08-10 19:14:00,46,2024-08-11T01:14:00Z,2024-08-11T01:15:01.749Z,2024-08-11T01:15:01.749Z
21EYrbBQjU,64,64,64,55,72,26.48,,0,0.0,21June2024,2024-08-10 19:19:00,121,2024-08-11T01:19:00Z,2024-08-11T01:20:01.593Z,2024-08-11T01:20:01.593Z
ebNt86Ds96,65,65,65,55,71,26.49,,0,0.0,21June2024,2024-08-10 19:24:00,111,2024-08-11T01:24:00Z,2024-08-11T01:25:02.269Z,2024-08-11T01:25:02.269Z
ItGjntD9zI,65,65,65,55,70,26.49,,0,0.0,21June2024,2024-08-10 19:29:00,114,2024-08-11T01:29:00Z,2024-08-11T01:30:01.847Z,2024-08-11T01:30:01.847Z
hy79mG5hwD,66,66,66,55,70,26.49,,0,0.0,21June2024,2024-08-10 19:34:00,98,2024-08-11T01:34:00Z,2024-08-11T01:35:01.660Z,2024-08-11T01:35:01.660Z
8mq1xci5xU,66,66,66,56,70,26.5,,0,0.0,21June2024,2024-08-10 19:39:00,71,2024-08-11T01:39:00Z,2024-08-11T01:40:02.144Z,2024-08-11T01:40:02.144Z
Uqsh5WvBZf,66,66,66,55,68,26.5,,0,0.0,21June2024,2024-08-10 19:44:00,53,2024-08-11T01:44:00Z,2024-08-11T01:45:01.981Z,2024-08-11T01:45:01.981Z
CqnuwjmiDy,66,66,66,55,66,26.51,0.0,1,0.0,21June2024,2024-08-10 19:49:00,23,2024-08-11T01:49:00Z,2024-08-11T01:50:02.366Z,2024-08-11T01:50:02.366Z
DiIWLabFNJ,67,67,67,53,61,26.51,292.0,4,0.0,21June2024,2024-08-10 19:54:00,11,2024-08-11T01:54:00Z,2024-08-11T01:55:01.741Z,2024-08-11T01:55:01.741Z
kTHL6b6o6D,67,67,67,52,59,26.51,315.0,1,0.0,21June2024,2024-08-10 19:59:00,7,2024-08-11T01:59:00Z,2024-08-11T02:00:01.597Z,2024-08-11T02:00:01.597Z
8jlBvZPzsU,67,67,67,51,57,26.51,,0,0.0,21June2024,2024-08-10 20:04:00,0,2024-08-11T02:04:00Z,2024-08-11T02:05:02.393Z,2024-08-11T02:05:02.393Z
MEvCSFccEm,67,67,67,51,57,26.51,315.0,1,0.0,21June2024,2024-08-10 20:09:00,0,2024-08-11T02:09:00Z,2024-08-11T02:10:02.198Z,2024-08-11T02:10:02.198Z
Kux8RMm6gC,67,67,67,51,57,26.51,,0,0.0,21June2024,2024-08-10 20:14:00,0,2024-08-11T02:14:00Z,2024-08-11T02:15:01.898Z,2024-08-11T02:15:01.898Z
TnepJ2ykHs,66,66,66,51,57,26.51,,0,0.0,21June2024,2024-08-10 20:19:00,0,2024-08-11T02:19:00Z,2024-08-11T02:20:02.268Z,2024-08-11T02:20:02.268Z
EXShzmFHMd,66,66,66,51,59,26.51,,0,0.0,21June2024,2024-08-10 20:24:00,0,2024-08-11T02:24:00Z,2024-08-11T02:25:01.485Z,2024-08-11T02:25:01.485Z
I5WMbq8wP1,65,65,65,51,61,26.51,,0,0.0,21June2024,2024-08-10 20:29:00,0,2024-08-11T02:29:00Z,2024-08-11T02:30:02.021Z,2024-08-11T02:30:02.021Z
ZoJOO41sqS,65,65,65,51,61,26.5,,0,0.0,21June2024,2024-08-10 20:34:00,0,2024-08-11T02:34:00Z,2024-08-11T02:35:02.361Z,2024-08-11T02:35:02.361Z
MLxFnAsgPg,64,64,64,51,63,26.5,,0,0.0,21June2024,2024-08-10 20:39:00,0,2024-08-11T02:39:00Z,2024-08-11T02:40:01.876Z,2024-08-11T02:40:01.876Z
fGdCWDZkZs,64,64,64,52,65,26.51,,0,0.0,21June2024,2024-08-10 20:44:00,0,2024-08-11T02:44:00Z,2024-08-11T02:45:02.122Z,2024-08-11T02:45:02.122Z
NNuXScC9f7,64,64,64,51,64,26.5,,0,0.0,21June2024,2024-08-10 20:49:00,0,2024-08-11T02:49:00Z,2024-08-11T02:50:01.792Z,2024-08-11T02:50:01.792Z
F7JOwGG9x5,64,64,64,51,62,26.5,,0,0.0,21June2024,2024-08-10 20:54:00,0,2024-08-11T02:54:00Z,2024-08-11T02:55:01.512Z,2024-08-11T02:55:01.512Z
xSVXa2PhvB,64,64,64,51,61,26.51,,0,0.0,21June2024,2024-08-10 20:59:00,0,2024-08-11T02:59:00Z,2024-08-11T03:00:02.360Z,2024-08-11T03:00:02.360Z
ZJTyjGFU26,64,64,64,51,61,26.51,,0,0.0,21June2024,2024-08-10 21:04:00,0,2024-08-11T03:04:00Z,2024-08-11T03:05:01.557Z,2024-08-11T03:05:01.557Z
1gy1OHRBqb,64,64,64,51,61,26.51,,0,0.0,21June2024,2024-08-10 21:09:00,0,2024-08-11T03:09:00Z,2024-08-11T03:10:02.445Z,2024-08-11T03:10:02.445Z
