objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
991kdh0btk,89,85,89,36,15,26.42,292.0,2,0,21June2024,2024-08-16 17:59:00,54,2024-08-16T23:59:00Z,2024-08-17T00:00:01.714Z,2024-08-17T00:00:01.714Z
tsG7zEU4pP,89,85,89,39,17,26.42,292.0,1,0,21June2024,2024-08-16 18:04:00,53,2024-08-17T00:04:00Z,2024-08-17T00:05:01.886Z,2024-08-17T00:05:01.886Z
FNNWOLxjwv,88,84,88,39,18,26.42,180.0,1,0,21June2024,2024-08-16 18:09:00,51,2024-08-17T00:09:00Z,2024-08-17T00:10:02.149Z,2024-08-17T00:10:02.149Z
QtMT0XGWSQ,88,85,88,39,18,26.42,180.0,1,0,21June2024,2024-08-16 18:14:00,51,2024-08-17T00:14:00Z,2024-08-17T00:15:01.988Z,2024-08-17T00:15:01.988Z
2xTSqSFtGs,88,84,88,39,18,26.42,158.0,2,0,21June2024,2024-08-16 18:19:00,49,2024-08-17T00:19:00Z,2024-08-17T00:20:01.468Z,2024-08-17T00:20:01.468Z
C3lmwl2ugX,88,84,88,38,17,26.42,90.0,1,0,21June2024,2024-08-16 18:24:00,49,2024-08-17T00:24:00Z,2024-08-17T00:25:01.925Z,2024-08-17T00:25:01.925Z
Pn6qFfTxJR,88,85,88,39,18,26.42,90.0,1,0,21June2024,2024-08-16 18:29:00,48,2024-08-17T00:29:00Z,2024-08-17T00:30:01.448Z,2024-08-17T00:30:01.448Z
JZb9E7D9Gm,88,84,88,39,18,26.42,90.0,2,0,21June2024,2024-08-16 18:34:00,49,2024-08-17T00:34:00Z,2024-08-17T00:35:01.881Z,2024-08-17T00:35:01.881Z
klHImkjina,88,85,88,39,18,26.42,,0,0,21June2024,2024-08-16 18:39:00,47,2024-08-17T00:39:00Z,2024-08-17T00:40:02.366Z,2024-08-17T00:40:02.366Z
CUl1VIfbW1,88,84,88,39,18,26.42,90.0,1,0,21June2024,2024-08-16 18:44:00,46,2024-08-17T00:44:00Z,2024-08-17T00:45:02.179Z,2024-08-17T00:45:02.179Z
SmNhR35l45,87,84,87,42,21,26.42,90.0,1,0,21June2024,2024-08-16 18:49:00,44,2024-08-17T00:49:00Z,2024-08-17T00:50:02.093Z,2024-08-17T00:50:02.093Z
EboJ5TNXlX,86,83,86,44,23,26.43,112.0,1,0,21June2024,2024-08-16 18:54:00,44,2024-08-17T00:54:00Z,2024-08-17T00:55:01.557Z,2024-08-17T00:55:01.557Z
QwWHr218dq,86,83,86,45,24,26.43,112.0,1,0,21June2024,2024-08-16 18:59:00,42,2024-08-17T00:59:00Z,2024-08-17T01:00:02.222Z,2024-08-17T01:00:02.222Z
N2fQUFhbkT,86,83,86,45,24,26.43,,0,0,21June2024,2024-08-16 19:04:00,48,2024-08-17T01:04:00Z,2024-08-17T01:05:01.480Z,2024-08-17T01:05:01.480Z
PRY04IUiGm,86,83,86,45,24,26.43,112.0,1,0,21June2024,2024-08-16 19:09:00,58,2024-08-17T01:09:00Z,2024-08-17T01:10:02.273Z,2024-08-17T01:10:02.273Z
4j4z3JecGn,85,83,85,45,24,26.43,112.0,1,0,21June2024,2024-08-16 19:14:00,67,2024-08-17T01:14:00Z,2024-08-17T01:15:01.604Z,2024-08-17T01:15:01.604Z
48OI1mRiTw,85,82,85,45,25,26.43,,0,0,21June2024,2024-08-16 19:19:00,70,2024-08-17T01:19:00Z,2024-08-17T01:20:02.117Z,2024-08-17T01:20:02.117Z
EO7UVPDE3N,85,82,85,45,25,26.43,,0,0,21June2024,2024-08-16 19:24:00,67,2024-08-17T01:24:00Z,2024-08-17T01:25:01.973Z,2024-08-17T01:25:01.973Z
EypKvjWbEg,84,82,84,46,26,26.43,,0,0,21June2024,2024-08-16 19:29:00,58,2024-08-17T01:29:00Z,2024-08-17T01:30:01.527Z,2024-08-17T01:30:01.527Z
t0W9k3BPgl,84,82,84,45,26,26.43,,0,0,21June2024,2024-08-16 19:34:00,47,2024-08-17T01:34:00Z,2024-08-17T01:35:01.889Z,2024-08-17T01:35:01.889Z
mtgl6EcJyE,84,82,84,46,27,26.43,112.0,1,0,21June2024,2024-08-16 19:39:00,36,2024-08-17T01:39:00Z,2024-08-17T01:40:02.476Z,2024-08-17T01:40:02.476Z
5wwBvwf1DO,83,81,83,45,26,26.43,,0,0,21June2024,2024-08-16 19:44:00,7,2024-08-17T01:44:00Z,2024-08-17T01:45:02.222Z,2024-08-17T01:45:02.222Z
BIDv3oeor4,83,81,83,44,26,26.44,,0,0,21June2024,2024-08-16 19:49:00,5,2024-08-17T01:49:00Z,2024-08-17T01:50:02.337Z,2024-08-17T01:50:02.337Z
pCBGa0zxFK,82,81,82,46,28,26.44,,0,0,21June2024,2024-08-16 19:54:00,0,2024-08-17T01:54:00Z,2024-08-17T01:55:02.140Z,2024-08-17T01:55:02.140Z
Ziq62T6vNT,81,80,81,48,31,26.44,,0,0,21June2024,2024-08-16 19:59:00,0,2024-08-17T01:59:00Z,2024-08-17T02:00:01.823Z,2024-08-17T02:00:01.823Z
RY0RPAvaK9,81,80,81,46,30,26.44,,0,0,21June2024,2024-08-16 20:04:00,0,2024-08-17T02:04:00Z,2024-08-17T02:05:01.558Z,2024-08-17T02:05:01.558Z
P7vSWZe6ZC,80,79,80,48,33,26.44,,0,0,21June2024,2024-08-16 20:09:00,0,2024-08-17T02:09:00Z,2024-08-17T02:10:01.923Z,2024-08-17T02:10:01.923Z
ampXzAsLHt,78,78,78,50,37,26.44,,0,0,21June2024,2024-08-16 20:14:00,0,2024-08-17T02:14:00Z,2024-08-17T02:15:02.157Z,2024-08-17T02:15:02.157Z
hJCzsYFCln,78,77,78,48,35,26.45,,0,0,21June2024,2024-08-16 20:19:00,0,2024-08-17T02:19:00Z,2024-08-17T02:20:02.118Z,2024-08-17T02:20:02.118Z
2wYvggYb4t,78,77,78,48,35,26.45,,0,0,21June2024,2024-08-16 20:24:00,0,2024-08-17T02:24:00Z,2024-08-17T02:25:01.927Z,2024-08-17T02:25:01.927Z
zLyJorpp2a,78,77,78,49,37,26.45,,0,0,21June2024,2024-08-16 20:29:00,0,2024-08-17T02:29:00Z,2024-08-17T02:30:02.619Z,2024-08-17T02:30:02.619Z
v71vwoM0w4,76,75,76,50,40,26.45,,0,0,21June2024,2024-08-16 20:34:00,0,2024-08-17T02:34:00Z,2024-08-17T02:35:01.838Z,2024-08-17T02:35:01.838Z
GFnBLdZU30,77,76,77,49,38,26.45,,0,0,21June2024,2024-08-16 20:39:00,0,2024-08-17T02:39:00Z,2024-08-17T02:40:02.335Z,2024-08-17T02:40:02.335Z
UBcyZAyuds,76,75,76,49,39,26.45,,0,0,21June2024,2024-08-16 20:44:00,0,2024-08-17T02:44:00Z,2024-08-17T02:45:02.165Z,2024-08-17T02:45:02.165Z
6MHGf05YaT,76,75,76,50,40,26.46,,0,0,21June2024,2024-08-16 20:49:00,0,2024-08-17T02:49:00Z,2024-08-17T02:50:01.845Z,2024-08-17T02:50:01.845Z
kCk9h4H8Mu,75,75,75,51,43,26.46,,0,0,21June2024,2024-08-16 20:54:00,0,2024-08-17T02:54:00Z,2024-08-17T02:55:02.406Z,2024-08-17T02:55:02.406Z
8TBFcOughg,74,73,74,51,44,26.46,,0,0,21June2024,2024-08-16 20:59:00,0,2024-08-17T02:59:00Z,2024-08-17T03:00:02.372Z,2024-08-17T03:00:02.372Z
L0Uopa9LSf,74,73,74,51,45,26.46,,0,0,21June2024,2024-08-16 21:04:00,0,2024-08-17T03:04:00Z,2024-08-17T03:05:01.569Z,2024-08-17T03:05:01.569Z
xzShz6yUFt,74,73,74,50,43,26.46,,0,0,21June2024,2024-08-16 21:09:00,0,2024-08-17T03:09:00Z,2024-08-17T03:10:01.490Z,2024-08-17T03:10:01.490Z
gqavuBRNy4,75,74,75,50,42,26.46,,0,0,21June2024,2024-08-16 21:14:00,0,2024-08-17T03:14:00Z,2024-08-17T03:15:02.388Z,2024-08-17T03:15:02.388Z
fFJCHnCZNv,74,73,74,51,45,26.47,,0,0,21June2024,2024-08-16 21:19:00,0,2024-08-17T03:19:00Z,2024-08-17T03:20:01.623Z,2024-08-17T03:20:01.623Z
WysGcpcisb,73,72,73,52,47,26.47,,0,0,21June2024,2024-08-16 21:24:00,0,2024-08-17T03:24:00Z,2024-08-17T03:25:01.986Z,2024-08-17T03:25:01.986Z
qErOITwYxh,73,72,73,52,47,26.47,,0,0,21June2024,2024-08-16 21:29:00,0,2024-08-17T03:29:00Z,2024-08-17T03:30:01.573Z,2024-08-17T03:30:01.573Z
mTv8BcRvcg,73,72,73,52,49,26.47,,0,0,21June2024,2024-08-16 21:34:00,0,2024-08-17T03:34:00Z,2024-08-17T03:35:02.437Z,2024-08-17T03:35:02.437Z
NdFvYms4IQ,71,71,71,52,51,26.47,,0,0,21June2024,2024-08-16 21:39:00,0,2024-08-17T03:39:00Z,2024-08-17T03:40:02.127Z,2024-08-17T03:40:02.127Z
xwOrE3y3Ud,72,71,72,52,50,26.47,,0,0,21June2024,2024-08-16 21:44:00,0,2024-08-17T03:44:00Z,2024-08-17T03:45:01.792Z,2024-08-17T03:45:01.792Z
