objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt,winddir
Sm07Zbc2QV,93,88,93,35,13,26.4,0,0,21June2024,2024-08-04 17:59:00,95,2024-08-04T23:59:00Z,2024-08-05T00:00:02.331Z,2024-08-05T00:00:02.331Z,
7io2Mi9dla,92,88,92,36,14,26.4,1,0,21June2024,2024-08-04 18:04:00,91,2024-08-05T00:04:00Z,2024-08-05T00:05:01.669Z,2024-08-05T00:05:01.669Z,135.0
ZCvjFR1re2,93,88,93,35,13,26.39,2,0,21June2024,2024-08-04 18:09:00,95,2024-08-05T00:09:00Z,2024-08-05T00:10:01.471Z,2024-08-05T00:10:01.471Z,22.0
olWLuAhqGp,93,89,93,33,12,26.39,3,0,21June2024,2024-08-04 18:14:00,86,2024-08-05T00:14:00Z,2024-08-05T00:15:01.685Z,2024-08-05T00:15:01.685Z,0.0
EnM6dh7sNI,93,88,93,35,13,26.39,2,0,21June2024,2024-08-04 18:19:00,77,2024-08-05T00:19:00Z,2024-08-05T00:20:02.378Z,2024-08-05T00:20:02.378Z,135.0
wxw8UXaeyw,92,88,92,36,14,26.39,3,0,21June2024,2024-08-04 18:24:00,62,2024-08-05T00:24:00Z,2024-08-05T00:25:01.450Z,2024-08-05T00:25:01.450Z,292.0
XgCoHFqqtH,91,87,91,37,15,26.39,2,0,21June2024,2024-08-04 18:29:00,54,2024-08-05T00:29:00Z,2024-08-05T00:30:01.946Z,2024-08-05T00:30:01.946Z,338.0
l8SKNNQbH7,91,87,91,37,15,26.39,2,0,21June2024,2024-08-04 18:34:00,86,2024-08-05T00:34:00Z,2024-08-05T00:35:02.271Z,2024-08-05T00:35:02.271Z,0.0
YOmaukOERG,91,87,91,37,15,26.39,2,0,21June2024,2024-08-04 18:39:00,65,2024-08-05T00:39:00Z,2024-08-05T00:40:01.853Z,2024-08-05T00:40:01.853Z,22.0
7rNh4r5EY4,91,86,91,37,15,26.39,1,0,21June2024,2024-08-04 18:44:00,47,2024-08-05T00:44:00Z,2024-08-05T00:45:02.079Z,2024-08-05T00:45:02.079Z,22.0
PmSprSrY5q,90,86,90,38,16,26.39,0,0,21June2024,2024-08-04 18:49:00,44,2024-08-05T00:49:00Z,2024-08-05T00:50:01.668Z,2024-08-05T00:50:01.668Z,
e1g70XiPrc,88,85,88,41,19,26.39,0,0,21June2024,2024-08-04 18:54:00,44,2024-08-05T00:54:00Z,2024-08-05T00:55:01.458Z,2024-08-05T00:55:01.458Z,
0IBfnGtS57,87,84,87,42,21,26.39,0,0,21June2024,2024-08-04 18:59:00,47,2024-08-05T00:59:00Z,2024-08-05T01:00:02.058Z,2024-08-05T01:00:02.058Z,
XpDHLi7HJU,87,83,87,43,22,26.39,0,0,21June2024,2024-08-04 19:04:00,51,2024-08-05T01:04:00Z,2024-08-05T01:05:01.623Z,2024-08-05T01:05:01.623Z,
PSolQODIhX,86,83,86,44,23,26.39,1,0,21June2024,2024-08-04 19:09:00,47,2024-08-05T01:09:00Z,2024-08-05T01:10:02.069Z,2024-08-05T01:10:02.069Z,338.0
bAtcOFNoYH,86,83,86,44,23,26.39,0,0,21June2024,2024-08-04 19:14:00,53,2024-08-05T01:14:00Z,2024-08-05T01:15:01.967Z,2024-08-05T01:15:01.967Z,
2n1H407OQk,86,83,86,43,23,26.4,0,0,21June2024,2024-08-04 19:19:00,39,2024-08-05T01:19:00Z,2024-08-05T01:20:02.253Z,2024-08-05T01:20:02.253Z,
UBkjYp5eOc,85,83,85,45,24,26.4,0,0,21June2024,2024-08-04 19:24:00,33,2024-08-05T01:24:00Z,2024-08-05T01:25:02.269Z,2024-08-05T01:25:02.269Z,
SQriu1IOWH,85,82,85,44,24,26.39,0,0,21June2024,2024-08-04 19:29:00,26,2024-08-05T01:29:00Z,2024-08-05T01:30:01.990Z,2024-08-05T01:30:01.990Z,
Bxq9QMO8JA,86,83,86,45,24,26.4,1,0,21June2024,2024-08-04 19:34:00,19,2024-08-05T01:34:00Z,2024-08-05T01:35:02.239Z,2024-08-05T01:35:02.239Z,338.0
JBp4EXmJj7,86,83,86,43,22,26.39,1,0,21June2024,2024-08-04 19:39:00,12,2024-08-05T01:39:00Z,2024-08-05T01:40:01.747Z,2024-08-05T01:40:01.747Z,338.0
RFtKbpkzLD,87,84,87,40,19,26.39,2,0,21June2024,2024-08-04 19:44:00,7,2024-08-05T01:44:00Z,2024-08-05T01:45:01.760Z,2024-08-05T01:45:01.760Z,315.0
MjqGs5CTf4,88,84,88,39,18,26.4,2,0,21June2024,2024-08-04 19:49:00,0,2024-08-05T01:49:00Z,2024-08-05T01:50:01.712Z,2024-08-05T01:50:01.712Z,315.0
anaDwwntQt,88,84,88,39,18,26.4,3,0,21June2024,2024-08-04 19:54:00,0,2024-08-05T01:54:00Z,2024-08-05T01:55:01.659Z,2024-08-05T01:55:01.659Z,315.0
EREGgIguJB,88,84,88,39,18,26.4,3,0,21June2024,2024-08-04 19:59:00,0,2024-08-05T01:59:00Z,2024-08-05T02:00:02.260Z,2024-08-05T02:00:02.260Z,292.0
AHEYJAaDRF,88,84,88,39,18,26.4,5,0,21June2024,2024-08-04 20:04:00,0,2024-08-05T02:04:00Z,2024-08-05T02:05:02.006Z,2024-08-05T02:05:02.006Z,270.0
EVk989Tbw8,87,84,87,37,17,26.41,12,0,21June2024,2024-08-04 20:09:00,0,2024-08-05T02:09:00Z,2024-08-05T02:10:01.443Z,2024-08-05T02:10:01.443Z,270.0
XlEjMFDn3z,87,83,87,38,18,26.41,8,0,21June2024,2024-08-04 20:14:00,0,2024-08-05T02:14:00Z,2024-08-05T02:15:01.787Z,2024-08-05T02:15:01.787Z,270.0
zTF54fLfIV,86,83,86,39,19,26.41,10,0,21June2024,2024-08-04 20:19:00,0,2024-08-05T02:19:00Z,2024-08-05T02:20:01.917Z,2024-08-05T02:20:01.917Z,270.0
zZdUaCZgce,85,82,85,40,20,26.41,5,0,21June2024,2024-08-04 20:24:00,0,2024-08-05T02:24:00Z,2024-08-05T02:25:01.597Z,2024-08-05T02:25:01.597Z,270.0
nCX9MiqD0t,85,82,85,39,20,26.41,4,0,21June2024,2024-08-04 20:29:00,0,2024-08-05T02:29:00Z,2024-08-05T02:30:02.076Z,2024-08-05T02:30:02.076Z,292.0
Nxw4jzJNLQ,84,81,84,40,21,26.42,5,0,21June2024,2024-08-04 20:34:00,0,2024-08-05T02:34:00Z,2024-08-05T02:35:02.192Z,2024-08-05T02:35:02.192Z,270.0
CKK5vZtYDK,84,81,84,41,22,26.42,5,0,21June2024,2024-08-04 20:39:00,0,2024-08-05T02:39:00Z,2024-08-05T02:40:01.715Z,2024-08-05T02:40:01.715Z,270.0
lfwHwiea2u,84,81,84,41,22,26.42,4,0,21June2024,2024-08-04 20:44:00,0,2024-08-05T02:44:00Z,2024-08-05T02:45:01.890Z,2024-08-05T02:45:01.890Z,270.0
