objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
HP97H9tpVG,79,78,79,43,28,26.47,270.0,5,0,21June2024,2024-08-22 17:59:00,59,2024-08-22T23:59:00Z,2024-08-23T00:00:02.624Z,2024-08-23T00:00:02.624Z
wuyjNLLVbY,78,77,78,46,32,26.47,270.0,3,0,21June2024,2024-08-22 18:04:00,95,2024-08-23T00:04:00Z,2024-08-23T00:05:01.789Z,2024-08-23T00:05:01.789Z
3zUHfUjWlW,77,76,77,49,37,26.46,270.0,2,0,21June2024,2024-08-22 18:09:00,153,2024-08-23T00:09:00Z,2024-08-23T00:10:02.123Z,2024-08-23T00:10:02.123Z
Kzj7SCMapx,76,75,76,48,36,26.46,270.0,3,0,21June2024,2024-08-22 18:14:00,179,2024-08-23T00:14:00Z,2024-08-23T00:15:02.305Z,2024-08-23T00:15:02.305Z
GYA2mrbODf,76,75,76,49,39,26.46,292.0,3,0,21June2024,2024-08-22 18:19:00,165,2024-08-23T00:19:00Z,2024-08-23T00:20:01.948Z,2024-08-23T00:20:01.948Z
eRZUCyKDfL,75,74,75,49,40,26.46,270.0,8,0,21June2024,2024-08-22 18:24:00,135,2024-08-23T00:24:00Z,2024-08-23T00:25:02.340Z,2024-08-23T00:25:02.340Z
9OKNzg3tUQ,74,73,74,50,42,26.46,270.0,5,0,21June2024,2024-08-22 18:29:00,111,2024-08-23T00:29:00Z,2024-08-23T00:30:01.908Z,2024-08-23T00:30:01.908Z
XY7R8Topkz,74,73,74,51,44,26.46,292.0,3,0,21June2024,2024-08-22 18:34:00,111,2024-08-23T00:34:00Z,2024-08-23T00:35:01.765Z,2024-08-23T00:35:01.765Z
jfaeHlPpI2,74,73,74,51,44,26.46,292.0,2,0,21June2024,2024-08-22 18:39:00,76,2024-08-23T00:39:00Z,2024-08-23T00:40:02.305Z,2024-08-23T00:40:02.305Z
btj5OGNDGS,74,73,74,51,44,26.46,270.0,2,0,21June2024,2024-08-22 18:44:00,58,2024-08-23T00:44:00Z,2024-08-23T00:45:01.537Z,2024-08-23T00:45:01.537Z
tvS7u1y0C4,74,73,74,50,43,26.46,270.0,3,0,21June2024,2024-08-22 18:49:00,65,2024-08-23T00:49:00Z,2024-08-23T00:50:02.235Z,2024-08-23T00:50:02.235Z
kNlsLG8uKo,75,74,75,50,42,26.46,270.0,3,0,21June2024,2024-08-22 18:54:00,37,2024-08-23T00:54:00Z,2024-08-23T00:55:01.654Z,2024-08-23T00:55:01.654Z
I3BQ4FdBEO,75,74,75,50,42,26.47,270.0,2,0,21June2024,2024-08-22 18:59:00,30,2024-08-23T00:59:00Z,2024-08-23T01:00:02.314Z,2024-08-23T01:00:02.314Z
PDMshYvVr6,75,74,75,50,42,26.46,270.0,2,0,21June2024,2024-08-22 19:04:00,26,2024-08-23T01:04:00Z,2024-08-23T01:05:02.166Z,2024-08-23T01:05:02.166Z
adYExQKPkp,75,74,75,49,41,26.46,270.0,3,0,21June2024,2024-08-22 19:09:00,23,2024-08-23T01:09:00Z,2024-08-23T01:10:01.967Z,2024-08-23T01:10:01.967Z
dMKaaNX9pK,75,74,75,49,41,26.46,270.0,2,0,21June2024,2024-08-22 19:14:00,23,2024-08-23T01:14:00Z,2024-08-23T01:15:01.970Z,2024-08-23T01:15:01.970Z
HWCx4CGc9f,75,74,75,49,40,26.46,270.0,2,0,21June2024,2024-08-22 19:19:00,26,2024-08-23T01:19:00Z,2024-08-23T01:20:02.330Z,2024-08-23T01:20:02.330Z
u0fkjjAEx4,75,74,75,48,39,26.46,270.0,2,0,21June2024,2024-08-22 19:24:00,28,2024-08-23T01:24:00Z,2024-08-23T01:25:01.972Z,2024-08-23T01:25:01.972Z
aY1Y50XkvH,75,74,75,48,38,26.46,270.0,4,0,21June2024,2024-08-22 19:29:00,28,2024-08-23T01:29:00Z,2024-08-23T01:30:01.558Z,2024-08-23T01:30:01.558Z
rru2nPUtZn,75,74,75,48,38,26.46,270.0,3,0,21June2024,2024-08-22 19:34:00,25,2024-08-23T01:34:00Z,2024-08-23T01:35:02.099Z,2024-08-23T01:35:02.099Z
9tgKwfOoy2,75,74,75,47,37,26.47,270.0,4,0,21June2024,2024-08-22 19:39:00,19,2024-08-23T01:39:00Z,2024-08-23T01:40:01.704Z,2024-08-23T01:40:01.704Z
tVsH5fDjaE,75,74,75,47,37,26.47,292.0,3,0,21June2024,2024-08-22 19:44:00,9,2024-08-23T01:44:00Z,2024-08-23T01:45:02.356Z,2024-08-23T01:45:02.356Z
