objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
R772bb5fZj,95,88,95,18,6,26.54,135.0,2,0,21June2024,2024-08-01 17:59:00,102,2024-08-01T23:59:00Z,2024-08-02T00:00:01.977Z,2024-08-02T00:00:01.977Z
JDrrapcb35,93,88,93,23,8,26.55,135.0,1,0,21June2024,2024-08-01 18:04:00,100,2024-08-02T00:04:00Z,2024-08-02T00:05:01.822Z,2024-08-02T00:05:01.822Z
2AoZb3ghv3,92,87,92,19,7,26.55,,0,0,21June2024,2024-08-01 18:09:00,98,2024-08-02T00:09:00Z,2024-08-02T00:10:01.629Z,2024-08-02T00:10:01.629Z
zyEPA8u8tB,94,88,94,17,6,26.55,135.0,1,0,21June2024,2024-08-01 18:14:00,97,2024-08-02T00:14:00Z,2024-08-02T00:15:02.314Z,2024-08-02T00:15:02.314Z
35rJ82mBQo,96,88,96,3,3,26.55,158.0,1,0,21June2024,2024-08-01 18:19:00,90,2024-08-02T00:19:00Z,2024-08-02T00:20:02.404Z,2024-08-02T00:20:02.404Z
SmLMJTJ6AX,95,88,95,3,3,26.54,180.0,2,0,21June2024,2024-08-01 18:24:00,83,2024-08-02T00:24:00Z,2024-08-02T00:25:01.695Z,2024-08-02T00:25:01.695Z
fSD54SxIbG,93,88,93,23,8,26.55,,0,0,21June2024,2024-08-01 18:29:00,77,2024-08-02T00:29:00Z,2024-08-02T00:30:02.307Z,2024-08-02T00:30:02.307Z
1ZiidCnEay,94,87,94,8,4,26.54,,0,0,21June2024,2024-08-01 18:34:00,72,2024-08-02T00:34:00Z,2024-08-02T00:35:01.834Z,2024-08-02T00:35:01.834Z
E89tjTSVVE,94,87,94,8,4,26.54,180.0,1,0,21June2024,2024-08-01 18:39:00,74,2024-08-02T00:39:00Z,2024-08-02T00:40:02.452Z,2024-08-02T00:40:02.452Z
0VMQyqzlWd,95,88,95,8,4,26.54,,0,0,21June2024,2024-08-01 18:44:00,79,2024-08-02T00:44:00Z,2024-08-02T00:45:01.933Z,2024-08-02T00:45:01.933Z
438LJO1G6r,94,88,94,21,7,26.54,,0,0,21June2024,2024-08-01 18:49:00,88,2024-08-02T00:49:00Z,2024-08-02T00:50:01.759Z,2024-08-02T00:50:01.759Z
Wg84ufc4U8,93,86,93,12,5,26.54,180.0,2,0,21June2024,2024-08-01 18:54:00,104,2024-08-02T00:54:00Z,2024-08-02T00:55:01.817Z,2024-08-02T00:55:01.817Z
KsI0Za9KAj,92,87,92,30,11,26.54,,0,0,21June2024,2024-08-01 18:59:00,109,2024-08-02T00:59:00Z,2024-08-02T01:00:02.349Z,2024-08-02T01:00:02.349Z
W8w5DdnfKB,91,86,91,29,11,26.54,,0,0,21June2024,2024-08-01 19:04:00,97,2024-08-02T01:04:00Z,2024-08-02T01:05:02.188Z,2024-08-02T01:05:02.188Z
G3zAAVH1yh,91,86,91,31,12,26.54,,0,0,21June2024,2024-08-01 19:09:00,91,2024-08-02T01:09:00Z,2024-08-02T01:10:02.214Z,2024-08-02T01:10:02.214Z
WORpiqPvg5,91,87,91,33,13,26.55,,0,0,21June2024,2024-08-01 19:14:00,83,2024-08-02T01:14:00Z,2024-08-02T01:15:02.323Z,2024-08-02T01:15:02.323Z
MGCpUZSLUv,91,86,91,35,14,26.55,,0,0,21June2024,2024-08-01 19:19:00,74,2024-08-02T01:19:00Z,2024-08-02T01:20:01.815Z,2024-08-02T01:20:01.815Z
GDWkcUrEbN,90,86,90,36,15,26.55,,0,0,21June2024,2024-08-01 19:24:00,72,2024-08-02T01:24:00Z,2024-08-02T01:25:01.852Z,2024-08-02T01:25:01.852Z
I4DHkkkuyH,89,85,89,37,16,26.55,,0,0,21June2024,2024-08-01 19:29:00,56,2024-08-02T01:29:00Z,2024-08-02T01:30:02.354Z,2024-08-02T01:30:02.354Z
wufUVMXIiO,88,84,88,42,20,26.55,,0,0,21June2024,2024-08-01 19:34:00,51,2024-08-02T01:34:00Z,2024-08-02T01:35:01.604Z,2024-08-02T01:35:01.604Z
