objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
DJTYYGFvb4,85,82,85,31,14,26.32,135.0,1,0,21June2024,2024-08-28 17:59:00,76,2024-08-28T23:59:00Z,2024-08-29T00:00:02.224Z,2024-08-29T00:00:02.224Z
jNUef3ktvL,85,82,85,32,15,26.32,135.0,1,0,21June2024,2024-08-28 18:04:00,95,2024-08-29T00:04:00Z,2024-08-29T00:05:02.291Z,2024-08-29T00:05:02.291Z
kd4Q9RzU6G,85,82,85,32,15,26.32,135.0,1,0,21June2024,2024-08-28 18:09:00,98,2024-08-29T00:09:00Z,2024-08-29T00:10:01.841Z,2024-08-29T00:10:01.841Z
bGwkkIJRVP,85,82,85,31,14,26.32,135.0,1,0,21June2024,2024-08-28 18:14:00,88,2024-08-29T00:14:00Z,2024-08-29T00:15:01.937Z,2024-08-29T00:15:01.937Z
Bdyyg4ioIB,85,82,85,31,14,26.32,,0,0,21June2024,2024-08-28 18:19:00,77,2024-08-29T00:19:00Z,2024-08-29T00:20:01.733Z,2024-08-29T00:20:01.733Z
9SuLPKEv2B,85,82,85,32,15,26.32,135.0,1,0,21June2024,2024-08-28 18:24:00,72,2024-08-29T00:24:00Z,2024-08-29T00:25:02.041Z,2024-08-29T00:25:02.041Z
fT5CMUsAgm,85,82,85,32,15,26.32,135.0,1,0,21June2024,2024-08-28 18:29:00,64,2024-08-29T00:29:00Z,2024-08-29T00:30:01.537Z,2024-08-29T00:30:01.537Z
wgWCjGOAa7,84,81,84,32,15,26.32,,0,0,21June2024,2024-08-28 18:34:00,65,2024-08-29T00:34:00Z,2024-08-29T00:35:02.357Z,2024-08-29T00:35:02.357Z
KxVvZm3tbN,84,81,84,33,16,26.32,,0,0,21June2024,2024-08-28 18:39:00,69,2024-08-29T00:39:00Z,2024-08-29T00:40:01.857Z,2024-08-29T00:40:01.857Z
PzImdohUz9,84,81,84,31,15,26.32,,0,0,21June2024,2024-08-28 18:44:00,62,2024-08-29T00:44:00Z,2024-08-29T00:45:01.547Z,2024-08-29T00:45:01.547Z
oLsGArmHfD,84,81,84,31,15,26.32,,0,0,21June2024,2024-08-28 18:49:00,54,2024-08-29T00:49:00Z,2024-08-29T00:50:02.276Z,2024-08-29T00:50:02.276Z
06cINrGW7T,83,81,83,32,16,26.32,,0,0,21June2024,2024-08-28 18:54:00,58,2024-08-29T00:54:00Z,2024-08-29T00:55:01.623Z,2024-08-29T00:55:01.623Z
2R8mEBMEpe,84,81,84,33,16,26.32,,0,0,21June2024,2024-08-28 18:59:00,58,2024-08-29T00:59:00Z,2024-08-29T01:00:02.289Z,2024-08-29T01:00:02.289Z
PRRs5PHMX1,84,81,84,30,14,26.32,,0,0,21June2024,2024-08-28 19:04:00,41,2024-08-29T01:04:00Z,2024-08-29T01:05:01.492Z,2024-08-29T01:05:01.492Z
9FOBpBBNZl,84,81,84,33,16,26.33,,0,0,21June2024,2024-08-28 19:09:00,54,2024-08-29T01:09:00Z,2024-08-29T01:10:01.489Z,2024-08-29T01:10:01.489Z
Aol2yxCYa8,83,80,83,34,17,26.33,,0,0,21June2024,2024-08-28 19:14:00,30,2024-08-29T01:14:00Z,2024-08-29T01:15:02.211Z,2024-08-29T01:15:02.211Z
jt1AH28oBQ,83,80,83,35,18,26.33,135.0,1,0,21June2024,2024-08-28 19:19:00,30,2024-08-29T01:19:00Z,2024-08-29T01:20:01.995Z,2024-08-29T01:20:01.995Z
f1UMLAkMUR,82,80,82,37,20,26.33,135.0,1,0,21June2024,2024-08-28 19:24:00,16,2024-08-29T01:24:00Z,2024-08-29T01:25:01.585Z,2024-08-29T01:25:01.585Z
v2oJ410ne0,81,80,81,37,21,26.33,,0,0,21June2024,2024-08-28 19:29:00,11,2024-08-29T01:29:00Z,2024-08-29T01:30:02.326Z,2024-08-29T01:30:02.326Z
nJFMn50wZ3,81,79,81,35,19,26.33,,0,0,21June2024,2024-08-28 19:34:00,5,2024-08-29T01:34:00Z,2024-08-29T01:35:02.149Z,2024-08-29T01:35:02.149Z
KayJhYtBXw,81,79,81,36,20,26.33,,0,0,21June2024,2024-08-28 19:39:00,3,2024-08-29T01:39:00Z,2024-08-29T01:40:01.779Z,2024-08-29T01:40:01.779Z
bpL1E2zwHG,81,80,81,36,20,26.33,,0,0,21June2024,2024-08-28 19:44:00,5,2024-08-29T01:44:00Z,2024-08-29T01:45:01.764Z,2024-08-29T01:45:01.764Z
iKhdaHhggK,80,79,80,40,24,26.33,,0,0,21June2024,2024-08-28 19:49:00,0,2024-08-29T01:49:00Z,2024-08-29T01:50:02.348Z,2024-08-29T01:50:02.348Z
qMhZLTtVKO,78,77,78,39,24,26.33,,0,0,21June2024,2024-08-28 19:54:00,0,2024-08-29T01:54:00Z,2024-08-29T01:55:01.863Z,2024-08-29T01:55:01.863Z
PwD6gPBMi1,78,77,78,41,26,26.34,,0,0,21June2024,2024-08-28 19:59:00,0,2024-08-29T01:59:00Z,2024-08-29T02:00:02.652Z,2024-08-29T02:00:02.652Z
S5jNQPwHGs,78,77,78,40,26,26.34,,0,0,21June2024,2024-08-28 20:04:00,0,2024-08-29T02:04:00Z,2024-08-29T02:05:02.192Z,2024-08-29T02:05:02.192Z
qcwIlSaCTs,78,77,78,40,26,26.34,,0,0,21June2024,2024-08-28 20:09:00,0,2024-08-29T02:09:00Z,2024-08-29T02:10:02.332Z,2024-08-29T02:10:02.332Z
Ydh9b1wjS9,78,77,78,39,25,26.34,,0,0,21June2024,2024-08-28 20:14:00,0,2024-08-29T02:14:00Z,2024-08-29T02:15:01.996Z,2024-08-29T02:15:01.996Z
GFH8Siowmm,79,77,79,38,23,26.34,,0,0,21June2024,2024-08-28 20:19:00,0,2024-08-29T02:19:00Z,2024-08-29T02:20:01.917Z,2024-08-29T02:20:01.917Z
SmxSqDrtCy,79,77,79,39,24,26.35,,0,0,21June2024,2024-08-28 20:24:00,0,2024-08-29T02:24:00Z,2024-08-29T02:25:01.713Z,2024-08-29T02:25:01.713Z
dMGVpG7Esm,79,78,79,39,24,26.34,,0,0,21June2024,2024-08-28 20:29:00,0,2024-08-29T02:29:00Z,2024-08-29T02:30:02.331Z,2024-08-29T02:30:02.331Z
anB0ybR7dC,79,77,79,37,22,26.35,135.0,1,0,21June2024,2024-08-28 20:34:00,0,2024-08-29T02:34:00Z,2024-08-29T02:35:02.035Z,2024-08-29T02:35:02.035Z
bD9GEjonUE,78,77,78,38,24,26.35,,0,0,21June2024,2024-08-28 20:39:00,0,2024-08-29T02:39:00Z,2024-08-29T02:40:01.555Z,2024-08-29T02:40:01.555Z
hMrcLMDLTu,78,76,78,39,25,26.35,,0,0,21June2024,2024-08-28 20:44:00,0,2024-08-29T02:44:00Z,2024-08-29T02:45:02.288Z,2024-08-29T02:45:02.288Z
aZhEODLtrL,77,75,77,41,28,26.35,,0,0,21June2024,2024-08-28 20:49:00,0,2024-08-29T02:49:00Z,2024-08-29T02:50:01.643Z,2024-08-29T02:50:01.643Z
HsJDUXT4bh,76,74,76,39,27,26.35,,0,0,21June2024,2024-08-28 20:54:00,0,2024-08-29T02:54:00Z,2024-08-29T02:55:02.357Z,2024-08-29T02:55:02.357Z
Hh2BkzLJcK,75,74,75,41,30,26.36,,0,0,21June2024,2024-08-28 20:59:00,0,2024-08-29T02:59:00Z,2024-08-29T03:00:02.015Z,2024-08-29T03:00:02.015Z
WBBN24UDFH,75,74,75,43,32,26.35,,0,0,21June2024,2024-08-28 21:04:00,0,2024-08-29T03:04:00Z,2024-08-29T03:05:01.637Z,2024-08-29T03:05:01.637Z
a7HudmgEyn,74,73,74,45,35,26.36,,0,0,21June2024,2024-08-28 21:09:00,0,2024-08-29T03:09:00Z,2024-08-29T03:10:01.489Z,2024-08-29T03:10:01.489Z
REeDDiOIm8,75,73,75,45,35,26.36,,0,0,21June2024,2024-08-28 21:14:00,0,2024-08-29T03:14:00Z,2024-08-29T03:15:01.852Z,2024-08-29T03:15:01.852Z
T7TYJsS9O6,74,72,74,44,34,26.36,,0,0,21June2024,2024-08-28 21:19:00,0,2024-08-29T03:19:00Z,2024-08-29T03:20:01.452Z,2024-08-29T03:20:01.452Z
0Q07hfA94E,74,73,74,45,35,26.36,,0,0,21June2024,2024-08-28 21:24:00,0,2024-08-29T03:24:00Z,2024-08-29T03:25:02.224Z,2024-08-29T03:25:02.224Z
5NdbKUYnK8,73,71,73,44,36,26.36,225.0,1,0,21June2024,2024-08-28 21:29:00,0,2024-08-29T03:29:00Z,2024-08-29T03:30:01.760Z,2024-08-29T03:30:01.760Z
6uJCLHQHke,73,72,73,43,34,26.37,135.0,3,0,21June2024,2024-08-28 21:34:00,0,2024-08-29T03:34:00Z,2024-08-29T03:35:01.988Z,2024-08-29T03:35:01.988Z
seXh3ugQ4V,73,72,73,41,31,26.36,158.0,1,0,21June2024,2024-08-28 21:39:00,0,2024-08-29T03:39:00Z,2024-08-29T03:40:01.544Z,2024-08-29T03:40:01.544Z
wYwPQS0iRu,74,73,74,40,29,26.36,,0,0,21June2024,2024-08-28 21:44:00,0,2024-08-29T03:44:00Z,2024-08-29T03:45:01.444Z,2024-08-29T03:45:01.444Z
LLS4GiHYbQ,74,72,74,42,32,26.36,158.0,2,0,21June2024,2024-08-28 21:49:00,0,2024-08-29T03:49:00Z,2024-08-29T03:50:02.297Z,2024-08-29T03:50:02.297Z
ajqTHGPARL,73,71,73,43,35,26.36,270.0,3,0,21June2024,2024-08-28 21:54:00,0,2024-08-29T03:54:00Z,2024-08-29T03:55:01.846Z,2024-08-29T03:55:01.846Z
