objectId,temp_out_F,heat_index_F,wind_chill_F,dew_point_F,humidity,barometer,winddir,windspeed,rain_rate,code_version,sampleTime,solarrad_Wm2,observationtime,createdAt,updatedAt
ISiy2JtohS,81,79,81,38,22,26.53,135.0,2,0,21June2024,2024-08-27 17:59:00,54,2024-08-27T23:59:00Z,2024-08-28T00:00:02.139Z,2024-08-28T00:00:02.139Z
IwHn2FS0Z2,81,79,81,38,22,26.52,180.0,3,0,21June2024,2024-08-27 18:04:00,52,2024-08-28T00:04:00Z,2024-08-28T00:05:02.292Z,2024-08-28T00:05:02.292Z
wldShOm62e,80,79,80,39,23,26.53,135.0,3,0,21June2024,2024-08-27 18:09:00,51,2024-08-28T00:09:00Z,2024-08-28T00:10:01.664Z,2024-08-28T00:10:01.664Z
hg1Ehw54QL,80,79,80,38,22,26.52,45.0,2,0,21June2024,2024-08-27 18:14:00,49,2024-08-28T00:14:00Z,2024-08-28T00:15:01.548Z,2024-08-28T00:15:01.548Z
89ArjgrwXx,80,78,80,39,23,26.52,68.0,3,0,21June2024,2024-08-27 18:19:00,49,2024-08-28T00:19:00Z,2024-08-28T00:20:01.492Z,2024-08-28T00:20:01.492Z
9yPf1YFbES,80,78,80,37,22,26.52,112.0,3,0,21June2024,2024-08-27 18:24:00,46,2024-08-28T00:24:00Z,2024-08-28T00:25:02.045Z,2024-08-28T00:25:02.045Z
6S1wHdoPOD,79,78,79,37,22,26.52,68.0,2,0,21June2024,2024-08-27 18:29:00,44,2024-08-28T00:29:00Z,2024-08-28T00:30:01.532Z,2024-08-28T00:30:01.532Z
aMxYo4gO8K,79,78,79,38,23,26.52,135.0,3,0,21June2024,2024-08-27 18:34:00,42,2024-08-28T00:34:00Z,2024-08-28T00:35:01.803Z,2024-08-28T00:35:01.803Z
p1bvkQh5oo,79,78,79,37,22,26.52,112.0,2,0,21June2024,2024-08-27 18:39:00,40,2024-08-28T00:39:00Z,2024-08-28T00:40:02.370Z,2024-08-28T00:40:02.370Z
ez6N6qjIfU,79,77,79,38,23,26.52,90.0,2,0,21June2024,2024-08-27 18:44:00,39,2024-08-28T00:44:00Z,2024-08-28T00:45:01.510Z,2024-08-28T00:45:01.510Z
oz5yIJpRtI,78,77,78,38,23,26.52,90.0,2,0,21June2024,2024-08-27 18:49:00,35,2024-08-28T00:49:00Z,2024-08-28T00:50:02.437Z,2024-08-28T00:50:02.437Z
G0EZNh4OOY,79,77,79,38,23,26.52,90.0,1,0,21June2024,2024-08-27 18:54:00,33,2024-08-28T00:54:00Z,2024-08-28T00:55:02.048Z,2024-08-28T00:55:02.048Z
E7HNrP1YHu,78,77,78,38,24,26.52,135.0,3,0,21June2024,2024-08-27 18:59:00,32,2024-08-28T00:59:00Z,2024-08-28T01:00:01.749Z,2024-08-28T01:00:01.749Z
MeLauczFSl,78,77,78,38,24,26.52,90.0,1,0,21June2024,2024-08-27 19:04:00,42,2024-08-28T01:04:00Z,2024-08-28T01:05:01.655Z,2024-08-28T01:05:01.655Z
uelk42uGa4,78,77,78,39,25,26.52,112.0,1,0,21June2024,2024-08-27 19:09:00,34,2024-08-28T01:09:00Z,2024-08-28T01:10:01.467Z,2024-08-28T01:10:01.467Z
gUhYFD3ea3,78,76,78,39,25,26.52,112.0,1,0,21June2024,2024-08-27 19:14:00,23,2024-08-28T01:14:00Z,2024-08-28T01:15:01.792Z,2024-08-28T01:15:01.792Z
B3jPiETVSv,77,76,77,40,26,26.52,112.0,1,0,21June2024,2024-08-27 19:19:00,18,2024-08-28T01:19:00Z,2024-08-28T01:20:01.526Z,2024-08-28T01:20:01.526Z
u5IMh42t9G,77,76,77,40,26,26.52,,0,0,21June2024,2024-08-27 19:24:00,11,2024-08-28T01:24:00Z,2024-08-28T01:25:01.530Z,2024-08-28T01:25:01.530Z
Z0ru4lDF0C,77,75,77,39,26,26.52,,0,0,21June2024,2024-08-27 19:29:00,7,2024-08-28T01:29:00Z,2024-08-28T01:30:02.127Z,2024-08-28T01:30:02.127Z
EMOsmogT2J,76,75,76,40,27,26.52,,0,0,21June2024,2024-08-27 19:34:00,5,2024-08-28T01:34:00Z,2024-08-28T01:35:02.237Z,2024-08-28T01:35:02.237Z
lklDUXypIi,76,74,76,40,28,26.52,,0,0,21June2024,2024-08-27 19:39:00,0,2024-08-28T01:39:00Z,2024-08-28T01:40:02.017Z,2024-08-28T01:40:02.017Z
Fo2B7DM6ej,75,74,75,41,29,26.52,,0,0,21June2024,2024-08-27 19:44:00,0,2024-08-28T01:44:00Z,2024-08-28T01:45:02.021Z,2024-08-28T01:45:02.021Z
7n63Jq3tLH,75,74,75,41,30,26.52,,0,0,21June2024,2024-08-27 19:49:00,0,2024-08-28T01:49:00Z,2024-08-28T01:50:02.132Z,2024-08-28T01:50:02.132Z
C40fSbhEzB,74,73,74,42,31,26.52,,0,0,21June2024,2024-08-27 19:54:00,0,2024-08-28T01:54:00Z,2024-08-28T01:55:02.050Z,2024-08-28T01:55:02.050Z
5BY13P88iw,73,72,73,42,32,26.52,,0,0,21June2024,2024-08-27 19:59:00,0,2024-08-28T01:59:00Z,2024-08-28T02:00:01.702Z,2024-08-28T02:00:01.702Z
LOXc60bu18,73,71,73,42,33,26.52,,0,0,21June2024,2024-08-27 20:04:00,0,2024-08-28T02:04:00Z,2024-08-28T02:05:02.008Z,2024-08-28T02:05:02.008Z
afprQaXlsX,72,70,72,41,33,26.52,,0,0,21June2024,2024-08-27 20:09:00,0,2024-08-28T02:09:00Z,2024-08-28T02:10:02.403Z,2024-08-28T02:10:02.403Z
8zREnKCMIh,72,71,72,42,34,26.53,,0,0,21June2024,2024-08-27 20:14:00,0,2024-08-28T02:14:00Z,2024-08-28T02:15:01.836Z,2024-08-28T02:15:01.836Z
tD9SZuX0zb,72,70,72,42,34,26.53,,0,0,21June2024,2024-08-27 20:19:00,0,2024-08-28T02:19:00Z,2024-08-28T02:20:02.322Z,2024-08-28T02:20:02.322Z
GKkAwQSIq8,72,70,72,41,33,26.53,,0,0,21June2024,2024-08-27 20:24:00,0,2024-08-28T02:24:00Z,2024-08-28T02:25:02.324Z,2024-08-28T02:25:02.324Z
I6RHS8OaNy,72,70,72,44,36,26.53,,0,0,21June2024,2024-08-27 20:29:00,0,2024-08-28T02:29:00Z,2024-08-28T02:30:02.308Z,2024-08-28T02:30:02.308Z
T9Mf2VghFy,71,70,71,43,36,26.53,315.0,1,0,21June2024,2024-08-27 20:34:00,0,2024-08-28T02:34:00Z,2024-08-28T02:35:02.343Z,2024-08-28T02:35:02.343Z
k3CmW6dWCe,72,70,72,42,34,26.53,315.0,1,0,21June2024,2024-08-27 20:39:00,0,2024-08-28T02:39:00Z,2024-08-28T02:40:01.895Z,2024-08-28T02:40:01.895Z
Ljas3CWRGo,72,70,72,42,34,26.53,315.0,1,0,21June2024,2024-08-27 20:44:00,0,2024-08-28T02:44:00Z,2024-08-28T02:45:01.629Z,2024-08-28T02:45:01.629Z
TJvDwXtnCs,72,70,72,42,34,26.53,315.0,1,0,21June2024,2024-08-27 20:49:00,0,2024-08-28T02:49:00Z,2024-08-28T02:50:01.436Z,2024-08-28T02:50:01.436Z
joQaI90k0n,71,70,71,42,35,26.53,,0,0,21June2024,2024-08-27 20:54:00,0,2024-08-28T02:54:00Z,2024-08-28T02:55:02.085Z,2024-08-28T02:55:02.085Z
