timestamp,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,fan
2024-07-01 15:15:36.028558,26.25,27.0,27.25,27.5,27.25,25.0,26.0,26.25,,,,,True
2024-07-01 15:15:44.028811,26.25,27.25,27.25,27.75,27.5,25.0,26.0,26.25,,,,,True
2024-07-01 15:15:52.040732,26.25,27.25,27.25,27.75,27.5,25.25,26.0,21.5,,,,,True
2024-07-01 15:16:00.028757,26.25,27.0,27.25,27.75,27.5,25.25,25.75,26.25,,,,,True
2024-07-01 15:16:08.028586,26.25,27.25,27.25,27.5,27.25,25.25,25.75,26.25,,,,,True
2024-07-01 15:16:16.028738,26.25,27.0,27.25,27.5,27.25,25.5,25.75,26.25,,,,,True
2024-07-01 15:16:24.029044,26.25,27.0,27.25,27.5,27.25,25.5,25.75,26.25,,,,,True
2024-07-01 15:16:32.028663,26.25,27.0,27.25,27.5,27.25,25.5,25.75,26.25,,,,,True
2024-07-01 15:16:40.028603,26.25,27.0,27.25,27.75,27.5,25.25,26.0,26.25,,,,,True
2024-07-01 15:16:48.041689,26.25,27.0,27.25,27.75,27.25,25.5,26.25,26.25,,,,,True
2024-07-01 15:16:56.028647,26.25,27.0,27.25,27.75,27.5,25.5,26.25,26.25,,,,,True
2024-07-01 15:17:04.028936,26.25,27.0,27.25,27.75,27.5,25.25,26.25,26.25,,,,,True
2024-07-01 15:17:12.028639,26.25,27.0,27.5,27.75,27.5,24.75,25.75,26.25,,,,,True
2024-07-01 15:17:20.028765,26.25,27.25,27.25,27.75,27.25,24.75,26.0,26.25,,,,,True
2024-07-01 15:17:28.028627,26.25,27.25,27.5,27.75,27.5,25.0,25.25,26.5,,,,,True
2024-07-01 15:17:36.028638,26.25,27.25,27.25,27.75,27.5,25.25,26.5,26.5,,,,,True
2024-07-01 15:17:44.028709,26.25,27.25,27.25,27.75,27.5,21.5,26.5,26.5,,,,,True
2024-07-01 15:17:52.042618,26.25,27.25,27.25,27.75,27.5,25.0,25.75,26.25,,,,,True
2024-07-01 15:18:00.029036,26.25,27.25,27.25,27.75,27.5,25.0,25.75,26.25,,,,,True
2024-07-01 15:18:08.029021,26.25,27.25,27.5,27.75,27.5,25.0,26.0,26.25,,,,,True
2024-07-01 15:18:16.028723,26.25,27.25,27.25,27.75,27.25,24.75,25.75,26.25,,,,,True
2024-07-01 15:18:24.028956,26.25,27.25,27.25,27.75,27.5,24.75,26.0,26.5,,,,,True
2024-07-01 15:18:32.029028,26.25,27.25,27.25,27.75,27.25,25.0,25.75,26.25,,,,,True
2024-07-01 15:18:40.028748,26.25,27.0,27.25,27.75,27.5,25.0,25.75,26.25,,,,,True
2024-07-01 15:18:48.043411,26.25,27.0,27.25,27.75,27.5,25.0,25.75,26.25,,,,,True
2024-07-01 15:18:56.028830,26.25,27.0,27.5,27.75,27.5,24.75,26.0,26.5,,,,,True
2024-07-01 15:19:04.028600,26.25,27.25,27.25,27.75,27.5,25.0,26.75,27.0,,,,,True
2024-07-01 15:19:12.028704,26.25,27.0,27.5,27.75,27.5,25.25,27.0,27.0,,,,,True
2024-07-01 15:19:20.028676,26.25,27.25,27.5,27.75,27.5,25.25,26.75,26.75,,,,,True
2024-07-01 15:19:28.028595,26.25,27.25,27.5,27.75,27.5,25.0,25.25,27.0,,,,,True
2024-07-01 15:19:36.028743,26.25,27.25,27.25,27.75,27.5,25.0,26.25,26.75,,,,,True
2024-07-01 15:19:44.028625,26.25,27.5,27.25,28.0,27.5,25.0,26.25,26.75,,,,,True
2024-07-01 15:19:52.044299,26.25,27.25,27.5,27.75,27.5,25.0,26.25,26.5,,,,,True
2024-07-01 15:20:00.028846,26.25,27.25,27.5,27.75,27.5,25.0,26.5,26.5,,,,,True
2024-07-01 15:20:08.028965,26.25,27.25,27.5,28.0,27.5,24.75,26.25,26.5,,,,,True
2024-07-01 15:20:16.028910,26.25,27.5,27.25,27.75,27.5,25.0,26.25,26.75,,,,,True
2024-07-01 15:20:24.028776,26.25,27.25,27.5,27.75,27.5,25.0,26.5,26.75,,,,,True
2024-07-01 15:20:32.028762,26.25,27.25,27.5,27.75,27.5,25.0,26.75,26.75,,,,,True
2024-07-01 15:20:40.028749,26.25,27.25,27.5,28.0,27.5,25.25,27.0,27.0,,,,,True
2024-07-01 15:20:48.045729,26.25,27.25,27.5,27.75,27.5,25.5,27.5,27.5,,,,,True
2024-07-01 15:20:56.028703,26.25,27.5,27.25,27.75,27.5,25.0,26.5,27.25,,,,,True
2024-07-01 15:21:04.028839,26.25,27.5,27.5,27.75,27.5,25.25,26.25,26.75,,,,,True
2024-07-01 15:21:12.028895,26.25,27.5,27.5,28.0,27.75,25.0,26.75,27.0,,,,,True
2024-07-01 15:21:20.029460,26.25,27.5,27.5,28.0,27.5,25.25,26.75,26.75,,,,,True
2024-07-01 15:21:28.028914,26.25,27.5,27.5,27.75,27.5,25.0,25.0,26.75,,,,,True
2024-07-01 15:21:36.028994,26.25,27.5,27.5,28.0,27.5,25.0,26.5,26.75,,,,,True
2024-07-01 15:21:44.028653,26.0,27.5,27.5,28.0,27.5,25.0,26.5,26.75,,,,,True
2024-07-01 15:21:52.046177,26.0,27.5,27.5,28.0,27.75,25.0,26.5,26.75,,,,,True
2024-07-01 15:22:00.028679,26.25,27.5,27.5,28.0,27.75,25.0,26.5,26.75,,,,,True
2024-07-01 15:22:08.029088,26.25,27.5,27.5,28.0,27.5,24.75,26.5,26.75,,,,,True
2024-07-01 15:22:16.028778,26.0,27.5,27.5,28.0,27.75,24.75,26.5,26.5,,,,,True
2024-07-01 15:22:24.028825,26.25,27.5,27.5,28.0,27.75,25.0,26.5,26.5,,,,,True
2024-07-01 15:22:32.028724,26.0,27.5,27.5,28.0,27.75,25.25,26.25,26.25,,,,,True
2024-07-01 15:22:40.029085,26.25,27.5,27.5,28.0,27.5,25.25,26.5,26.25,,,,,True
2024-07-01 15:22:48.047358,26.25,27.25,27.5,28.0,27.75,25.25,26.5,26.25,,,,,True
2024-07-01 15:22:56.028931,26.25,27.5,27.5,28.0,27.75,25.25,26.25,26.25,,,,,True
2024-07-01 15:23:04.028631,26.25,27.25,27.5,28.0,27.75,25.0,26.5,26.25,,,,,True
2024-07-01 15:23:12.028869,26.25,27.25,27.5,28.0,27.75,25.0,26.25,26.25,,,,,True
2024-07-01 15:23:20.028838,26.0,27.25,27.5,28.0,27.75,25.0,26.25,26.25,,,,,True
2024-07-01 15:23:28.028889,26.0,27.25,27.5,28.0,27.75,25.25,25.0,26.25,,,,,True
2024-07-01 15:23:36.028585,26.25,27.25,27.5,28.0,27.75,25.0,26.25,26.25,,,,,True
2024-07-01 15:23:44.028676,26.25,27.25,27.5,28.0,27.25,25.0,25.5,26.0,,,,,True
2024-07-01 15:23:52.047584,26.25,27.0,27.5,28.0,27.5,25.0,25.5,26.0,,,,,True
2024-07-01 15:24:00.028693,26.25,27.25,27.5,28.0,27.5,25.0,25.75,26.0,,,,,True
2024-07-01 15:24:08.028604,26.25,27.0,27.5,27.75,27.5,25.0,25.75,26.0,,,,,True
2024-07-01 15:24:16.028713,26.25,27.0,27.5,28.0,27.5,25.25,25.75,26.0,,,,,True
2024-07-01 15:24:24.028756,26.25,27.0,27.5,28.0,27.5,25.25,26.0,26.25,,,,,True
2024-07-01 15:24:32.028772,26.25,27.0,27.5,28.0,27.5,25.0,26.0,26.0,,,,,True
2024-07-01 15:24:40.028691,26.25,27.0,27.5,28.0,27.5,24.5,25.75,26.0,,,,,True
2024-07-01 15:24:48.048732,26.0,27.0,27.5,27.75,27.5,24.75,25.5,26.0,,,,,True
2024-07-01 15:24:56.028909,26.25,27.0,27.25,28.0,27.5,24.75,25.5,26.0,,,,,True
2024-07-01 15:25:04.028549,26.25,27.0,27.5,27.75,27.5,24.5,25.25,25.75,,,,,True
2024-07-01 15:25:12.028645,26.25,27.0,27.25,28.0,27.25,24.5,25.0,25.75,,,,,True
2024-07-01 15:25:20.028686,26.25,27.0,27.5,27.75,27.5,24.5,25.25,25.75,,,,,True
2024-07-01 15:25:28.028853,26.25,26.75,27.25,27.75,27.25,24.5,25.5,22.0,,,,,True
2024-07-01 15:25:36.028948,26.25,26.75,27.25,27.75,27.25,24.75,25.5,25.75,,,,,True
2024-07-01 15:25:44.028699,26.25,26.75,27.25,27.75,27.25,24.5,25.5,25.75,,,,,True
2024-07-01 15:25:52.050290,26.25,26.75,27.25,27.75,27.5,24.5,25.5,25.75,,,,,True
2024-07-01 15:26:00.028629,26.0,27.0,27.25,27.75,27.25,24.5,25.0,25.75,,,,,True
2024-07-01 15:26:08.028705,26.0,26.75,27.25,27.75,27.5,24.25,25.25,25.75,,,,,True
2024-07-01 15:26:16.029145,26.0,26.75,27.25,27.75,27.25,24.25,25.25,25.75,,,,,True
2024-07-01 15:26:24.028770,26.0,26.75,27.25,27.75,27.25,24.25,25.5,25.75,,,,,True
2024-07-01 15:26:32.028782,26.0,26.75,27.25,27.75,27.25,24.5,25.25,25.5,,,,,True
2024-07-01 15:26:40.028690,26.0,26.75,27.25,27.75,27.25,24.5,25.0,25.5,,,,,True
2024-07-01 15:26:48.050867,26.0,26.75,27.25,27.75,27.25,24.5,25.0,25.5,,,,,True
2024-07-01 15:26:56.028637,26.0,26.75,27.25,27.75,27.25,24.5,25.0,25.75,,,,,True
2024-07-01 15:27:04.028594,26.0,26.75,27.25,27.75,27.25,24.5,25.25,25.5,,,,,True
2024-07-01 15:27:12.028753,26.0,26.75,27.25,27.75,27.25,24.25,25.25,25.5,,,,,True
2024-07-01 15:27:20.028713,26.0,26.75,27.25,27.75,27.25,24.0,25.0,25.5,,,,,True
2024-07-01 15:27:28.028768,26.0,26.75,27.25,27.5,27.0,24.25,24.75,24.75,,,,,True
2024-07-01 15:27:36.028846,26.0,26.75,27.25,27.75,27.25,24.25,25.0,25.5,,,,,True
2024-07-01 15:27:44.028688,26.0,26.75,27.25,27.75,27.25,15.0,25.25,25.5,,,,,True
2024-07-01 15:27:52.051724,26.0,26.75,27.25,27.5,27.25,24.5,25.25,25.5,,,,,True
2024-07-01 15:28:00.029260,26.0,26.75,27.25,27.75,27.25,24.5,25.5,25.75,,,,,True
2024-07-01 15:28:08.028756,26.0,26.75,27.25,27.5,27.25,24.75,25.25,25.75,,,,,True
2024-07-01 15:28:16.028954,25.75,26.75,27.25,27.5,27.25,24.25,25.5,25.5,,,,,True
2024-07-01 15:28:24.028793,26.0,26.75,27.25,27.5,27.25,24.5,25.25,25.5,,,,,True
2024-07-01 15:28:32.029063,26.0,26.75,27.0,27.5,27.25,24.5,25.0,25.5,,,,,True
2024-07-01 15:28:40.028810,26.0,26.5,27.25,27.5,27.25,24.5,25.0,25.5,,,,,True
2024-07-01 15:28:48.052605,26.0,26.75,27.0,27.5,27.0,24.5,25.0,25.5,,,,,True
2024-07-01 15:28:56.028795,25.75,26.5,27.0,27.5,27.25,24.25,25.0,25.5,,,,,True
2024-07-01 15:29:04.028676,26.0,26.5,27.25,27.5,27.0,23.75,24.5,25.25,,,,,True
2024-07-01 15:29:12.028729,25.75,26.5,27.0,27.5,27.0,23.75,24.5,25.25,,,,,True
2024-07-01 15:29:20.028772,25.75,26.5,27.0,27.5,27.0,23.5,24.25,25.0,,,,,True
2024-07-01 15:29:28.028766,25.75,26.5,27.0,27.5,27.0,23.75,24.5,22.75,,,,,True
2024-07-01 15:29:36.028760,25.75,26.5,27.0,27.5,26.75,24.0,24.25,25.0,,,,,True
2024-07-01 15:29:44.028748,25.75,26.5,27.0,27.25,26.75,23.5,24.25,25.0,,,,,True
2024-07-01 15:29:52.053930,25.75,26.5,27.0,27.25,26.75,23.75,24.0,25.0,,,,,True
2024-07-01 15:30:00.028880,25.75,26.25,27.0,27.25,26.75,23.5,24.0,24.75,,,,,True
2024-07-01 15:30:08.029134,25.75,26.25,26.75,27.25,26.75,23.75,24.0,24.75,,,,,True
2024-07-01 15:30:16.028764,26.0,26.25,26.75,27.25,26.75,23.75,24.0,24.75,,,,,True
2024-07-01 15:30:24.029068,25.75,26.25,26.75,27.25,26.75,23.75,24.25,24.75,,,,,True
2024-07-01 15:30:32.028811,25.75,26.25,26.75,27.25,26.75,23.75,24.25,25.0,,,,,True
2024-07-01 15:30:40.028894,25.75,26.25,26.75,27.25,26.75,23.75,24.25,24.75,,,,,True
2024-07-01 15:30:48.054259,25.75,26.25,26.75,27.25,26.75,23.75,24.25,24.75,,,,,True
2024-07-01 15:30:56.029404,25.75,26.25,26.75,27.25,26.75,23.75,24.5,25.0,,,,,True
2024-07-01 15:31:04.028821,25.75,26.25,26.75,27.25,26.75,23.75,24.75,25.0,,,,,True
2024-07-01 15:31:12.028816,25.5,26.25,26.75,27.25,26.75,23.75,24.75,25.0,,,,,True
2024-07-01 15:31:20.028812,25.5,26.25,26.75,27.0,26.75,23.75,24.75,25.0,,,,,True
2024-07-01 15:31:28.028941,25.5,26.25,26.75,27.25,26.5,23.75,24.25,24.75,,,,,True
2024-07-01 15:31:36.029931,25.25,26.25,26.75,27.0,26.5,23.5,23.75,24.75,,,,,True
2024-07-01 15:31:44.028791,25.5,26.0,26.75,27.0,26.5,12.25,23.75,24.75,,,,,True
2024-07-01 15:31:52.055238,25.5,26.0,26.75,27.0,26.5,23.5,24.0,24.75,,,,,True
2024-07-01 15:32:00.029048,25.5,26.0,26.75,27.0,26.5,23.5,24.25,24.75,,,,,True
2024-07-01 15:32:08.029135,25.5,26.0,26.5,27.0,26.5,23.25,24.0,24.75,,,,,True
2024-07-01 15:32:16.029422,25.5,26.25,26.5,27.0,26.5,23.25,23.75,24.75,,,,,True
2024-07-01 15:32:24.028651,25.5,26.25,26.5,27.0,26.25,23.25,23.75,24.5,,,,,True
2024-07-01 15:32:32.028842,25.25,26.0,26.5,27.0,26.25,23.0,23.5,24.5,,,,,True
2024-07-01 15:32:40.028709,25.25,26.0,26.5,27.0,26.25,22.75,23.5,24.5,,,,,True
2024-07-01 15:32:48.055999,25.25,26.0,26.5,27.0,26.25,22.5,23.5,24.5,,,,,True
2024-07-01 15:32:56.028668,25.25,26.25,26.5,27.0,26.25,22.75,23.75,24.5,,,,,True
2024-07-01 15:33:04.028772,25.0,26.0,26.5,27.0,26.25,22.75,23.5,24.5,,,,,True
2024-07-01 15:33:12.029101,25.0,26.0,26.5,27.0,26.25,23.0,23.75,24.5,,,,,True
2024-07-01 15:33:20.028714,25.25,26.0,26.5,27.0,26.25,22.75,23.75,24.5,,,,,True
2024-07-01 15:33:28.028714,25.25,26.0,26.5,27.0,26.25,23.0,23.75,24.5,,,,,True
2024-07-01 15:33:36.029301,23.75,26.0,26.5,27.0,26.25,23.25,24.0,24.5,,,,,True
2024-07-01 15:33:44.028778,25.25,26.0,26.5,27.0,26.25,23.25,23.75,24.5,,,,,True
2024-07-01 15:33:52.056667,25.25,26.0,26.5,27.0,26.25,23.0,23.75,24.5,,,,,True
2024-07-01 15:34:00.028654,25.25,26.0,26.5,26.75,26.25,22.5,23.5,24.25,,,,,True
2024-07-01 15:34:08.029454,25.0,26.0,26.5,26.75,26.0,22.75,23.5,24.5,,,,,True
2024-07-01 15:34:16.029175,25.0,26.0,26.5,26.75,26.0,22.75,23.75,24.5,,,,,True
2024-07-01 15:34:24.028922,25.0,26.0,26.5,26.75,26.0,22.75,23.5,24.5,,,,,True
2024-07-01 15:34:32.028663,25.0,25.75,26.5,26.75,26.0,22.75,23.75,24.25,,,,,True
2024-07-01 15:34:40.028888,24.75,26.0,26.5,26.75,26.0,22.75,23.75,24.5,,,,,True
2024-07-01 15:34:48.057524,25.0,19.25,26.25,26.75,26.25,22.75,23.75,24.5,,,,,True
2024-07-01 15:34:56.028832,25.0,26.0,26.5,26.75,26.0,23.0,24.0,24.5,,,,,True
2024-07-01 15:35:04.029103,25.0,25.75,26.5,26.75,26.0,22.75,23.75,24.25,,,,,True
2024-07-01 15:35:12.028860,24.75,25.75,26.5,26.75,26.0,23.0,23.5,24.25,,,,,True
2024-07-01 15:35:20.029042,25.0,25.75,26.25,26.75,26.0,22.75,23.5,24.25,,,,,True
2024-07-01 15:35:28.028648,25.0,25.75,26.25,26.75,26.0,22.75,23.5,24.25,,,,,True
2024-07-01 15:35:36.029091,22.75,25.75,26.25,26.75,26.0,23.0,23.75,24.25,,,,,True
2024-07-01 15:35:44.028934,25.0,25.75,26.25,26.5,26.0,23.0,23.75,24.25,,,,,True
2024-07-01 15:35:52.058555,25.0,25.75,26.25,26.5,26.0,22.75,23.5,24.25,,,,,True
2024-07-01 15:36:00.028832,25.0,25.75,26.25,26.5,26.0,23.0,23.75,24.25,,,,,True
2024-07-01 15:36:08.028794,25.0,25.75,26.25,26.75,26.0,23.0,24.0,24.25,,,,,True
2024-07-01 15:36:16.028941,25.0,25.75,26.25,26.5,26.0,23.0,23.75,24.25,,,,,True
2024-07-01 15:36:24.028767,25.0,25.75,26.25,26.5,26.0,23.0,23.25,24.25,,,,,True
2024-07-01 15:36:32.029035,25.0,25.75,26.25,26.5,25.75,23.0,23.5,24.0,,,,,True
2024-07-01 15:36:40.028867,25.0,25.5,26.25,26.5,26.0,23.0,23.5,24.25,,,,,True
2024-07-01 15:36:48.059982,25.0,19.5,26.25,26.5,25.75,23.25,24.0,24.25,,,,,True
2024-07-01 15:36:56.028719,24.75,25.5,26.25,26.5,26.0,23.0,24.0,24.25,,,,,True
2024-07-01 15:37:04.028715,24.75,25.5,26.25,26.5,26.0,23.0,24.0,24.25,,,,,True
2024-07-01 15:37:12.028717,24.75,25.5,26.25,26.5,26.0,23.0,23.75,24.25,,,,,True
2024-07-01 15:37:20.028833,25.0,25.5,26.25,26.5,26.0,23.0,23.75,24.25,,,,,True
2024-07-01 15:37:28.028694,25.0,25.5,26.25,26.5,26.0,23.0,24.0,24.25,,,,,True
2024-07-01 15:37:36.029194,24.75,23.25,26.25,26.5,26.0,23.0,24.0,24.25,,,,,True
2024-07-01 15:37:44.028766,24.75,25.5,26.25,26.5,26.0,15.25,24.0,24.25,,,,,True
2024-07-01 15:37:52.060299,24.75,25.5,26.25,26.5,26.0,23.0,24.25,24.25,,,,,True
2024-07-01 15:38:00.028829,24.75,25.5,26.25,26.5,26.0,23.0,24.25,24.5,,,,,True
2024-07-01 15:38:08.028999,24.75,25.5,26.25,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:38:16.028957,24.75,25.5,26.25,26.5,26.0,23.0,24.0,24.25,,,,,True
2024-07-01 15:38:24.029117,24.75,25.5,26.25,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:38:32.029197,24.75,25.5,26.0,26.5,26.0,23.25,24.0,24.0,,,,,True
2024-07-01 15:38:40.029035,24.75,25.5,26.25,26.5,26.0,23.25,23.75,24.25,,,,,True
2024-07-01 15:38:48.061447,24.75,25.5,26.0,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:38:56.029500,24.75,25.5,26.0,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:39:04.028712,24.75,25.5,26.0,26.5,26.0,23.0,24.25,24.25,,,,,True
2024-07-01 15:39:12.028810,24.75,25.5,26.0,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:39:20.028695,24.5,25.5,26.0,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:39:28.028948,24.75,25.5,26.0,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:39:36.029169,24.75,22.5,26.0,26.5,26.0,23.25,24.0,24.25,,,,,True
2024-07-01 15:39:44.028836,24.75,25.5,26.0,26.5,25.75,23.0,23.75,24.0,,,,,True
2024-07-01 15:39:52.062554,24.5,25.5,26.0,26.25,25.75,23.0,23.75,24.25,,,,,True
2024-07-01 15:40:00.028984,24.75,25.5,26.0,26.5,25.75,23.0,23.75,24.25,,,,,True
2024-07-01 15:40:08.028812,24.75,25.5,26.0,26.5,26.0,23.0,23.5,24.0,,,,,True
2024-07-01 15:40:16.029021,24.75,25.5,26.0,26.5,25.75,23.0,23.5,24.0,,,,,True
2024-07-01 15:40:24.028883,24.75,25.5,26.0,26.25,25.75,23.25,23.5,24.0,,,,,True
2024-07-01 15:40:32.029015,24.75,25.25,26.0,26.5,25.75,23.0,23.5,24.0,,,,,True
2024-07-01 15:40:40.028794,24.75,25.25,26.0,26.25,25.5,23.0,23.0,24.0,,,,,True
2024-07-01 15:40:48.063236,24.75,25.0,26.0,26.0,25.5,23.0,23.0,23.75,,,,,True
2024-07-01 15:40:56.028923,24.75,25.0,25.75,26.0,25.5,23.0,23.25,23.75,,,,,True
2024-07-01 15:41:04.028932,24.75,25.0,26.0,26.25,25.75,23.0,23.5,24.0,,,,,True
2024-07-01 15:41:12.028774,24.5,25.0,26.0,26.25,25.75,23.0,23.5,24.0,,,,,True
2024-07-01 15:41:20.029031,24.5,25.0,26.0,26.0,25.75,23.0,23.75,24.0,,,,,True
2024-07-01 15:41:28.028794,24.5,25.0,25.75,26.25,25.5,23.0,23.5,24.0,,,,,True
2024-07-01 15:41:36.028765,24.5,25.0,25.5,26.25,25.5,23.0,23.25,23.75,,,,,True
2024-07-01 15:41:44.028820,24.75,25.0,26.0,26.25,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:41:52.063888,24.75,25.0,25.75,26.25,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:42:00.028646,24.75,25.0,25.75,26.0,25.5,23.0,23.5,24.0,,,,,True
2024-07-01 15:42:08.028694,24.75,24.75,25.75,26.25,25.5,23.0,23.25,23.75,,,,,True
2024-07-01 15:42:16.028749,24.75,25.0,25.75,26.0,25.5,22.75,23.0,23.75,,,,,True
2024-07-01 15:42:24.028727,24.75,24.75,25.75,26.0,25.25,23.0,23.0,23.75,,,,,True
2024-07-01 15:42:32.028681,24.75,24.75,25.75,26.0,25.5,22.75,23.0,23.75,,,,,True
2024-07-01 15:42:40.028869,24.5,24.75,25.75,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:42:48.064579,24.5,24.5,25.75,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:42:56.028809,24.5,24.75,25.75,26.0,25.5,23.0,23.25,23.75,,,,,True
2024-07-01 15:43:04.028713,24.5,24.75,25.75,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:43:12.028793,24.5,24.75,25.75,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:43:20.028968,24.5,24.75,25.75,26.0,25.5,23.0,23.25,23.75,,,,,True
2024-07-01 15:43:28.028759,24.75,24.75,25.75,26.0,25.5,23.0,23.25,23.75,,,,,True
2024-07-01 15:43:36.028712,24.5,24.75,24.5,26.0,25.5,23.0,23.25,23.75,,,,,True
2024-07-01 15:43:44.028848,24.5,24.75,25.75,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:43:52.065729,24.5,24.75,25.5,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:44:00.029184,24.5,24.75,25.75,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:44:08.028731,24.5,24.75,25.75,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:44:16.029009,24.5,24.75,25.5,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:44:24.028718,24.5,24.75,25.75,26.0,25.5,22.5,23.25,23.75,,,,,True
2024-07-01 15:44:32.028918,24.5,24.75,25.75,26.0,25.5,22.5,23.25,23.75,,,,,True
2024-07-01 15:44:40.028854,24.5,24.75,25.75,26.0,25.25,22.75,23.25,23.75,,,,,True
2024-07-01 15:44:48.066780,24.5,24.75,25.5,26.0,25.5,22.75,23.25,23.75,,,,,True
2024-07-01 15:44:56.028901,24.5,24.75,25.5,25.75,25.25,22.75,23.25,23.75,,,,,True
2024-07-01 15:45:04.028933,24.5,24.75,25.5,26.0,25.5,22.5,23.25,23.75,,,,,True
2024-07-01 15:45:12.028683,24.5,24.75,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:45:20.028798,24.5,24.75,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:45:28.028714,24.5,24.75,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:45:36.028895,24.5,24.75,22.75,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:45:44.029325,24.5,24.5,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:45:52.067636,24.5,24.5,25.5,25.75,25.25,22.5,22.75,23.5,,,,,True
2024-07-01 15:46:00.028988,24.5,24.5,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:46:08.028823,24.5,24.5,25.5,25.75,25.0,22.5,22.75,23.5,,,,,True
2024-07-01 15:46:16.028776,24.5,24.5,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:46:24.028944,24.5,24.5,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
2024-07-01 15:46:32.028740,24.25,24.5,25.5,25.5,25.25,22.25,22.75,23.5,,,,,True
2024-07-01 15:46:40.029189,24.25,24.5,25.5,25.75,25.0,22.25,23.0,23.75,,,,,True
2024-07-01 15:46:48.068532,24.25,24.5,25.5,25.75,25.25,22.5,23.0,23.5,,,,,True
