UnixTime,BattT,BFGcurrent
1704240013,45.01,-6.05
1704240027,45.01,-6.05
1704240042,45.01,-2.93
1704240057,45.01,-6.05
1704240072,45.01,-6.05
1704240087,45.01,-2.93
1704240102,45.01,-6.05
1704240117,45.01,-6.05
1704240132,45.26,-6.05
1704240147,45.26,-6.05
1704240162,45.26,-6.05
1704240177,45.26,-2.93
1704240192,45.26,-6.05
1704240207,45.26,-6.05
1704240222,45.01,-6.05
1704240237,45.01,-6.05
1704240252,45.01,-6.05
1704240267,45.01,-6.05
1704240282,45.01,-6.05
1704240297,45.01,-6.05
1704240312,45.01,0.20
1704240327,45.01,-2.93
1704240342,45.01,-6.05
1704240357,45.01,-2.93
1704240372,45.01,-6.05
1704240387,45.01,-6.05
1704240402,45.01,-2.93
1704240417,45.01,-6.05
1704240432,45.01,-6.05
1704240447,45.01,-2.93
1704240462,45.01,-6.05
1704240477,45.01,-2.93
1704240492,45.01,-6.05
1704240507,45.01,-2.93
1704240522,45.01,-2.93
1704240537,45.01,-2.93
1704240552,45.01,-6.05
1704240567,45.01,0.20
1704240582,45.01,-6.05
1704240597,45.01,-2.93
1704240612,45.01,-6.05
1704240627,45.01,0.20
1704240642,45.01,-6.05
1704240657,45.01,-6.05
1704240672,45.01,-6.05
1704240687,45.01,-2.93
1704240702,45.01,-2.93
1704240717,45.01,-2.93
1704240732,45.01,-2.93
1704240747,45.01,-2.93
1704240762,45.01,-2.93
1704240777,45.01,-6.05
1704240792,45.01,-6.05
1704240807,45.01,-6.05
1704240822,45.01,-6.05
1704240837,45.01,-6.05
1704240852,45.01,-2.93
1704240867,45.01,-6.05
1704240882,45.01,-6.05
1704240897,45.01,-2.93
1704240912,45.01,-2.93
1704240927,45.01,0.20
1704240942,45.01,-6.05
1704240957,45.01,-6.05
1704240972,45.01,-6.05
1704240987,45.01,-6.05
1704241002,45.01,-6.05
1704241017,45.01,-2.93
1704241032,45.01,-2.93
1704241047,45.01,-6.05
1704241062,45.01,-2.93
1704241077,45.01,-6.05
1704241092,45.01,-6.05
1704241107,45.01,-2.93
1704241122,45.01,-6.05
1704241137,45.01,-2.93
1704241152,45.01,-6.05
1704241167,45.01,-2.93
1704241182,45.01,-6.05
1704241197,45.01,-2.93
1704241212,45.01,-6.05
1704241227,45.01,-6.05
1704241242,45.01,-2.93
1704241257,45.01,-2.93
1704241272,45.01,-6.05
1704241287,45.01,-6.05
1704241302,45.01,-6.05
1704241317,45.26,-6.05
1704241332,45.26,-2.93
1704241347,45.51,-6.05
1704241362,45.51,-6.05
1704241377,45.26,-2.93
1704241392,45.26,-6.05
1704241407,45.26,-2.93
1704241422,45.26,-6.05
1704241437,45.26,-2.93
1704241452,45.26,-6.05
1704241467,45.26,-2.93
1704241482,45.26,0.20
1704241497,45.26,-6.05
1704241512,45.26,-6.05
1704241527,45.26,-2.93
1704241542,45.26,-6.05
1704241557,45.01,-2.93
1704241572,45.01,-6.05
1704241587,45.01,-6.05
1704241602,45.01,-6.05
1704241617,45.01,-6.05
1704241632,45.01,-2.93
1704241647,45.01,-6.05
1704241662,45.01,-6.05
1704241677,45.01,-2.93
1704241692,45.01,-2.93
1704241707,45.01,-6.05
1704241722,45.01,-6.05
1704241737,45.01,0.20
1704241752,45.01,-6.05
1704241767,45.01,-6.05
1704241782,45.01,-6.05
1704241797,45.01,-6.05
1704241812,45.01,-2.93
1704241827,45.01,-2.93
1704241842,45.01,-6.05
1704241857,45.01,-6.05
1704241872,45.01,-2.93
1704241887,45.01,-6.05
1704241902,45.01,-2.93
1704241917,45.01,-2.93
1704241932,45.01,-6.05
1704241947,45.01,-6.05
1704241962,45.01,-2.93
1704241977,45.01,-2.93
1704241992,45.01,-2.93
1704242007,45.01,0.20
1704242022,45.01,-6.05
1704242037,45.01,-6.05
1704242052,45.01,-6.05
1704242067,45.01,-6.05
1704242082,45.01,-2.93
1704242097,45.01,-6.05
1704242112,45.01,-6.05
1704242127,45.01,-6.05
1704242142,45.01,-6.05
1704242157,45.01,-6.05
1704242172,45.01,-6.05
1704242187,45.01,-2.93
1704242202,45.01,-6.05
1704242217,45.01,-2.93
1704242232,45.26,-2.93
1704242247,45.26,-6.05
1704242262,45.26,-6.05
1704242277,45.01,-6.05
1704242292,45.01,-6.05
1704242307,45.26,-6.05
1704242322,45.01,0.20
1704242337,45.01,-6.05
1704242352,45.01,-2.93
1704242367,45.26,-6.05
1704242382,45.01,-6.05
1704242397,45.26,-2.93
1704242412,45.01,-2.93
1704242427,45.01,-6.05
1704242442,45.01,-6.05
1704242457,45.26,-6.05
1704242472,45.01,-2.93
1704242487,45.01,-6.05
1704242502,45.26,-6.05
1704242517,45.26,-6.05
1704242532,45.51,-2.93
1704242547,45.51,-6.05
1704242562,45.51,-6.05
1704242577,45.51,-6.05
1704242592,45.51,-2.93
1704242607,45.51,-2.93
1704242622,45.51,-6.05
1704242637,45.26,-6.05
1704242652,45.26,-6.05
1704242667,45.26,-6.05
1704242682,45.26,-2.93
1704242697,45.26,-2.93
1704242712,45.26,-2.93
1704242727,45.26,-2.93
1704242742,45.26,-6.05
1704242757,45.26,-2.93
1704242772,45.26,-6.05
1704242787,45.26,-2.93
1704242802,45.26,-6.05
1704242817,45.26,-2.93
1704242832,45.26,-2.93
1704242847,45.26,-2.93
1704242862,45.26,-6.05
1704242877,45.26,0.20
1704242892,45.26,-2.93
1704242907,45.26,-6.05
1704242922,45.26,-2.93
1704242937,45.26,-6.05
1704242952,45.26,-2.93
1704242967,45.26,-2.93
1704242982,45.26,-2.93
1704242997,45.26,-2.93
1704243012,45.26,-6.05
1704243027,45.26,0.20
1704243042,45.26,-6.05
1704243057,45.26,-2.93
1704243072,45.26,-6.05
1704243087,45.26,-6.05
1704243102,45.26,-2.93
1704243117,45.26,-2.93
1704243132,45.26,-2.93
1704243147,45.26,-2.93
1704243162,45.26,0.20
1704243177,45.26,-6.05
1704243192,45.26,-2.93
1704243207,45.26,-2.93
1704243222,45.26,-6.05
1704243237,45.26,-6.05
1704243252,45.26,-2.93
1704243267,45.26,-2.93
1704243282,45.26,-2.93
1704243297,45.26,-2.93
1704243312,45.26,-6.05
1704243327,45.26,-2.93
1704243342,45.26,-6.05
1704243357,45.26,-6.05
1704243372,45.26,-6.05
1704243387,45.26,0.20
1704243402,45.26,-6.05
1704243417,45.26,-6.05
1704243432,45.26,-6.05
1704243447,45.26,-6.05
1704243462,45.26,-6.05
1704243477,45.26,-2.93
1704243492,45.26,-2.93
1704243507,45.26,-6.05
1704243522,45.26,-6.05
1704243537,45.26,-6.05
1704243552,45.26,-6.05
1704243567,45.26,-6.05
1704243582,45.26,-6.05
1704243597,45.26,-6.05
1704243612,45.26,-2.93
1704243627,45.26,-2.93
1704243642,45.26,-6.05
1704243657,45.26,-2.93
1704243672,45.26,-6.05
1704243687,45.26,-2.93
1704243702,45.26,-6.05
1704243717,45.51,-6.05
1704243732,45.51,-6.05
1704243747,45.51,-6.05
1704243762,45.51,-6.05
1704243777,45.51,-6.05
1704243792,45.51,-2.93
1704243807,45.51,-2.93
1704243822,45.51,-2.93
1704243837,45.51,-6.05
1704243852,45.51,-2.93
1704243867,45.51,-2.93
1704243882,45.51,-2.93
1704243897,45.51,-6.05
1704243912,45.51,-6.05
1704243927,45.51,-6.05
1704243942,45.51,-6.05
1704243957,45.51,-6.05
1704243972,45.26,-6.05
1704243987,45.26,-2.93
1704244002,45.26,-2.93
1704244017,45.26,-2.93
1704244032,45.26,-2.93
1704244047,45.26,-2.93
1704244062,45.26,-6.05
1704244077,45.26,-6.05
1704244092,45.26,-6.05
1704244107,45.26,-2.93
1704244122,45.26,-6.05
1704244137,45.26,-2.93
1704244152,45.26,-2.93
1704244167,45.26,-6.05
1704244182,45.26,-6.05
1704244197,45.26,-6.05
1704244212,45.26,-6.05
1704244227,45.26,-6.05
1704244242,45.26,-6.05
1704244257,45.26,-2.93
1704244272,45.26,-2.93
1704244287,45.26,-2.93
1704244302,45.26,-6.05
1704244317,45.26,-2.93
1704244332,45.26,-6.05
1704244347,45.26,-6.05
1704244362,45.26,-6.05
1704244377,45.26,-6.05
1704244392,45.26,-6.05
1704244407,45.26,-6.05
1704244422,45.26,-6.05
1704244437,45.26,-2.93
1704244452,45.26,-6.05
1704244467,45.26,-6.05
1704244482,45.26,-2.93
1704244497,45.26,-6.05
1704244512,45.26,-2.93
1704244527,45.26,-6.05
1704244542,45.26,-2.93
1704244557,45.26,-6.05
1704244572,45.26,-6.05
1704244587,45.26,-6.05
1704244602,45.26,-6.05
1704244617,45.51,-2.93
1704244632,45.26,-6.05
1704244647,45.26,0.20
1704244662,45.26,-6.05
1704244677,45.26,0.20
1704244692,45.51,-2.93
1704244707,45.51,-2.93
1704244722,45.51,-6.05
1704244737,45.26,-6.05
1704244752,45.51,-6.05
1704244767,45.51,-6.05
1704244782,45.51,-6.05
1704244797,45.51,-6.05
1704244812,45.51,-6.05
1704244827,45.51,-6.05
1704244842,45.51,-2.93
1704244857,45.51,-2.93
1704244872,45.51,-6.05
1704244887,45.51,-6.05
1704244902,45.51,-2.93
1704244917,45.51,-2.93
1704244932,45.75,-6.05
1704244947,45.75,-6.05
1704244962,45.75,-2.93
1704244977,45.75,-6.05
1704244992,45.75,-2.93
1704245007,45.75,-6.05
1704245022,45.75,-6.05
1704245037,45.75,-2.93
1704245052,45.75,-6.05
1704245067,45.51,-2.93
1704245082,45.51,-6.05
1704245097,45.51,-6.05
1704245112,45.51,-2.93
1704245127,45.51,-6.05
1704245142,45.51,-6.05
1704245157,45.51,-6.05
1704245172,45.51,-6.05
1704245187,45.51,-2.93
1704245202,45.51,-6.05
1704245217,45.51,-2.93
1704245232,45.51,-6.05
1704245247,45.51,-6.05
1704245262,45.51,-2.93
1704245277,45.51,-6.05
1704245292,45.51,-6.05
1704245307,45.51,-6.05
1704245322,45.51,-6.05
1704245337,45.51,-2.93
1704245352,45.51,-6.05
1704245367,45.51,-6.05
1704245382,45.51,0.20
1704245397,45.51,-6.05
1704245412,45.51,-6.05
1704245427,45.51,-6.05
1704245442,45.51,-6.05
1704245457,45.51,-2.93
1704245472,45.51,-6.05
1704245487,45.51,-6.05
1704245502,45.51,-6.05
1704245517,45.51,-6.05
1704245532,45.51,-2.93
1704245547,45.51,-6.05
1704245562,45.51,-2.93
1704245577,45.51,-2.93
1704245592,45.51,-6.05
1704245607,45.51,-2.93
1704245622,45.51,-6.05
1704245637,45.51,-6.05
1704245652,45.51,-2.93
1704245667,45.51,-6.05
1704245682,45.51,-6.05
1704245697,45.51,-6.05
1704245712,45.51,-6.05
1704245727,45.51,-6.05
1704245742,45.51,-6.05
1704245757,45.51,-2.93
1704245772,45.51,-6.05
1704245787,45.51,-6.05
1704245802,45.51,-6.05
1704245817,45.51,-2.93
1704245832,45.51,-6.05
1704245847,45.51,-6.05
1704245862,45.51,-6.05
1704245877,45.51,-2.93
1704245892,45.51,-6.05
1704245907,45.51,-2.93
1704245922,45.51,-2.93
1704245937,45.51,-6.05
1704245952,45.51,-327.94
1704245967,45.26,-334.19
1704245982,45.01,-324.81
1704245997,44.76,-324.81
1704246012,44.51,-324.81
1704246027,44.26,-334.19
1704246042,44.01,-337.32
1704246057,44.01,2240.89
1704246072,44.26,400.21
1704246087,44.51,156.45
1704246102,44.76,84.57
1704246117,45.01,53.32
1704246132,45.01,34.57
1704246147,45.26,25.20
1704246162,45.26,22.07
1704246177,45.26,15.82
1704246192,45.26,12.70
1704246207,45.26,9.57
1704246222,45.26,6.45
1704246237,45.26,9.57
1704246252,45.26,3.32
1704246267,45.26,3.32
1704246282,45.51,3.32
1704246297,45.51,3.32
1704246312,45.51,0.20
1704246327,45.51,0.20
1704246342,45.51,0.20
1704246357,45.51,0.20
1704246372,45.51,0.20
1704246387,45.51,0.20
1704246402,45.51,3.32
1704246417,45.51,-2.93
1704246432,45.51,0.20
1704246447,45.51,-2.93
1704246462,45.51,-2.93
1704246477,45.51,-2.93
1704246492,45.51,0.20
1704246507,45.51,3.32
1704246522,45.51,-2.93
1704246537,45.51,-6.05
1704246552,45.51,-2.93
1704246567,45.51,0.20
1704246582,45.51,-2.93
1704246597,45.51,-2.93
1704246612,45.51,0.20
1704246627,45.51,-6.05
1704246642,45.51,0.20
1704246657,45.51,-2.93
1704246672,45.51,-2.93
1704246687,45.51,-2.93
1704246702,45.51,-6.05
1704246717,45.51,0.20
1704246732,45.51,-2.93
1704246747,45.51,-2.93
1704246762,45.51,-2.93
1704246777,45.51,-2.93
1704246792,45.51,-2.93
1704246807,45.51,-2.93
1704246822,45.51,-2.93
1704246837,45.51,-6.05
1704246852,45.51,-2.93
1704246867,45.51,-6.05
1704246882,45.51,-2.93
1704246897,45.51,-2.93
1704246912,45.51,-2.93
1704246927,45.51,-6.05
1704246942,45.51,0.20
1704246957,45.51,-2.93
1704246972,45.51,-6.05
1704246987,45.51,-6.05
1704247002,45.51,-2.93
1704247017,45.51,0.20
1704247032,45.51,-6.05
1704247047,45.51,-2.93
1704247062,45.51,-6.05
1704247077,45.51,-2.93
1704247092,45.51,-2.93
1704247107,45.51,-6.05
1704247122,45.51,-2.93
1704247137,45.51,-6.05
1704247152,45.51,-6.05
1704247167,45.51,-2.93
1704247182,45.51,-6.05
1704247197,45.51,-2.93
1704247212,45.51,-2.93
1704247227,45.51,-2.93
1704247242,45.51,-6.05
1704247257,45.51,-2.93
1704247272,45.51,-6.05
1704247287,45.51,-2.93
1704247302,45.75,-6.05
1704247317,45.75,-6.05
1704247332,46.00,0.20
1704247347,46.00,-2.93
1704247362,46.00,-2.93
1704247377,46.00,-2.93
1704247392,46.00,-6.05
1704247407,46.00,-2.93
1704247422,46.00,-2.93
1704247437,45.75,-6.05
1704247452,45.75,-6.05
1704247467,45.75,-2.93
1704247482,45.75,-2.93
1704247497,45.75,-2.93
1704247512,45.75,-6.05
1704247527,45.75,-6.05
1704247542,45.75,-6.05
1704247557,45.75,-6.05
1704247572,45.75,-6.05
1704247587,45.75,-6.05
1704247602,45.75,-6.05
1704247617,45.75,-6.05
1704247632,45.75,-6.05
1704247647,45.75,-6.05
1704247662,45.75,-2.93
1704247677,45.75,-6.05
1704247692,45.75,-2.93
1704247707,45.75,0.20
1704247722,45.75,0.20
1704247737,45.75,-6.05
1704247752,45.75,-2.93
1704247767,45.75,-6.05
1704247782,45.75,-6.05
1704247797,45.75,-6.05
1704247812,45.75,-6.05
1704247827,45.75,-6.05
1704247842,45.75,-6.05
1704247857,45.75,-6.05
1704247872,45.75,-2.93
1704247887,45.75,-2.93
1704247902,45.75,-2.93
1704247917,45.75,-6.05
1704247932,45.75,-6.05
1704247947,45.75,-6.05
1704247962,45.75,-6.05
1704247977,45.75,-2.93
1704247992,45.75,-2.93
1704248007,45.75,-6.05
1704248022,45.75,-6.05
1704248037,45.75,-6.05
1704248052,45.75,-6.05
1704248067,45.75,-6.05
1704248082,45.75,-6.05
1704248097,45.75,-6.05
1704248112,45.75,-6.05
1704248127,45.75,-2.93
1704248142,45.75,-6.05
1704248157,45.75,-2.93
1704248172,45.75,-6.05
1704248187,45.75,-6.05
1704248202,45.75,-2.93
1704248217,45.75,-6.05
1704248232,45.75,-2.93
1704248247,45.75,-6.05
1704248262,45.75,-6.05
1704248277,45.75,-6.05
1704248292,45.75,-6.05
1704248307,45.75,-2.93
1704248322,45.75,-6.05
1704248337,45.75,-2.93
1704248352,45.75,-2.93
1704248367,45.75,-2.93
1704248382,45.75,-6.05
