UnixTime,BattT,BFGcurrent
1624986094,39.28,-590.45
1624986109,40.03,-596.70
1624986114,40.28,-587.32
1624986124,40.28,-90.43
1624986139,40.03,-96.68
1624986154,40.03,-90.43
1624986169,40.03,-93.56
1624986184,40.03,-606.07
1624986199,40.77,-96.68
1624986214,40.53,-102.93
1624986229,40.53,-96.68
1624986244,40.28,-96.68
1624986259,40.53,-93.56
1624986274,40.53,-115.43
1624986289,40.53,-115.43
1624986304,40.77,-84.18
1624986319,40.77,-90.43
1624986334,40.77,-87.31
1624986349,40.77,-84.18
1624986364,40.77,-84.18
1624986379,41.02,-87.31
1624986394,41.02,-90.43
1624986409,41.02,-87.31
1624986424,41.02,-87.31
1624986439,41.02,-87.31
1624986454,41.02,-87.31
1624986469,41.02,-90.43
1624986484,41.27,-87.31
1624986499,41.27,-84.18
1624986514,41.27,-87.31
1624986529,41.27,-90.43
1624986544,41.27,-87.31
1624986559,41.27,-87.31
1624986574,41.52,-90.43
1624986589,41.52,-84.18
1624986604,41.52,-90.43
1624986619,41.52,-87.31
1624986634,41.77,-84.18
1624986649,41.77,-84.18
1624986664,41.77,-90.43
1624986679,41.77,-84.18
1624986694,42.02,-87.31
1624986709,42.02,-84.18
1624986724,42.02,-90.43
1624986739,42.02,-84.18
1624986754,42.02,-87.31
1624986769,42.27,-84.18
1624986784,42.27,-87.31
1624986799,42.27,-87.31
1624986814,42.27,-84.18
1624986829,42.27,-84.18
1624986844,42.52,-87.31
1624986859,42.52,-84.18
1624986874,42.52,-84.18
1624986889,42.77,-90.43
1624986904,42.77,-90.43
1624986919,42.77,-87.31
1624986934,42.77,-84.18
1624986949,42.77,-87.31
1624986964,43.02,-87.31
1624986979,43.02,-87.31
1624986994,43.02,-87.31
1624987009,43.02,-87.31
1624987024,43.26,-84.18
1624987039,43.26,-84.18
1624987054,43.26,-87.31
1624987069,43.26,-87.31
1624987084,43.26,-84.18
1624987099,43.51,-87.31
1624987114,43.51,-90.43
1624987129,43.51,-84.18
1624987144,43.51,-84.18
1624987159,43.51,-84.18
1624987174,43.51,-87.31
1624987189,43.76,-84.18
1624987204,43.76,-84.18
1624987219,43.76,-87.31
1624987234,43.76,-87.31
1624987249,44.01,-90.43
1624987264,44.01,-90.43
1624987279,44.01,-87.31
1624987294,44.76,-627.95
1624987309,45.75,-618.57
1624987324,46.00,-96.68
1624987339,45.51,-93.56
1624987354,45.75,-90.43
1624987369,45.51,-96.68
1624987384,45.26,-612.32
1624987399,46.00,-96.68
1624987414,45.75,-102.93
1624987429,45.51,-90.43
1624987444,45.51,-93.56
1624987459,45.51,-90.43
1624987474,45.51,-112.31
1624987489,45.51,-115.43
1624987504,45.51,-115.43
1624987519,45.51,-112.31
1624987534,45.51,-90.43
1624987549,45.51,-87.31
1624987564,45.51,-90.43
1624987579,45.51,-87.31
1624987594,45.51,-87.31
1624987609,45.51,-90.43
1624987624,45.51,-87.31
1624987639,45.51,-90.43
1624987654,45.51,-87.31
1624987669,45.51,-87.31
1624987684,45.51,-90.43
1624987699,45.51,-87.31
1624987714,45.51,-84.18
1624987729,45.51,-87.31
1624987744,45.51,-84.18
1624987759,45.51,-84.18
1624987774,45.51,-90.43
1624987789,45.51,-87.31
1624987804,45.51,-87.31
1624987819,45.75,-90.43
1624987834,45.75,-87.31
1624987849,45.75,-84.18
1624987864,45.75,-87.31
1624987879,45.75,-87.31
1624987894,45.75,-84.18
1624987909,45.75,-90.43
1624987924,45.75,-87.31
1624987939,45.75,-87.31
1624987954,45.75,-87.31
1624987969,45.75,-90.43
1624987984,45.75,-90.43
1624987999,45.75,-84.18
1624988014,46.00,-90.43
1624988029,46.00,-87.31
1624988044,46.00,-87.31
1624988059,46.00,-87.31
1624988074,46.00,-87.31
1624988089,46.00,-87.31
1624988104,46.00,-90.43
1624988119,46.00,-90.43
1624988134,46.00,-87.31
1624988149,46.00,-90.43
1624988164,46.25,-87.31
1624988179,46.25,-87.31
1624988194,46.25,-87.31
1624988209,46.25,-87.31
1624988224,46.25,-90.43
1624988239,46.25,-87.31
1624988254,46.25,-87.31
1624988269,46.25,-84.18
1624988284,46.25,-87.31
1624988299,46.25,-84.18
1624988314,46.25,-87.31
1624988329,46.50,-90.43
1624988344,46.25,-84.18
1624988359,46.25,-84.18
1624988374,46.50,-87.31
1624988389,46.50,-90.43
1624988404,46.50,-90.43
1624988419,46.50,-87.31
1624988434,46.50,-87.31
1624988449,46.50,-87.31
1624988464,46.50,-84.18
1624988479,46.50,-87.31
1624988494,47.50,-627.95
1624988509,48.25,-627.95
1624988524,48.25,-96.68
1624988539,48.00,-93.56
1624988554,48.25,-90.43
1624988569,48.00,-93.56
1624988584,48.00,-599.82
1624988599,48.25,-93.56
1624988614,48.00,-96.68
1624988629,48.00,-99.81
1624988644,48.00,-96.68
1624988659,48.00,-99.81
1624988674,47.75,-112.31
1624988689,47.75,-115.43
1624988704,48.00,-90.43
1624988719,47.75,-90.43
1624988734,47.75,-84.18
1624988749,47.75,-87.31
1624988764,47.75,-84.18
1624988779,47.75,-84.18
1624988794,47.75,-87.31
1624988809,47.75,-90.43
1624988824,47.75,-90.43
1624988839,47.75,-90.43
1624988854,47.75,-87.31
1624988869,47.75,-87.31
1624988884,47.75,-87.31
1624988899,47.50,-87.31
1624988914,47.50,-87.31
1624988929,47.50,-87.31
1624988944,47.50,-87.31
1624988959,47.50,-90.43
1624988974,47.50,-87.31
1624988989,47.50,-84.18
1624989004,47.50,-90.43
1624989019,47.50,-87.31
1624989034,47.75,-84.18
1624989049,47.50,-90.43
1624989064,47.75,-90.43
1624989079,47.50,-87.31
1624989094,47.50,-87.31
1624989109,47.50,-87.31
1624989124,47.75,-84.18
1624989139,47.75,-84.18
1624989154,47.75,-87.31
1624989169,47.75,-90.43
1624989184,47.75,-90.43
1624989199,47.75,-87.31
1624989214,47.75,-84.18
1624989229,47.75,-90.43
1624989244,47.75,-87.31
1624989259,47.75,-84.18
1624989274,47.75,-84.18
1624989289,47.75,-87.31
1624989304,47.75,-84.18
1624989319,47.75,-90.43
1624989334,47.75,-87.31
1624989349,47.75,-90.43
1624989364,47.75,-90.43
1624989379,47.75,-84.18
1624989394,47.75,-87.31
1624989409,47.75,-87.31
1624989424,47.75,-84.18
1624989439,47.75,-90.43
1624989454,47.75,-87.31
1624989469,47.75,-90.43
1624989484,48.00,-84.18
1624989499,47.75,-90.43
1624989514,47.75,-87.31
1624989529,47.75,-84.18
1624989544,48.00,-87.31
1624989559,48.00,-87.31
1624989574,48.00,-84.18
1624989589,48.00,-90.43
1624989604,48.00,-87.31
1624989619,48.00,-90.43
1624989634,48.00,-84.18
1624989649,48.00,-87.31
1624989664,48.00,-84.18
1624989679,48.00,-87.31
1624989694,48.74,-624.82
1624989709,49.49,-93.56
1624989724,49.24,-93.56
1624989739,48.99,-615.45
1624989754,49.24,-90.43
1624989769,48.99,-102.93
1624989784,49.49,-93.56
1624989799,49.49,-96.68
1624989814,49.24,-96.68
1624989829,48.99,-99.81
1624989844,48.99,-96.68
1624989859,48.99,-99.81
1624989874,48.99,-115.43
1624989889,48.99,-115.43
1624989904,48.99,-84.18
1624989919,48.99,-87.31
1624989934,48.99,-90.43
1624989949,48.99,-90.43
1624989964,48.99,-87.31
1624989979,48.99,-87.31
1624989994,48.99,-90.43
1624990009,48.99,-90.43
1624990024,48.99,-84.18
1624990039,48.99,-87.31
1624990054,48.99,-87.31
1624990069,48.99,-90.43
1624990084,48.99,-90.43
1624990099,48.99,-84.18
1624990114,48.74,-87.31
1624990129,48.99,-87.31
1624990144,48.74,-87.31
1624990159,48.99,-87.31
1624990174,48.74,-90.43
1624990189,48.74,-87.31
1624990204,48.99,-87.31
1624990219,48.99,-87.31
1624990234,48.74,-90.43
1624990249,48.74,-87.31
1624990264,48.74,-87.31
1624990279,48.74,-87.31
1624990294,48.74,-90.43
1624990309,48.74,-87.31
1624990324,48.74,-90.43
1624990339,48.74,-90.43
1624990354,48.74,-90.43
1624990369,48.99,-87.31
1624990384,48.99,-90.43
1624990399,48.99,-87.31
1624990414,48.99,-87.31
1624990429,48.99,-84.18
1624990444,48.74,-87.31
1624990459,48.99,-87.31
1624990474,48.99,-90.43
1624990489,48.99,-87.31
1624990504,48.74,-84.18
1624990519,48.99,-84.18
1624990534,48.99,-90.43
1624990549,48.74,-90.43
1624990564,48.99,-90.43
1624990579,48.74,-84.18
1624990594,48.74,-90.43
1624990609,48.99,-90.43
1624990624,48.74,-90.43
1624990639,48.74,-87.31
1624990654,48.74,-87.31
1624990669,48.74,-90.43
1624990684,48.99,-84.18
1624990699,48.99,-84.18
1624990714,48.74,-90.43
1624990729,48.74,-87.31
1624990744,48.99,-90.43
1624990759,48.99,-87.31
1624990774,48.99,-90.43
1624990789,48.74,-90.43
1624990804,48.99,-84.18
1624990819,48.99,-90.43
1624990834,48.99,-87.31
1624990849,48.74,-90.43
1624990864,48.99,-84.18
1624990879,48.74,-84.18
1624990894,49.74,-634.20
1624990909,50.24,-96.68
1624990924,49.99,-93.56
1624990939,49.99,-93.56
1624990954,49.74,-90.43
1624990969,49.74,-621.70
1624990984,49.99,-96.68
1624990999,49.74,-93.56
1624991014,49.74,-93.56
1624991029,49.74,-102.93
1624991044,49.49,-90.43
1624991059,49.49,-99.81
1624991074,49.49,-112.31
1624991089,49.49,-115.43
1624991104,49.49,-87.31
1624991119,49.49,-84.18
1624991134,49.49,-90.43
1624991149,49.49,-87.31
1624991164,49.49,-90.43
1624991179,49.49,-87.31
1624991194,49.49,-90.43
1624991209,49.49,-87.31
1624991224,49.24,-90.43
1624991239,49.24,-90.43
1624991254,49.24,-84.18
1624991269,49.24,-87.31
1624991284,49.24,-90.43
1624991299,49.24,-87.31
1624991314,49.24,-90.43
1624991329,49.24,-84.18
1624991344,49.24,-87.31
1624991359,49.24,-87.31
1624991374,49.24,-87.31
1624991389,49.24,-87.31
1624991404,49.24,-90.43
1624991419,49.24,-87.31
1624991434,49.24,-90.43
1624991449,49.24,-90.43
1624991464,49.24,-87.31
1624991479,49.24,-87.31
1624991494,49.24,-90.43
1624991509,49.24,-90.43
1624991524,49.24,-90.43
1624991539,49.24,-84.18
1624991554,49.24,-87.31
1624991569,49.24,-90.43
1624991584,49.24,-87.31
1624991599,49.24,-87.31
1624991614,49.24,-90.43
1624991629,49.24,-87.31
1624991644,49.49,-90.43
1624991659,49.49,-87.31
1624991674,49.24,-84.18
1624991689,49.24,-87.31
1624991704,49.49,-87.31
1624991719,49.49,-84.18
1624991734,49.24,-87.31
1624991749,49.49,-90.43
1624991764,49.49,-87.31
1624991779,49.49,-90.43
1624991794,49.49,-90.43
1624991809,49.49,-90.43
1624991824,49.49,-84.18
1624991839,49.49,-90.43
1624991854,49.49,-90.43
1624991869,49.49,-90.43
1624991884,49.24,-90.43
1624991899,49.49,-90.43
1624991914,49.49,-87.31
1624991929,49.49,-84.18
1624991944,49.24,-90.43
1624991959,49.24,-90.43
1624991974,49.24,-87.31
1624991989,49.24,-90.43
1624992004,49.24,-87.31
1624992019,49.24,-90.43
1624992034,49.24,-90.43
1624992049,49.24,-87.31
1624992064,49.24,-90.43
1624992079,49.24,-84.18
1624992094,49.99,-634.20
1624992109,50.74,-631.07
1624992124,51.48,-634.20
1624992139,51.23,-93.56
1624992154,50.74,-102.93
1624992169,50.98,-627.95
1624992184,51.98,-627.95
1624992199,52.23,-631.07
1624992214,52.73,-624.82
1624992229,52.98,-649.82
1624992244,53.23,-643.57
1624992259,53.47,-634.20
1624992274,53.23,-115.43
1624992289,52.48,-87.31
1624992304,52.23,-90.43
1624992319,51.73,-90.43
1624992334,51.48,-87.31
1624992349,51.48,-87.31
1624992364,51.23,-90.43
1624992379,50.98,-90.43
1624992394,50.98,-90.43
1624992409,50.74,-87.31
1624992424,50.74,-87.31
1624992439,50.49,-90.43
1624992454,50.49,-90.43
1624992469,50.49,-90.43
1624992484,50.49,-90.43
1624992499,50.49,-90.43
1624992514,50.49,-87.31
1624992529,50.49,-90.43
1624992544,50.49,-90.43
1624992559,50.49,-90.43
1624992574,50.49,-90.43
1624992589,50.49,-90.43
1624992604,50.49,-87.31
1624992619,50.49,-84.18
1624992634,50.49,-87.31
1624992649,50.49,-90.43
1624992664,50.49,-90.43
1624992679,50.49,-90.43
1624992694,50.49,-87.31
1624992709,50.49,-90.43
1624992724,50.49,-90.43
1624992739,50.74,-87.31
1624992754,50.74,-90.43
1624992769,50.74,-87.31
1624992784,50.74,-90.43
1624992799,50.74,-90.43
1624992814,50.74,-90.43
1624992829,50.74,-84.18
1624992844,50.98,-90.43
1624992859,50.98,-90.43
1624992874,50.98,-90.43
1624992889,50.98,-90.43
1624992904,50.98,-87.31
1624992919,50.98,-90.43
1624992934,51.23,-87.31
1624992949,50.98,-90.43
1624992964,51.23,-87.31
1624992979,51.23,-90.43
1624992994,51.23,-90.43
1624993009,51.23,-87.31
1624993024,51.23,-90.43
1624993039,51.48,-90.43
1624993054,51.48,-90.43
1624993069,51.48,-90.43
1624993084,51.48,-90.43
1624993099,51.48,-87.31
1624993114,51.48,-87.31
1624993129,51.48,-90.43
1624993144,51.73,-90.43
1624993159,51.73,-90.43
1624993174,51.73,-90.43
1624993189,51.73,-87.31
1624993204,51.73,-90.43
1624993219,51.73,-87.31
1624993234,51.73,-90.43
1624993249,51.98,-87.31
1624993264,51.73,-90.43
1624993279,51.98,-87.31
1624993294,52.73,-627.95
1624993309,53.72,-627.95
1624993324,54.22,-634.20
1624993339,54.72,-646.70
1624993354,55.22,-634.20
1624993369,55.72,-96.68
1624993384,54.97,-93.56
1624993399,54.47,-96.68
1624993414,54.22,-102.93
1624993429,53.97,-96.68
1624993444,53.97,-96.68
1624993459,53.72,-96.68
1624993474,53.72,-118.56
1624993489,53.72,-90.43
1624993504,53.47,-87.31
1624993519,53.47,-90.43
1624993534,53.47,-90.43
1624993549,53.47,-90.43
1624993564,53.47,-90.43
1624993579,53.23,-90.43
1624993594,53.23,-90.43
1624993609,53.23,-90.43
1624993624,53.23,-90.43
1624993639,52.98,-90.43
1624993654,52.98,-87.31
1624993669,52.98,-90.43
1624993684,52.98,-90.43
1624993699,52.73,-90.43
1624993714,52.73,-87.31
1624993729,52.73,-90.43
1624993744,52.48,-90.43
1624993759,52.48,-90.43
1624993774,52.48,-90.43
1624993789,52.48,-87.31
1624993804,52.23,-87.31
1624993819,52.23,-90.43
1624993834,52.23,-90.43
1624993849,51.98,-87.31
1624993864,51.98,-87.31
1624993879,51.98,-90.43
1624993894,51.73,-87.31
1624993909,51.73,-87.31
1624993924,51.73,-87.31
1624993939,51.48,-87.31
1624993954,51.48,-90.43
1624993969,51.48,-90.43
1624993984,51.23,-90.43
1624993999,51.23,-90.43
1624994014,50.98,-87.31
1624994029,50.98,-90.43
1624994044,50.98,-90.43
1624994059,50.98,-87.31
1624994074,50.74,-90.43
1624994089,50.74,-90.43
1624994104,50.74,-90.43
1624994119,50.49,-90.43
1624994134,50.49,-87.31
1624994149,50.49,-87.31
1624994164,50.49,-90.43
1624994179,50.24,-90.43
1624994194,50.24,-90.43
1624994209,50.24,-87.31
1624994224,50.24,-90.43
1624994239,50.24,-90.43
1624994254,50.24,-87.31
1624994269,50.24,-90.43
1624994284,50.24,-90.43
1624994299,50.24,-87.31
1624994314,50.24,-87.31
1624994329,50.24,-87.31
1624994344,50.24,-90.43
1624994359,50.24,-90.43
1624994374,50.49,-87.31
1624994389,50.24,-90.43
1624994404,50.49,-87.31
1624994419,50.49,-90.43
1624994434,50.49,-90.43
1624994449,50.49,-87.31
1624994464,50.49,-90.43
1624994479,50.49,-87.31
1624994494,51.48,-640.45
1624994509,52.23,-627.95
1624994524,52.98,-615.45
