UnixTime,BattT,BFGcurrent
1620951658,31.06,-637.32
1620951673,32.06,-640.45
1620951688,32.81,-615.45
1620951703,33.55,-643.57
1620951718,33.80,-637.32
1620951720,34.05,-624.82
1620951733,33.80,-99.81
1620951748,33.30,-96.68
1620951763,32.81,-99.81
1620951778,32.56,-99.81
1620951793,32.31,-99.81
1620951808,32.31,-109.18
1620951823,32.06,-99.81
1620951838,32.06,-90.43
1620951853,31.81,-90.43
1620951868,31.81,-90.43
1620951883,31.81,-90.43
1620951898,31.56,-90.43
1620951913,31.56,-90.43
1620951928,31.56,-90.43
1620951943,31.56,-90.43
1620951958,31.31,-90.43
1620951973,31.31,-90.43
1620951988,31.31,-90.43
1620952002,31.31,-90.43
1620952018,31.31,-90.43
1620952033,31.06,-90.43
1620952048,31.06,-90.43
1620952063,31.06,-90.43
1620952077,31.06,-90.43
1620952093,31.06,-90.43
1620952108,31.06,-90.43
1620952123,31.06,-90.43
1620952138,31.06,-90.43
1620952152,30.81,-90.43
1620952168,30.81,-90.43
1620952183,30.81,-90.43
1620952198,30.81,-90.43
1620952213,30.81,-90.43
1620952227,30.81,-90.43
1620952243,30.81,-90.43
1620952258,30.81,-90.43
1620952273,30.81,-90.43
1620952288,30.81,-90.43
1620952302,30.81,-90.43
1620952318,30.81,-90.43
1620952333,30.81,-90.43
1620952348,30.81,-90.43
1620952363,30.81,-90.43
1620952378,30.81,-90.43
1620952393,30.81,-90.43
1620952408,30.81,-90.43
1620952423,30.56,-90.43
1620952438,30.56,-90.43
1620952453,30.56,-90.43
1620952468,30.56,-90.43
1620952483,30.56,-90.43
1620952498,30.56,-90.43
1620952513,30.56,-90.43
1620952527,30.56,-90.43
1620952543,30.56,-90.43
1620952558,30.56,-90.43
1620952573,30.56,-90.43
1620952588,30.56,-90.43
1620952602,30.56,-90.43
1620952618,30.56,-90.43
1620952633,30.56,-90.43
1620952648,30.56,-90.43
1620952663,30.56,-90.43
1620952677,30.56,-90.43
1620952693,30.56,-90.43
1620952708,30.56,-90.43
1620952723,30.56,-90.43
1620952738,30.56,-90.43
1620952752,30.56,-90.43
1620952768,30.56,-90.43
1620952783,30.56,-90.43
1620952798,30.56,-90.43
1620952813,30.56,-90.43
1620952827,30.56,-90.43
1620952842,30.32,-90.43
1620952858,30.32,-112.31
1620952873,30.56,-96.68
1620952888,30.32,-112.31
1620952902,30.32,-96.68
1620952918,30.32,-96.68
1620952933,30.32,-99.81
1620952948,30.32,-112.31
1620952963,30.32,-99.81
1620952978,30.32,-99.81
1620952993,30.32,-99.81
1620953008,30.32,-112.31
1620953023,30.32,-96.68
1620953038,30.32,-115.43
1620953052,30.32,-90.43
1620953068,30.32,-90.43
1620953083,30.32,-90.43
1620953098,30.32,-90.43
1620953113,30.32,-93.56
1620953127,30.32,-90.43
1620953143,30.32,-90.43
1620953158,30.32,-90.43
1620953173,30.32,-90.43
1620953188,30.32,-87.31
1620953202,30.32,-90.43
1620953218,30.32,-90.43
1620953233,30.32,-90.43
1620953248,30.32,-90.43
1620953263,30.07,-90.43
1620953277,30.07,-90.43
1620953293,30.07,-90.43
1620953308,30.07,-90.43
1620953323,30.07,-90.43
1620953338,30.07,-90.43
1620953352,30.07,-90.43
1620953368,30.07,-90.43
1620953383,30.07,-90.43
1620953398,30.07,-90.43
1620953413,30.07,-90.43
1620953427,30.07,-90.43
1620953443,30.07,-90.43
1620953458,30.07,-90.43
1620953473,30.07,-90.43
1620953488,30.07,-90.43
1620953502,30.07,-90.43
1620953518,30.07,-90.43
1620953533,30.07,-90.43
1620953548,30.07,-90.43
1620953563,30.07,-90.43
1620953577,30.07,-90.43
1620953593,30.07,-90.43
1620953608,29.82,-90.43
1620953623,29.82,-90.43
1620953638,29.82,-90.43
1620953652,29.82,-90.43
1620953668,29.82,-90.43
1620953683,29.82,-90.43
1620953698,29.82,-90.43
1620953713,29.82,-90.43
1620953727,29.82,-90.43
1620953743,29.82,-90.43
1620953758,29.82,-90.43
1620953773,29.82,-90.43
1620953788,29.82,-90.43
1620953802,29.82,-90.43
1620953818,29.82,-90.43
1620953833,29.82,-90.43
1620953848,29.82,-90.43
1620953863,29.82,-90.43
1620953877,29.82,-90.43
1620953893,29.82,-90.43
1620953908,29.82,-90.43
1620953923,29.82,-90.43
1620953938,29.82,-90.43
1620953952,29.82,-90.43
1620953968,29.82,-90.43
1620953983,29.82,-90.43
1620953998,29.82,-90.43
1620954013,29.82,-90.43
1620954027,29.82,-93.56
1620954042,29.82,-90.43
1620954058,29.82,-112.31
1620954073,29.82,-99.81
1620954088,29.82,-112.31
1620954102,29.82,-99.81
1620954118,29.82,-99.81
1620954133,29.82,-96.68
1620954148,29.57,-112.31
1620954163,29.57,-96.68
1620954177,29.57,-99.81
1620954193,29.57,-99.81
1620954208,29.57,-112.31
1620954223,29.57,-99.81
1620954238,29.57,-115.43
1620954252,29.82,-90.43
1620954268,29.82,-90.43
1620954283,29.82,-90.43
1620954298,29.82,-90.43
1620954313,29.82,-90.43
1620954327,29.57,-90.43
1620954343,29.57,-90.43
1620954358,29.57,-90.43
1620954373,29.57,-90.43
1620954388,29.57,-90.43
1620954402,29.57,-90.43
1620954418,29.57,-90.43
1620954433,29.57,-90.43
1620954448,29.57,-90.43
1620954463,29.57,-90.43
1620954477,29.57,-90.43
1620954493,29.57,-90.43
1620954508,29.57,-90.43
1620954523,29.57,-90.43
1620954538,29.57,-90.43
1620954552,29.57,-90.43
1620954568,29.57,-90.43
1620954583,29.57,-90.43
1620954598,29.57,-90.43
1620954613,29.57,-90.43
1620954627,29.57,-90.43
1620954643,29.57,-90.43
1620954658,29.57,-90.43
1620954673,29.57,-90.43
1620954688,29.32,-90.43
1620954702,29.32,-90.43
1620954718,29.32,-90.43
1620954733,29.32,-90.43
1620954748,29.32,-90.43
1620954763,29.32,-90.43
1620954777,29.32,-90.43
1620954793,29.32,-90.43
1620954808,29.32,-90.43
1620954823,29.32,-90.43
1620954838,29.32,-90.43
1620954852,29.32,-90.43
1620954868,29.32,-90.43
1620954883,29.32,-90.43
1620954898,29.32,-90.43
1620954913,29.32,-90.43
1620954927,29.32,-90.43
1620954943,29.32,-90.43
1620954958,29.07,-90.43
1620954973,29.07,-90.43
1620954988,29.07,-90.43
1620955002,29.07,-90.43
1620955018,29.07,-90.43
1620955033,29.07,-90.43
1620955048,29.07,-90.43
1620955063,29.07,-90.43
1620955077,29.07,-90.43
1620955093,29.07,-90.43
1620955108,29.07,-90.43
1620955123,29.07,-90.43
1620955138,29.07,-90.43
1620955152,29.07,-90.43
1620955168,29.07,-90.43
1620955183,29.07,-90.43
1620955198,28.82,-90.43
1620955213,29.07,-90.43
1620955227,28.82,-90.43
1620955242,28.82,-90.43
1620955258,28.82,-112.31
1620955273,28.82,-99.81
1620955288,28.82,-112.31
1620955302,28.82,-99.81
1620955318,28.82,-99.81
1620955333,28.82,-99.81
1620955348,28.82,-112.31
1620955363,28.82,-99.81
1620955377,28.82,-99.81
1620955393,28.82,-99.81
1620955408,28.57,-112.31
1620955423,28.57,-99.81
1620955438,28.57,-90.43
1620955452,28.82,-90.43
1620955468,28.82,-90.43
1620955483,28.57,-90.43
1620955498,28.57,-90.43
1620955513,28.57,-90.43
1620955527,28.57,-90.43
1620955543,28.57,-90.43
1620955558,28.57,-90.43
1620955573,28.57,-90.43
1620955588,28.57,-90.43
1620955602,28.57,-90.43
1620955618,28.57,-90.43
1620955633,28.57,-90.43
1620955648,28.57,-90.43
1620955663,28.32,-90.43
1620955677,28.32,-90.43
1620955693,28.32,-90.43
1620955708,28.32,-90.43
1620955723,28.32,-90.43
1620955738,28.32,-90.43
1620955752,28.32,-90.43
1620955768,28.32,-90.43
1620955783,28.32,-90.43
1620955798,28.32,-90.43
1620955813,28.32,-90.43
1620955827,28.32,-90.43
1620955843,28.32,-90.43
1620955858,28.32,-90.43
1620955873,28.07,-90.43
1620955888,28.07,-90.43
1620955902,28.07,-90.43
1620955918,28.07,-90.43
1620955933,28.07,-90.43
1620955948,28.07,-90.43
1620955963,28.07,-90.43
1620955977,28.07,-90.43
1620955993,28.07,-90.43
1620956008,28.07,-90.43
1620956023,28.07,-90.43
1620956038,28.07,-90.43
1620956052,28.07,-90.43
1620956068,28.07,-90.43
1620956083,28.07,-90.43
1620956098,28.07,-90.43
1620956113,27.82,-90.43
1620956127,27.82,-90.43
1620956143,27.82,-90.43
1620956158,27.82,-90.43
1620956173,27.82,-90.43
1620956188,27.82,-90.43
1620956202,27.82,-90.43
1620956218,27.82,-90.43
1620956233,27.82,-90.43
1620956248,27.82,-90.43
1620956263,27.82,-90.43
1620956277,27.82,-90.43
1620956293,27.82,-90.43
1620956308,27.82,-90.43
1620956323,27.82,-90.43
1620956338,27.82,-90.43
1620956352,27.82,-90.43
1620956368,27.58,-90.43
1620956383,27.58,-90.43
1620956398,27.58,-90.43
1620956413,27.58,-90.43
1620956427,27.58,-90.43
1620956442,27.58,-90.43
1620956458,27.58,-99.81
1620956473,27.58,-99.81
1620956488,27.58,-115.43
1620956502,27.58,-99.81
1620956518,27.58,-99.81
1620956533,27.58,-99.81
1620956548,27.58,-112.31
1620956563,27.58,-99.81
1620956577,27.58,-99.81
1620956593,27.58,-96.68
1620956608,27.58,-112.31
1620956623,27.58,-99.81
1620956638,27.58,-115.43
1620956652,27.58,-93.56
1620956668,27.58,-90.43
1620956683,27.58,-90.43
1620956698,27.58,-90.43
1620956713,27.58,-90.43
1620956727,27.33,-90.43
1620956743,27.33,-90.43
1620956758,27.33,-90.43
1620956773,27.33,-90.43
1620956788,27.33,-90.43
1620956802,27.33,-90.43
1620956818,27.33,-90.43
1620956833,27.33,-90.43
1620956848,27.33,-90.43
1620956863,27.33,-90.43
1620956877,27.33,-90.43
1620956893,27.33,-90.43
1620956908,27.33,-90.43
1620956923,27.33,-90.43
1620956938,27.33,-90.43
1620956952,27.33,-90.43
1620956968,27.33,-90.43
1620956983,27.33,-90.43
1620956998,27.08,-90.43
1620957013,27.08,-90.43
1620957027,27.08,-90.43
1620957043,27.08,-90.43
1620957058,27.08,-90.43
1620957073,27.08,-90.43
1620957088,27.08,-90.43
1620957102,27.08,-90.43
1620957118,27.08,-90.43
1620957133,27.08,-90.43
1620957148,27.08,-90.43
1620957163,27.08,-90.43
1620957178,27.08,-90.43
1620957193,27.08,-90.43
1620957208,27.08,-90.43
1620957223,27.08,-90.43
1620957238,27.08,-90.43
1620957252,27.08,-90.43
1620957268,27.08,-90.43
1620957283,27.08,-90.43
1620957298,27.08,-90.43
1620957313,27.08,-90.43
1620957327,26.83,-90.43
